tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length1	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.13190	-	-	CUFF.13190	-	-	ENSSSCT00000013477	2966-4270	ENSSSCT00000013477:2966-4270	-	1.56094	0.706221	2.32044	OK	0.840710374
CUFF.3623	-	-	CUFF.3623	-	-	ENSSSCT00000004786	325-1455	ENSSSCT00000004786:325-1455	-	1.57015	0.698542	2.32847	OK	0.845670809
CUFF.7418	-	-	CUFF.7418	-	-	ENSSSCT00000015042	99-1394	ENSSSCT00000015042:99-1394	-	1.57387	0.711129	2.33657	OK	0.847674373
CUFF.8359	-	-	CUFF.8359	-	-	ENSSSCT00000013836	1748-2956	ENSSSCT00000013836:1748-2956	-	1.57924	0.653438	2.50484	OK	0.850566614
CUFF.11481	-	-	CUFF.11481	-	-	ENSSSCT00000003283	649-1689	ENSSSCT00000003283:649-1689	-	1.58188	0.632494	2.52998	OK	0.851988498
CUFF.11513	-	-	CUFF.11513	-	-	ENSSSCT00000028762	4386-5499	ENSSSCT00000028762:4386-5499	-	1.59966	0.709212	2.48224	OK	0.86156467
CUFF.15926	-	-	CUFF.15926	-	-	ENSSSCT00000014979	1340-2534	ENSSSCT00000014979:1340-2534	-	1.60167	0.661099	2.53421	OK	0.862647241
CUFF.14075	-	-	CUFF.14075	-	-	ENSSSCT00000008453	479-1672	ENSSSCT00000008453:479-1672	-	1.6033	0.661654	2.53634	OK	0.863525146
CUFF.13429	-	-	CUFF.13429	-	-	ENSSSCT00000028904	1762-2869	ENSSSCT00000028904:1762-2869	-	1.61034	0.713056	2.4957	OK	0.867316837
CUFF.6951	-	-	CUFF.6951	-	-	ENSSSCT00000008858	67-1416	ENSSSCT00000008858:67-1416	-	1.6147	0.780186	2.43808	OK	0.869665099
CUFF.10090	-	-	CUFF.10090	-	-	ENSSSCT00000016229	3914-5585	ENSSSCT00000016229:3914-5585	-	1.61901	0.866036	2.36192	OK	0.871986433
CUFF.1291	-	-	CUFF.1291	-	-	ENSSSCT00000006892	5346-6682	ENSSSCT00000006892:5346-6682	-	1.63331	0.787777	2.4618	OK	0.879688303
CUFF.11934	-	-	CUFF.11934	-	-	ENSSSCT00000031378	915-1928	ENSSSCT00000031378:915-1928	-	1.63496	0.649352	2.59741	OK	0.880576981
CUFF.12758	-	-	CUFF.12758	-	-	ENSSSCT00000036241	914-1925	ENSSSCT00000036241:914-1925	-	1.63903	0.650637	2.60255	OK	0.882769052
CUFF.2952	-	-	CUFF.2952	-	-	ENSSSCT00000011455	2188-3356	ENSSSCT00000011455:2188-3356	-	1.64506	0.675816	2.59063	OK	0.886016764
CUFF.5579	-	-	CUFF.5579	-	-	ENSSSCT00000006502	441-1449	ENSSSCT00000006502:441-1449	-	1.64518	0.652573	2.61029	OK	0.886081395
CUFF.10790	-	-	CUFF.10790	-	-	ENSSSCT00000035915	1722-2730	ENSSSCT00000035915:1722-2730	-	1.64518	0.652573	2.61029	OK	0.886081395
CUFF.4654	-	-	CUFF.4654	-	-	ENSSSCT00000000913	507-1513	ENSSSCT00000000913:507-1513	-	1.64931	0.653871	2.61548	OK	0.888305781
CUFF.12353	-	-	CUFF.12353	-	-	ENSSSCT00000023434	2954-5073	ENSSSCT00000023434:2954-5073	-	1.65252	0.993365	2.29716	OK	0.890034663
CUFF.15520	-	-	CUFF.15520	-	-	ENSSSCT00000034624	176-1336	ENSSSCT00000034624:176-1336	-	1.65889	0.680477	2.60849	OK	0.893465496
CUFF.14286	-	-	CUFF.14286	-	-	ENSSSCT00000003736	2972-3971	ENSSSCT00000003736:2972-3971	-	1.66391	0.658452	2.63381	OK	0.89616923
CUFF.2603	-	-	CUFF.2603	-	-	ENSSSCT00000001029	46-1200	ENSSSCT00000001029:46-1200	-	1.66942	0.684015	2.62206	OK	0.899136874
CUFF.11357	-	-	CUFF.11357	-	-	ENSSSCT00000035796	191-1739	ENSSSCT00000035796:191-1739	-	1.66945	0.934849	2.37962	OK	0.899153032
CUFF.6689	-	-	CUFF.6689	-	-	ENSSSCT00000017971	32-1255	ENSSSCT00000017971:32-1255	-	1.68555	0.752994	2.58169	OK	0.907824369
CUFF.6494	-	-	CUFF.6494	-	-	ENSSSCT00000018600	1273-2886	ENSSSCT00000018600:1273-2886	-	1.68586	0.897177	2.44685	OK	0.907991333
CUFF.3473	-	-	CUFF.3473	-	-	ENSSSCT00000005210	1325-2391	ENSSSCT00000005210:1325-2391	-	1.68732	0.740481	2.59168	OK	0.908777677
CUFF.15604	-	-	CUFF.15604	-	-	ENSSSCT00000034701	1218-2205	ENSSSCT00000034701:1218-2205	-	1.68955	0.666458	2.66583	OK	0.909978738
CUFF.2804	-	-	CUFF.2804	-	-	ENSSSCT00000025112	571-1712	ENSSSCT00000025112:571-1712	-	1.69269	0.691808	2.65193	OK	0.911669918
CUFF.15563	-	-	CUFF.15563	-	-	ENSSSCT00000000021	34-1019	ENSSSCT00000000021:34-1019	-	1.6939	0.667811	2.67124	OK	0.912321615
CUFF.338	-	-	CUFF.338	-	-	ENSSSCT00000031966	775-1914	ENSSSCT00000031966:775-1914	-	1.69633	0.693023	2.65659	OK	0.913630395
CUFF.9918	-	-	CUFF.9918	-	-	ENSSSCT00000012115	5-1141	ENSSSCT00000012115:5-1141	-	1.70181	0.694853	2.6636	OK	0.916581881
CUFF.16102	-	-	CUFF.16102	-	-	ENSSSCT00000031953	5744-7337	ENSSSCT00000031953:5744-7337	-	1.71021	0.908441	2.47757	OK	0.921106057
CUFF.1488	-	-	CUFF.1488	-	-	ENSSSCT00000018099	249-1380	ENSSSCT00000018099:249-1380	-	1.71103	0.697925	2.67538	OK	0.921547702
CUFF.10266	-	-	CUFF.10266	-	-	ENSSSCT00000017248	986-2038	ENSSSCT00000017248:986-2038	-	1.71532	0.750335	2.62617	OK	0.923858264
CUFF.9318	-	-	CUFF.9318	-	-	ENSSSCT00000002251	1732-2781	ENSSSCT00000002251:1732-2781	-	1.72144	0.752481	2.63368	OK	0.927154449
CUFF.2978	-	-	CUFF.2978	-	-	ENSSSCT00000000320	2-1508	ENSSSCT00000000320:2-1508	-	1.72348	0.960921	2.44598	OK	0.928253177
CUFF.9540	-	-	CUFF.9540	-	-	ENSSSCT00000027675	1801-2922	ENSSSCT00000027675:1801-2922	-	1.72978	0.704151	2.69924	OK	0.931646309
CUFF.11514	-	-	CUFF.11514	-	-	ENSSSCT00000028762	5569-6609	ENSSSCT00000028762:5569-6609	-	1.74007	0.758993	2.65648	OK	0.937188425
CUFF.11222	-	-	CUFF.11222	-	-	ENSSSCT00000035110	961-2152	ENSSSCT00000035110:961-2152	-	1.74044	0.773226	2.65106	OK	0.937387704
CUFF.6535	-	-	CUFF.6535	-	-	ENSSSCT00000015174	1203-2318	ENSSSCT00000015174:1203-2318	-	1.74123	0.70794	2.71377	OK	0.937813192
CUFF.5028	-	-	CUFF.5028	-	-	ENSSSCT00000016249	5590-7671	ENSSSCT00000016249:5590-7671	-	1.75631	1.07472	2.40232	OK	0.945935165
CUFF.3027	-	-	CUFF.3027	-	-	ENSSSCT00000032203	948-1978	ENSSSCT00000032203:948-1978	-	1.76124	0.766362	2.68227	OK	0.948590425
CUFF.11551	-	-	CUFF.11551	-	-	ENSSSCT00000026041	1000-2104	ENSSSCT00000026041:1000-2104	-	1.76261	0.714993	2.74081	OK	0.949328297
CUFF.12946	-	-	CUFF.12946	-	-	ENSSSCT00000036352	Jan-00	ENSSSCT00000036352:1-2000	-	1.76326	1.053	2.43506	OK	0.949678382
CUFF.1876	-	-	CUFF.1876	-	-	ENSSSCT00000010233	196-1372	ENSSSCT00000010233:196-1372	-	1.76742	0.783088	2.68487	OK	0.951918926
CUFF.2338	-	-	CUFF.2338	-	-	ENSSSCT00000015782	874-2644	ENSSSCT00000015782:874-2644	-	1.7691	1.04058	2.45279	OK	0.952823761
CUFF.16128	-	-	CUFF.16128	-	-	ENSSSCT00000003753	1269-2513	ENSSSCT00000003753:1269-2513	-	1.7784	0.846037	2.64387	OK	0.95783267
CUFF.7644	-	-	CUFF.7644	-	-	ENSSSCT00000016356	42-987	ENSSSCT00000016356:42-987	-	1.78588	0.696078	2.78431	OK	0.961861341
CUFF.13303	-	-	CUFF.13303	-	-	ENSSSCT00000010707	11882-13411	ENSSSCT00000010707:11882-13411	-	1.79308	0.946466	2.58127	OK	0.965739206
CUFF.14035	-	-	CUFF.14035	-	-	ENSSSCT00000027958	179-1340	ENSSSCT00000027958:179-1340	-	1.79525	0.793206	2.71956	OK	0.966907952
CUFF.423	-	-	CUFF.423	-	-	ENSSSCT00000012488	26-1186	ENSSSCT00000012488:26-1186	-	1.79713	0.793889	2.72191	OK	0.967920505
CUFF.923	-	-	CUFF.923	-	-	ENSSSCT00000011366	6285-7369	ENSSSCT00000011366:6285-7369	-	1.80287	0.728185	2.79138	OK	0.971012026
CUFF.9459	-	-	CUFF.9459	-	-	ENSSSCT00000018895	1551-3072	ENSSSCT00000018895:1551-3072	-	1.80401	0.951444	2.59485	OK	0.971626021
CUFF.5740	-	-	CUFF.5740	-	-	ENSSSCT00000010103	156-1238	ENSSSCT00000010103:156-1238	-	1.807	0.729531	2.79654	OK	0.973236412
CUFF.12010	-	-	CUFF.12010	-	-	ENSSSCT00000027768	3516-4450	ENSSSCT00000027768:3516-4450	-	1.81295	0.704276	2.8171	OK	0.976441037
CUFF.954	-	-	CUFF.954	-	-	ENSSSCT00000017892	38-1188	ENSSSCT00000017892:38-1188	-	1.81622	0.800793	2.74557	OK	0.978202234
CUFF.2292	-	-	CUFF.2292	-	-	ENSSSCT00000022750	97-1102	ENSSSCT00000022750:97-1102	-	1.81651	0.785426	2.74899	OK	0.978358426
CUFF.11794	-	-	CUFF.11794	-	-	ENSSSCT00000002535	4662-6968	ENSSSCT00000002535:4662-6968	-	1.81879	1.14101	2.45318	OK	0.979586416
CUFF.11325	-	-	CUFF.11325	-	-	ENSSSCT00000030097	138-1575	ENSSSCT00000030097:138-1575	-	1.82027	1.00706	2.56343	OK	0.980383533
CUFF.1027	-	-	CUFF.1027	-	-	ENSSSCT00000014255	772-2064	ENSSSCT00000014255:772-2064	-	1.82103	0.916431	2.64747	OK	0.980792863
CUFF.14948	-	-	CUFF.14948	-	-	ENSSSCT00000023942	2621-4486	ENSSSCT00000023942:2621-4486	-	1.82648	1.05811	2.53947	OK	0.983728192
CUFF.2626	-	-	CUFF.2626	-	-	ENSSSCT00000001028	2099-3027	ENSSSCT00000001028:2099-3027	-	1.82806	0.70883	2.83532	OK	0.984579167
CUFF.11406	-	-	CUFF.11406	-	-	ENSSSCT00000007128	564-1561	ENSSSCT00000007128:564-1561	-	1.83494	0.791728	2.77105	OK	0.988284683
CUFF.13412	-	-	CUFF.13412	-	-	ENSSSCT00000035400	667-1950	ENSSSCT00000035400:667-1950	-	1.83628	0.92286	2.66604	OK	0.989006397
CUFF.14926	-	-	CUFF.14926	-	-	ENSSSCT00000035020	456-1951	ENSSSCT00000035020:456-1951	-	1.84047	0.967991	2.63998	OK	0.991263099
CUFF.11355	-	-	CUFF.11355	-	-	ENSSSCT00000034334	432-1426	ENSSSCT00000034334:432-1426	-	1.84195	0.794117	2.77941	OK	0.992060215
CUFF.15107	-	-	CUFF.15107	-	-	ENSSSCT00000013409	1207-2700	ENSSSCT00000013409:1207-2700	-	1.84333	0.969288	2.64351	OK	0.992803473
CUFF.1817	-	-	CUFF.1817	-	-	ENSSSCT00000026520	3308-4586	ENSSSCT00000026520:3308-4586	-	1.84487	0.92647	2.67647	OK	0.993632905
CUFF.12074	-	-	CUFF.12074	-	-	ENSSSCT00000022513	29-1164	ENSSSCT00000022513:29-1164	-	1.84562	0.811376	2.78186	OK	0.994036849
CUFF.4615	-	-	CUFF.4615	-	-	ENSSSCT00000010922	1820-2740	ENSSSCT00000010922:1820-2740	-	1.84861	0.714993	2.85997	OK	0.995647241
CUFF.7649	-	-	CUFF.7649	-	-	ENSSSCT00000011586	80-1071	ENSSSCT00000011586:80-1071	-	1.84901	0.796521	2.78783	OK	0.995862678
CUFF.3097	-	-	CUFF.3097	-	-	ENSSSCT00000024173	417-1479	ENSSSCT00000024173:417-1479	-	1.84933	0.74327	2.8492	OK	0.996035027
CUFF.10829	-	-	CUFF.10829	-	-	ENSSSCT00000008175	435-1567	ENSSSCT00000008175:435-1567	-	1.85161	0.813526	2.78923	OK	0.997263018
CUFF.1228	-	-	CUFF.1228	-	-	ENSSSCT00000024838	3010-4639	ENSSSCT00000024838:3010-4639	-	1.85208	1.04989	2.58433	OK	0.997516156
CUFF.11633	-	-	CUFF.11633	-	-	ENSSSCT00000031285	6-1208	ENSSSCT00000031285:6-1208	-	1.85357	0.875599	2.73625	OK	0.998318659
CUFF.11606	-	-	CUFF.11606	-	-	ENSSSCT00000017680	693-1753	ENSSSCT00000017680:693-1753	-	1.85368	0.744672	2.85458	OK	0.998377904
CUFF.7492	-	-	CUFF.7492	-	-	ENSSSCT00000015972	6120-7179	ENSSSCT00000015972:6120-7179	-	1.85586	0.745376	2.85727	OK	0.999552035
CUFF.6130	-	-	CUFF.6130	-	-	ENSSSCT00000018159	7-924	ENSSSCT00000018159:7-924	-	1.85644	0.717333	2.86933	OK	0.999864419
CUFF.11400	-	-	CUFF.11400	-	-	ENSSSCT00000029477	88-1359	ENSSSCT00000029477:88-1359	-	1.85702	0.931573	2.69121	OK	1.000176803
CUFF.12174	-	-	CUFF.12174	-	-	ENSSSCT00000017364	0-1129	ENSSSCT00000017364:0-1129	-	1.85765	0.815688	2.79664	OK	1.000516116
CUFF.10070	-	-	CUFF.10070	-	-	ENSSSCT00000018567	2116-3243	ENSSSCT00000018567:2116-3243	-	1.86169	0.817135	2.80161	OK	1.002692029
CUFF.16099	-	-	CUFF.16099	-	-	ENSSSCT00000031953	85-1209	ENSSSCT00000031953:85-1209	-	1.86779	0.819316	2.80908	OK	1.005977442
CUFF.7075	-	-	CUFF.7075	-	-	ENSSSCT00000009840	31-1365	ENSSSCT00000009840:31-1365	-	1.86996	0.986198	2.66273	OK	1.007146188
CUFF.14707	-	-	CUFF.14707	-	-	ENSSSCT00000026380	501-1483	ENSSSCT00000026380:501-1483	-	1.87052	0.803822	2.81338	OK	1.0074478
CUFF.5742	-	-	CUFF.5742	-	-	ENSSSCT00000023062	496-1477	ENSSSCT00000023062:496-1477	-	1.87294	0.804641	2.81624	OK	1.008751193
CUFF.11174	-	-	CUFF.11174	-	-	ENSSSCT00000002983	279-1540	ENSSSCT00000002983:279-1540	-	1.87466	0.93896	2.71255	OK	1.009677572
CUFF.10158	-	-	CUFF.10158	-	-	ENSSSCT00000023548	8-1549	ENSSSCT00000023548:8-1549	-	1.87566	1.02447	2.64654	OK	1.010216164
CUFF.10106	-	-	CUFF.10106	-	-	ENSSSCT00000008014	2773-3823	ENSSSCT00000008014:2773-3823	-	1.8757	0.751765	2.88176	OK	1.010237708
CUFF.8579	-	-	CUFF.8579	-	-	ENSSSCT00000033939	2626-4377	ENSSSCT00000033939:2626-4377	-	1.87617	1.127	2.55454	OK	1.010490846
CUFF.7520	-	-	CUFF.7520	-	-	ENSSSCT00000035413	4380-5289	ENSSSCT00000035413:4380-5289	-	1.87764	0.723646	2.89458	OK	1.011282577
CUFF.10356	-	-	CUFF.10356	-	-	ENSSSCT00000016605	1788-2906	ENSSSCT00000016605:1788-2906	-	1.88011	0.823713	2.82416	OK	1.0126129
CUFF.2723	-	-	CUFF.2723	-	-	ENSSSCT00000005038	3385-4502	ENSSSCT00000005038:3385-4502	-	1.88218	0.824451	2.82669	OK	1.013727787
CUFF.10310	-	-	CUFF.10310	-	-	ENSSSCT00000012668	74-1120	ENSSSCT00000012668:74-1120	-	1.88466	0.754639	2.89278	OK	1.015063496
CUFF.2003	-	-	CUFF.2003	-	-	ENSSSCT00000000515	388-2269	ENSSSCT00000000515:388-2269	-	1.88766	1.11905	2.58781	OK	1.016679273
CUFF.13955	-	-	CUFF.13955	-	-	ENSSSCT00000024893	544-2142	ENSSSCT00000024893:544-2142	-	1.89339	1.07025	2.63447	OK	1.019765407
CUFF.3729	-	-	CUFF.3729	-	-	ENSSSCT00000005063	77-1186	ENSSSCT00000005063:77-1186	-	1.8989	0.949026	2.96571	OK	1.022733051
CUFF.1384	-	-	CUFF.1384	-	-	ENSSSCT00000006268	6777-7608	ENSSSCT00000006268:6777-7608	-	1.90156	0.633255	3.16628	OK	1.024165707
CUFF.10250	-	-	CUFF.10250	-	-	ENSSSCT00000014927	465-1364	ENSSSCT00000014927:465-1364	-	1.90482	0.731695	3.07312	OK	1.025921518
CUFF.2581	-	-	CUFF.2581	-	-	ENSSSCT00000024041	147-1184	ENSSSCT00000024041:147-1184	-	1.90513	0.761189	3.04476	OK	1.026088481
CUFF.2543	-	-	CUFF.2543	-	-	ENSSSCT00000014805	696-1658	ENSSSCT00000014805:696-1658	-	1.92015	0.820533	3.00862	OK	1.034178139
CUFF.12793	-	-	CUFF.12793	-	-	ENSSSCT00000008756	3342-5191	ENSSSCT00000008756:3342-5191	-	1.92447	1.13842	2.70375	OK	1.036504858
CUFF.11170	-	-	CUFF.11170	-	-	ENSSSCT00000003035	1376-2473	ENSSSCT00000003035:1376-2473	-	1.92454	0.959408	2.99815	OK	1.036542559
CUFF.13594	-	-	CUFF.13594	-	-	ENSSSCT00000030612	168-2008	ENSSSCT00000030612:168-2008	-	1.93509	1.14399	2.71698	OK	1.042224709
CUFF.2148	-	-	CUFF.2148	-	-	ENSSSCT00000009940	69-1227	ENSSSCT00000009940:69-1227	-	1.93945	0.908869	2.95382	OK	1.044572972
CUFF.11193	-	-	CUFF.11193	-	-	ENSSSCT00000004480	665-4260	ENSSSCT00000004480:665-4260	-	1.94231	1.39061	2.48846	OK	1.046113346
CUFF.14651	-	-	CUFF.14651	-	-	ENSSSCT00000025775	2662-3546	ENSSSCT00000025775:2662-3546	-	1.94711	0.744111	3.12527	OK	1.048698589
CUFF.10780	-	-	CUFF.10780	-	-	ENSSSCT00000026310	5336-6624	ENSSSCT00000026310:5336-6624	-	1.94963	1.02142	2.85997	OK	1.050055842
CUFF.8434	-	-	CUFF.8434	-	-	ENSSSCT00000007458	1110-2870	ENSSSCT00000007458:1110-2870	-	1.95007	1.12124	2.76572	OK	1.050292823
CUFF.14914	-	-	CUFF.14914	-	-	ENSSSCT00000002138	70-1019	ENSSSCT00000002138:70-1019	-	1.95386	0.831773	3.04984	OK	1.052334088
CUFF.4017	-	-	CUFF.4017	-	-	ENSSSCT00000000451	57-938	ENSSSCT00000000451:57-938	-	1.95579	0.746645	3.13591	OK	1.053373571
CUFF.9740	-	-	CUFF.9740	-	-	ENSSSCT00000016571	7-888	ENSSSCT00000016571:7-888	-	1.95579	0.746645	3.13591	OK	1.053373571
CUFF.12582	-	-	CUFF.12582	-	-	ENSSSCT00000033202	193-1207	ENSSSCT00000033202:193-1207	-	1.95951	0.778454	3.11382	OK	1.055377134
CUFF.9004	-	-	CUFF.9004	-	-	ENSSSCT00000007729	1040-2658	ENSSSCT00000007729:1040-2658	-	1.95986	1.13833	2.76452	OK	1.055565642
CUFF.4836	-	-	CUFF.4836	-	-	ENSSSCT00000005236	1495-2374	ENSSSCT00000005236:1495-2374	-	1.96163	0.748344	3.14304	OK	1.05651895
CUFF.175	-	-	CUFF.175	-	-	ENSSSCT00000019325	179-1324	ENSSSCT00000019325:179-1324	-	1.96637	0.919188	2.98736	OK	1.059071878
CUFF.8327	-	-	CUFF.8327	-	-	ENSSSCT00000005966	1075-2151	ENSSSCT00000005966:1075-2151	-	1.97112	0.978132	3.05666	OK	1.061630192
CUFF.6913	-	-	CUFF.6913	-	-	ENSSSCT00000013878	1002-2677	ENSSSCT00000013878:1002-2677	-	1.97339	1.17814	2.74899	OK	1.062852797
CUFF.10866	-	-	CUFF.10866	-	-	ENSSSCT00000005633	13143-15151	ENSSSCT00000005633:13143-15151	-	1.97375	1.24483	2.68621	OK	1.06304669
CUFF.11610	-	-	CUFF.11610	-	-	ENSSSCT00000017680	3248-5522	ENSSSCT00000017680:3248-5522	-	1.97434	1.27278	2.66126	OK	1.063364459
CUFF.13188	-	-	CUFF.13188	-	-	ENSSSCT00000022982	2396-3602	ENSSSCT00000022982:2396-3602	-	1.97801	0.981782	2.94535	OK	1.065341093
CUFF.8328	-	-	CUFF.8328	-	-	ENSSSCT00000005966	2219-3290	ENSSSCT00000005966:2219-3290	-	1.98254	0.982699	3.07093	OK	1.067780917
CUFF.15377	-	-	CUFF.15377	-	-	ENSSSCT00000019508	51-1383	ENSSSCT00000019508:51-1383	-	1.99037	1.08645	2.86427	OK	1.071998095
CUFF.14654	-	-	CUFF.14654	-	-	ENSSSCT00000023176	2229-3693	ENSSSCT00000023176:2229-3693	-	1.99068	1.07835	2.8756	OK	1.072165059
CUFF.15937	-	-	CUFF.15937	-	-	ENSSSCT00000019626	34-1164	ENSSSCT00000019626:34-1164	-	1.99837	0.93139	3.02702	OK	1.076306834
CUFF.11597	-	-	CUFF.11597	-	-	ENSSSCT00000008186	1704-2570	ENSSSCT00000008186:1704-2570	-	2.0004	0.759577	3.19022	OK	1.077400176
CUFF.10354	-	-	CUFF.10354	-	-	ENSSSCT00000035297	10-1268	ENSSSCT00000035297:10-1268	-	2.00535	1.04578	2.92818	OK	1.080066209
CUFF.1245	-	-	CUFF.1245	-	-	ENSSSCT00000017015	188-1511	ENSSSCT00000017015:188-1511	-	2.00644	1.09384	2.88375	OK	1.080653274
CUFF.9926	-	-	CUFF.9926	-	-	ENSSSCT00000027060	119-1179	ENSSSCT00000027060:119-1179	-	2.00815	0.992897	3.1028	OK	1.081574267
CUFF.11158	-	-	CUFF.11158	-	-	ENSSSCT00000010783	64-1776	ENSSSCT00000010783:64-1776	-	2.01232	1.15268	2.84327	OK	1.083820198
CUFF.11100	-	-	CUFF.11100	-	-	ENSSSCT00000016977	229-2202	ENSSSCT00000016977:229-2202	-	2.0129	1.26691	2.73386	OK	1.084132581
CUFF.3233	-	-	CUFF.3233	-	-	ENSSSCT00000003692	2362-3616	ENSSSCT00000003692:2362-3616	-	2.01302	1.04911	2.93752	OK	1.084197212
CUFF.11033	-	-	CUFF.11033	-	-	ENSSSCT00000005441	467-2178	ENSSSCT00000005441:467-2178	-	2.01366	1.15335	2.84493	OK	1.084541911
CUFF.6953	-	-	CUFF.6953	-	-	ENSSSCT00000008130	60-1052	ENSSSCT00000008130:60-1052	-	2.01452	0.795719	3.18287	OK	1.085005101
CUFF.7510	-	-	CUFF.7510	-	-	ENSSSCT00000013960	905-1962	ENSSSCT00000013960:905-1962	-	2.01525	0.995715	3.11161	OK	1.085398273
CUFF.2835	-	-	CUFF.2835	-	-	ENSSSCT00000007887	88-1077	ENSSSCT00000007887:88-1077	-	2.02227	0.798132	3.19253	OK	1.089179192
CUFF.13140	-	-	CUFF.13140	-	-	ENSSSCT00000014507	2-1573	ENSSSCT00000014507:2-1573	-	2.02745	1.17239	2.84723	OK	1.0919691
