tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.3088	-	-	CUFF.3088	-	-	ENSMODT00000014955	2799-4214	ENSMODT00000014955:2799-4214	-	6.00596	2.75382	9.04826	OK	11.93342877
CUFF.6488	-	-	CUFF.6488	-	-	ENSMODT00000021742	293-1518	ENSMODT00000021742:293-1518	-	6.03336	2.72652	9.08841	OK	11.98787069
CUFF.4303	-	-	CUFF.4303	-	-	ENSMODT00000020126	11302-12526	ENSMODT00000020126:11302-12526	-	6.03931	2.72875	9.09583	OK	11.99969293
CUFF.81	-	-	CUFF.81	-	-	ENSMODT00000018281	76-1563	ENSMODT00000018281:76-1563	-	6.10326	2.99483	8.9845	OK	12.12675717
CUFF.3859	-	-	CUFF.3859	-	-	ENSMODT00000013652	447-1660	ENSMODT00000013652:447-1660	-	6.10555	2.75349	9.17832	OK	12.13130724
CUFF.5302	-	-	CUFF.5302	-	-	ENSMODT00000000239	1706-2919	ENSMODT00000000239:1706-2919	-	6.10555	2.75349	9.17832	OK	12.13130724
CUFF.2564	-	-	CUFF.2564	-	-	ENSMODT00000018922	1035-2062	ENSMODT00000018922:1035-2062	-	6.13285	2.16812	9.75654	OK	12.18555046
CUFF.3359	-	-	CUFF.3359	-	-	ENSMODT00000034913	89-1841	ENSMODT00000034913:89-1841	-	6.13739	3.49504	8.89647	OK	12.19457113
CUFF.4274	-	-	CUFF.4274	-	-	ENSMODT00000020324	971-2541	ENSMODT00000020324:971-2541	-	6.14009	3.19107	8.86409	OK	12.19993584
CUFF.7561	-	-	CUFF.7561	-	-	ENSMODT00000008060	369-1484	ENSMODT00000008060:369-1484	-	6.15161	2.49625	9.48577	OK	12.22282529
CUFF.1860	-	-	CUFF.1860	-	-	ENSMODT00000020828	1331-2625	ENSMODT00000020828:1331-2625	-	6.16285	2.58114	9.46416	OK	12.2451584
CUFF.177	-	-	CUFF.177	-	-	ENSMODT00000012964	1769-3150	ENSMODT00000012964:1769-3150	-	6.18036	2.82162	9.27103	OK	12.27994956
CUFF.686	-	-	CUFF.686	-	-	ENSMODT00000006304	4163-5544	ENSMODT00000006304:4163-5544	-	6.18036	2.82162	9.27103	OK	12.27994956
CUFF.5151	-	-	CUFF.5151	-	-	ENSMODT00000005567	2214-3775	ENSMODT00000005567:2214-3775	-	6.181	3.20947	8.9152	OK	12.2812212
CUFF.3907	-	-	CUFF.3907	-	-	ENSMODT00000012638	4366-5566	ENSMODT00000012638:4366-5566	-	6.18573	2.78332	9.27775	OK	12.29061938
CUFF.2928	-	-	CUFF.2928	-	-	ENSMODT00000042617	916-2293	ENSMODT00000042617:916-2293	-	6.20154	2.82981	9.29796	OK	12.32203276
CUFF.3289	-	-	CUFF.3289	-	-	ENSMODT00000027224	722-2365	ENSMODT00000027224:722-2365	-	6.21577	3.3881	8.80906	OK	12.35030679
CUFF.5820	-	-	CUFF.5820	-	-	ENSMODT00000009411	423-1528	ENSMODT00000009411:423-1528	-	6.22035	2.51885	9.57161	OK	12.35940693
CUFF.7396	-	-	CUFF.7396	-	-	ENSMODT00000024469	2294-3488	ENSMODT00000024469:2294-3488	-	6.22345	2.79731	9.32437	OK	12.36556642
CUFF.4905	-	-	CUFF.4905	-	-	ENSMODT00000015399	1741-3826	ENSMODT00000015399:1741-3826	-	6.23495	3.7378	8.54354	OK	12.38841613
CUFF.5577	-	-	CUFF.5577	-	-	ENSMODT00000008909	197-1477	ENSMODT00000008909:197-1477	-	6.2435	2.60937	9.56768	OK	12.40540439
CUFF.6791	-	-	CUFF.6791	-	-	ENSMODT00000023506	181-1461	ENSMODT00000023506:181-1461	-	6.2435	2.60937	9.56768	OK	12.40540439
CUFF.1211	-	-	CUFF.1211	-	-	ENSMODT00000000192	264-1986	ENSMODT00000000192:264-1986	-	6.25917	3.55593	9.05146	OK	12.4365396
CUFF.4671	-	-	CUFF.4671	-	-	ENSMODT00000015874	6436-7707	ENSMODT00000015874:6436-7707	-	6.29646	2.62784	9.63543	OK	12.51063226
CUFF.4622	-	-	CUFF.4622	-	-	ENSMODT00000009371	111-1643	ENSMODT00000009371:111-1643	-	6.3166	3.27022	9.08396	OK	12.55064905
CUFF.1237	-	-	CUFF.1237	-	-	ENSMODT00000038283	216-2012	ENSMODT00000038283:216-2012	-	6.31812	3.40942	8.98846	OK	12.55366919
CUFF.6282	-	-	CUFF.6282	-	-	ENSMODT00000015776	1573-2925	ENSMODT00000015776:1573-2925	-	6.33732	2.88214	9.46989	OK	12.59181827
CUFF.4418	-	-	CUFF.4418	-	-	ENSMODT00000002025	486-1837	ENSMODT00000002025:486-1837	-	6.34287	2.88427	9.4769	OK	12.60284573
CUFF.1789	-	-	CUFF.1789	-	-	ENSMODT00000024966	2177-4138	ENSMODT00000024966:2177-4138	-	6.35858	3.69028	8.7999	OK	12.63406042
CUFF.1092	-	-	CUFF.1092	-	-	ENSMODT00000026279	1069-2674	ENSMODT00000026279:1069-2674	-	6.3851	3.46832	9.01762	OK	12.68675384
CUFF.152	-	-	CUFF.152	-	-	ENSMODT00000013623	1287-3153	ENSMODT00000013623:1287-3153	-	6.3872	3.57984	8.9496	OK	12.69092639
CUFF.5009	-	-	CUFF.5009	-	-	ENSMODT00000032566	601-1682	ENSMODT00000032566:601-1682	-	6.39176	2.57477	9.78412	OK	12.6999868
CUFF.3843	-	-	CUFF.3843	-	-	ENSMODT00000010666	6712-8314	ENSMODT00000010666:6712-8314	-	6.39886	3.47481	9.03451	OK	12.71409401
CUFF.309	-	-	CUFF.309	-	-	ENSMODT00000021042	1040-2205	ENSMODT00000021042:1040-2205	-	6.41245	2.86694	9.55648	OK	12.7410964
CUFF.554	-	-	CUFF.554	-	-	ENSMODT00000020097	1442-3213	ENSMODT00000020097:1442-3213	-	6.41931	3.45755	9.11535	OK	12.75472675
CUFF.2269	-	-	CUFF.2269	-	-	ENSMODT00000038332	1532-2609	ENSMODT00000038332:1532-2609	-	6.42125	2.58433	9.82046	OK	12.75858139
CUFF.6269	-	-	CUFF.6269	-	-	ENSMODT00000015310	1001-2077	ENSMODT00000015310:1001-2077	-	6.42867	2.58673	9.82958	OK	12.77332442
CUFF.7572	-	-	CUFF.7572	-	-	ENSMODT00000006383	127-1288	ENSMODT00000006383:127-1288	-	6.43943	2.87682	9.5894	OK	12.7947038
CUFF.2740	-	-	CUFF.2740	-	-	ENSMODT00000009655	3132-4897	ENSMODT00000009655:3132-4897	-	6.44408	3.4693	9.14633	OK	12.80394303
CUFF.1442	-	-	CUFF.1442	-	-	ENSMODT00000004935	1563-2982	ENSMODT00000004935:1563-2982	-	6.44656	3.13835	9.41505	OK	12.80887062
CUFF.1730	-	-	CUFF.1730	-	-	ENSMODT00000023552	586-1917	ENSMODT00000023552:586-1917	-	6.45604	2.92761	9.6193	OK	12.82770673
CUFF.7152	-	-	CUFF.7152	-	-	ENSMODT00000006121	706-2804	ENSMODT00000006121:706-2804	-	6.48687	3.97997	9.02126	OK	12.88896381
CUFF.2973	-	-	CUFF.2973	-	-	ENSMODT00000026015	1744-3841	ENSMODT00000026015:1744-3841	-	6.49031	3.98187	9.02556	OK	12.89579886
CUFF.6691	-	-	CUFF.6691	-	-	ENSMODT00000023908	97-1336	ENSMODT00000023908:97-1336	-	6.49229	2.69571	9.88428	OK	12.89973298
CUFF.5984	-	-	CUFF.5984	-	-	ENSMODT00000002436	4271-5337	ENSMODT00000002436:4271-5337	-	6.50378	2.611	9.92179	OK	12.92256282
CUFF.5448	-	-	CUFF.5448	-	-	ENSMODT00000022136	35-1272	ENSMODT00000022136:35-1272	-	6.50493	2.70007	9.90026	OK	12.92484779
CUFF.3721	-	-	CUFF.3721	-	-	ENSMODT00000035629	377-1784	ENSMODT00000035629:377-1784	-	6.51119	3.16512	9.49535	OK	12.93728598
CUFF.6365	-	-	CUFF.6365	-	-	ENSMODT00000031296	463-2036	ENSMODT00000031296:463-2036	-	6.53502	3.53887	9.20107	OK	12.98463455
CUFF.3702	-	-	CUFF.3702	-	-	ENSMODT00000001473	160-1307	ENSMODT00000001473:160-1307	-	6.53565	2.91193	9.70645	OK	12.98588631
CUFF.7325	-	-	CUFF.7325	-	-	ENSMODT00000006654	928-1986	ENSMODT00000006654:928-1986	-	6.56514	2.63074	9.99682	OK	13.04448091
CUFF.6808	-	-	CUFF.6808	-	-	ENSMODT00000018074	357-1837	ENSMODT00000018074:357-1837	-	6.57525	3.38512	9.40312	OK	13.06456879
CUFF.4648	-	-	CUFF.4648	-	-	ENSMODT00000011106	585-2742	ENSMODT00000011106:585-2742	-	6.57621	3.8711	9.03258	OK	13.06647624
CUFF.151	-	-	CUFF.151	-	-	ENSMODT00000043462	1691-3001	ENSMODT00000043462:1691-3001	-	6.57931	2.97455	9.77351	OK	13.07263573
CUFF.5958	-	-	CUFF.5958	-	-	ENSMODT00000002930	5802-7112	ENSMODT00000002930:5802-7112	-	6.57931	2.97455	9.77351	OK	13.07263573
CUFF.5348	-	-	CUFF.5348	-	-	ENSMODT00000022589	4124-5683	ENSMODT00000022589:4124-5683	-	6.60284	3.57065	9.2837	OK	13.11938822
CUFF.6265	-	-	CUFF.6265	-	-	ENSMODT00000032116	792-2182	ENSMODT00000032116:792-2182	-	6.605	3.20383	9.61148	OK	13.12367999
CUFF.6152	-	-	CUFF.6152	-	-	ENSMODT00000032498	1469-2687	ENSMODT00000032498:1469-2687	-	6.62756	2.74219	10.5117	OK	13.16850515
CUFF.5371	-	-	CUFF.5371	-	-	ENSMODT00000022448	4602-6491	ENSMODT00000022448:4602-6491	-	6.63127	3.83094	9.43	OK	13.17587667
CUFF.5435	-	-	CUFF.5435	-	-	ENSMODT00000019284	98-1063	ENSMODT00000019284:98-1063	-	6.63653	2.30742	10.9602	OK	13.18632792
CUFF.2906	-	-	CUFF.2906	-	-	ENSMODT00000004272	1337-2385	ENSMODT00000004272:1337-2385	-	6.64349	2.65584	10.6234	OK	13.20015696
CUFF.3386	-	-	CUFF.3386	-	-	ENSMODT00000034889	3318-4447	ENSMODT00000034889:3318-4447	-	6.66367	2.95836	10.3543	OK	13.24025323
CUFF.4209	-	-	CUFF.4209	-	-	ENSMODT00000012690	91-1552	ENSMODT00000012690:91-1552	-	6.67512	3.42915	9.90642	OK	13.2630036
CUFF.1652	-	-	CUFF.1652	-	-	ENSMODT00000023357	5621-7245	ENSMODT00000023357:5621-7245	-	6.693	3.77051	9.59767	OK	13.29852992
CUFF.6903	-	-	CUFF.6903	-	-	ENSMODT00000022791	90-1960	ENSMODT00000022791:90-1960	-	6.70717	3.86986	9.52582	OK	13.32668474
CUFF.594	-	-	CUFF.594	-	-	ENSMODT00000020360	403-1522	ENSMODT00000020360:403-1522	-	6.73699	2.9848	10.4468	OK	13.38593502
CUFF.244	-	-	CUFF.244	-	-	ENSMODT00000043424	1953-2987	ENSMODT00000043424:1953-2987	-	6.75638	2.6918	10.7672	OK	13.42446162
CUFF.1328	-	-	CUFF.1328	-	-	ENSMODT00000004517	3945-4979	ENSMODT00000004517:3945-4979	-	6.75638	2.6918	10.7672	OK	13.42446162
CUFF.949	-	-	CUFF.949	-	-	ENSMODT00000038988	630-1993	ENSMODT00000038988:630-1993	-	6.75969	3.26729	10.2103	OK	13.43103836
CUFF.3445	-	-	CUFF.3445	-	-	ENSMODT00000014672	613-2140	ENSMODT00000014672:613-2140	-	6.76329	3.64548	9.8428	OK	13.43819131
CUFF.6843	-	-	CUFF.6843	-	-	ENSMODT00000023211	116-1478	ENSMODT00000023211:116-1478	-	6.76555	3.26969	10.2178	OK	13.44268178
CUFF.1579	-	-	CUFF.1579	-	-	ENSMODT00000009405	62-1584	ENSMODT00000009405:62-1584	-	6.78906	3.65746	9.87513	OK	13.48939453
CUFF.5290	-	-	CUFF.5290	-	-	ENSMODT00000000832	1122-3215	ENSMODT00000000832:1122-3215	-	6.79974	3.98948	9.57474	OK	13.51061495
CUFF.6409	-	-	CUFF.6409	-	-	ENSMODT00000008902	172-1609	ENSMODT00000008902:172-1609	-	6.80569	3.48642	10.0719	OK	13.52243719
CUFF.7244	-	-	CUFF.7244	-	-	ENSMODT00000000813	889-1917	ENSMODT00000000813:889-1917	-	6.80594	2.70751	10.8301	OK	13.52293392
CUFF.7409	-	-	CUFF.7409	-	-	ENSMODT00000003408	3032-4876	ENSMODT00000003408:3032-4876	-	6.8139	3.92443	9.66013	OK	13.5387499
CUFF.3127	-	-	CUFF.3127	-	-	ENSMODT00000034121	111-1218	ENSMODT00000034121:111-1218	-	6.82712	3.01715	10.56	OK	13.56501712
CUFF.6184	-	-	CUFF.6184	-	-	ENSMODT00000000883	3796-5392	ENSMODT00000000883:3796-5392	-	6.82822	3.83666	9.76605	OK	13.56720275
CUFF.6916	-	-	CUFF.6916	-	-	ENSMODT00000022721	7140-9468	ENSMODT00000022721:7140-9468	-	6.83376	4.30411	9.32557	OK	13.57821035
CUFF.638	-	-	CUFF.638	-	-	ENSMODT00000026459	1244-2350	ENSMODT00000026459:1244-2350	-	6.83474	3.01988	10.5696	OK	13.58015754
CUFF.611	-	-	CUFF.611	-	-	ENSMODT00000026433	1037-2713	ENSMODT00000026433:1037-2713	-	6.83532	3.65353	9.96417	OK	13.58130996
CUFF.844	-	-	CUFF.844	-	-	ENSMODT00000038066	346-1696	ENSMODT00000038066:346-1696	-	6.83678	3.29875	10.3086	OK	13.58421088
CUFF.3733	-	-	CUFF.3733	-	-	ENSMODT00000000885	493-2084	ENSMODT00000000885:493-2084	-	6.85295	3.84872	9.79674	OK	13.61633956
CUFF.338	-	-	CUFF.338	-	-	ENSMODT00000010741	805-2071	ENSMODT00000010741:805-2071	-	6.85347	3.07793	10.5529	OK	13.61737276
CUFF.7514	-	-	CUFF.7514	-	-	ENSMODT00000000411	22-1692	ENSMODT00000000411:22-1692	-	6.86342	3.66665	9.99997	OK	13.63714272
CUFF.5275	-	-	CUFF.5275	-	-	ENSMODT00000004051	4204-5629	ENSMODT00000004051:4204-5629	-	6.87292	3.51578	10.1567	OK	13.65601857
CUFF.4839	-	-	CUFF.4839	-	-	ENSMODT00000002773	627-1809	ENSMODT00000002773:627-1809	-	6.87304	2.82571	10.8319	OK	13.656257
CUFF.6701	-	-	CUFF.6701	-	-	ENSMODT00000023855	310-1410	ENSMODT00000023855:310-1410	-	6.88082	3.03635	10.6272	OK	13.67171533
CUFF.5349	-	-	CUFF.5349	-	-	ENSMODT00000031166	1199-2458	ENSMODT00000031166:1199-2458	-	6.8992	3.09504	10.6116	OK	13.70823512
CUFF.7112	-	-	CUFF.7112	-	-	ENSMODT00000008345	745-1842	ENSMODT00000008345:745-1842	-	6.9041	3.04466	10.6563	OK	13.71797108
CUFF.2036	-	-	CUFF.2036	-	-	ENSMODT00000038842	1042-2218	ENSMODT00000038842:1042-2218	-	6.91574	2.84013	10.8872	OK	13.74109896
CUFF.625	-	-	CUFF.625	-	-	ENSMODT00000016633	268-1524	ENSMODT00000016633:268-1524	-	6.91899	3.10243	10.6369	OK	13.74755649
CUFF.1276	-	-	CUFF.1276	-	-	ENSMODT00000001795	67-1564	ENSMODT00000001795:67-1564	-	6.92095	3.71854	10.04	OK	13.75145087
CUFF.3909	-	-	CUFF.3909	-	-	ENSMODT00000034770	37-1051	ENSMODT00000034770:37-1051	-	6.92447	2.7449	10.9796	OK	13.75844487
CUFF.7528	-	-	CUFF.7528	-	-	ENSMODT00000017543	126-1300	ENSMODT00000017543:126-1300	-	6.93009	2.84497	10.9057	OK	13.76961142
CUFF.7375	-	-	CUFF.7375	-	-	ENSMODT00000024395	597-1769	ENSMODT00000024395:597-1769	-	6.9445	2.84982	10.9243	OK	13.7982431
CUFF.6826	-	-	CUFF.6826	-	-	ENSMODT00000023308	415-1426	ENSMODT00000023308:415-1426	-	6.95041	2.75304	11.0122	OK	13.80998586
