tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.8691	-	-	CUFF.8691	-	-	ENSGALT00000009035	2580-4169	ENSGALT00000009035:2580-4169	-	0.571095	0.330392	0.80238	OK	0.338296159
CUFF.1251	-	-	CUFF.1251	-	-	ENSGALT00000010803	238-1098	ENSGALT00000010803:238-1098	-	0.576995	0.21802	0.915685	OK	0.341791107
CUFF.1073	-	-	CUFF.1073	-	-	ENSGALT00000009480	155-1325	ENSGALT00000009480:155-1325	-	0.585984	0.288458	0.865373	OK	0.347115868
CUFF.9927	-	-	CUFF.9927	-	-	ENSGALT00000038545	634-1956	ENSGALT00000038545:634-1956	-	0.607055	0.312023	0.879337	OK	0.359597571
CUFF.11344	-	-	CUFF.11344	-	-	ENSGALT00000009049	4476-5298	ENSGALT00000009049:4476-5298	-	0.612827	0.228099	0.958016	OK	0.363016697
CUFF.8889	-	-	CUFF.8889	-	-	ENSGALT00000011895	1741-5159	ENSGALT00000011895:1741-5159	-	0.619554	0.449818	0.778954	OK	0.36700153
CUFF.13232	-	-	CUFF.13232	-	-	ENSGALT00000038341	41-915	ENSGALT00000038341:41-915	-	0.621311	0.257434	0.943923	OK	0.368042314
CUFF.7580	-	-	CUFF.7580	-	-	ENSGALT00000020476	212-1265	ENSGALT00000020476:212-1265	-	0.622834	0.284896	0.925913	OK	0.368944484
CUFF.13702	-	-	CUFF.13702	-	-	ENSGALT00000026233	46-913	ENSGALT00000026233:46-913	-	0.627931	0.259512	0.994796	OK	0.371963764
CUFF.11075	-	-	CUFF.11075	-	-	ENSGALT00000032933	2279-3382	ENSGALT00000032933:2279-3382	-	0.629954	0.305979	0.951936	OK	0.373162116
CUFF.4038	-	-	CUFF.4038	-	-	ENSGALT00000019298	490-2420	ENSGALT00000019298:490-2420	-	0.632292	0.408025	0.85491	OK	0.374547063
CUFF.10366	-	-	CUFF.10366	-	-	ENSGALT00000000539	193-2178	ENSGALT00000000539:193-2178	-	0.633826	0.39672	0.869006	OK	0.37545575
CUFF.2343	-	-	CUFF.2343	-	-	ENSGALT00000019151	309-1109	ENSGALT00000019151:309-1109	-	0.635682	0.234372	1.03124	OK	0.376555178
CUFF.7098	-	-	CUFF.7098	-	-	ENSGALT00000025350	491-1642	ENSGALT00000025350:491-1642	-	0.637672	0.325799	0.944818	OK	0.377733982
CUFF.11982	-	-	CUFF.11982	-	-	ENSGALT00000020658	0-915	ENSGALT00000020658:0-915	-	0.638371	0.245898	0.983593	OK	0.378148045
CUFF.14087	-	-	CUFF.14087	-	-	ENSGALT00000024072	5676-6472	ENSGALT00000024072:5676-6472	-	0.640021	0.23555	1.03642	OK	0.379125445
CUFF.6115	-	-	CUFF.6115	-	-	ENSGALT00000000384	0-971	ENSGALT00000000384:0-971	-	0.640672	0.308956	0.965486	OK	0.379511074
CUFF.8956	-	-	CUFF.8956	-	-	ENSGALT00000010892	878-1725	ENSGALT00000010892:878-1725	-	0.647649	0.26564	1.01829	OK	0.383643999
CUFF.658	-	-	CUFF.658	-	-	ENSGALT00000043622	139-984	ENSGALT00000043622:139-984	-	0.64969	0.266269	1.0207	OK	0.384853014
CUFF.11391	-	-	CUFF.11391	-	-	ENSGALT00000018963	27-1443	ENSGALT00000018963:27-1443	-	0.653025	0.370758	0.926894	OK	0.386828548
CUFF.1979	-	-	CUFF.1979	-	-	ENSGALT00000038850	501-1680	ENSGALT00000038850:501-1680	-	0.657947	0.349868	0.954185	OK	0.389744164
CUFF.14648	-	-	CUFF.14648	-	-	ENSGALT00000027298	664-1493	ENSGALT00000027298:664-1493	-	0.666485	0.271408	1.0404	OK	0.394801768
CUFF.13478	-	-	CUFF.13478	-	-	ENSGALT00000019796	610-1664	ENSGALT00000019796:610-1664	-	0.666531	0.320204	0.996191	OK	0.394829017
CUFF.1726	-	-	CUFF.1726	-	-	ENSGALT00000015312	746-1518	ENSGALT00000015312:746-1518	-	0.667358	0.242872	1.06864	OK	0.395318902
CUFF.14171	-	-	CUFF.14171	-	-	ENSGALT00000036905	1253-2135	ENSGALT00000036905:1253-2135	-	0.669723	0.255099	1.02039	OK	0.396719843
CUFF.3983	-	-	CUFF.3983	-	-	ENSGALT00000018988	326-1367	ENSGALT00000018988:326-1367	-	0.676959	0.324203	1.00863	OK	0.401006189
CUFF.12459	-	-	CUFF.12459	-	-	ENSGALT00000026486	46-1075	ENSGALT00000026486:46-1075	-	0.686879	0.327984	1.02039	OK	0.406882441
CUFF.9162	-	-	CUFF.9162	-	-	ENSGALT00000011460	2854-3663	ENSGALT00000011460:2854-3663	-	0.688742	0.278117	1.06612	OK	0.407986015
CUFF.3147	-	-	CUFF.3147	-	-	ENSGALT00000022029	2184-3156	ENSGALT00000022029:2184-3156	-	0.689048	0.308638	1.04165	OK	0.408167279
CUFF.7281	-	-	CUFF.7281	-	-	ENSGALT00000004004	899-1653	ENSGALT00000004004:899-1653	-	0.689443	0.24867	1.09415	OK	0.408401263
CUFF.11887	-	-	CUFF.11887	-	-	ENSGALT00000024042	787-1593	ENSGALT00000024042:787-1593	-	0.692209	0.279152	1.07008	OK	0.410039742
CUFF.15132	-	-	CUFF.15132	-	-	ENSGALT00000024541	10-1023	ENSGALT00000024541:10-1023	-	0.700567	0.333164	1.03651	OK	0.41499072
CUFF.13218	-	-	CUFF.13218	-	-	ENSGALT00000018221	4852-5754	ENSGALT00000018221:4852-5754	-	0.704562	0.33259	1.03934	OK	0.417357215
CUFF.10377	-	-	CUFF.10377	-	-	ENSGALT00000014750	236-1244	ENSGALT00000014750:236-1244	-	0.704957	0.334817	1.04165	OK	0.417591199
CUFF.4042	-	-	CUFF.4042	-	-	ENSGALT00000019298	7826-8673	ENSGALT00000019298:7826-8673	-	0.706527	0.26564	1.06256	OK	0.41852121
CUFF.14815	-	-	CUFF.14815	-	-	ENSGALT00000027598	1086-1875	ENSGALT00000027598:1086-1875	-	0.712536	0.285167	1.09314	OK	0.422080726
CUFF.15150	-	-	CUFF.15150	-	-	ENSGALT00000046042	179-1388	ENSGALT00000046042:179-1388	-	0.713268	0.372203	1.02356	OK	0.422514337
CUFF.11687	-	-	CUFF.11687	-	-	ENSGALT00000022374	9-849	ENSGALT00000022374:9-849	-	0.714378	0.267853	1.1607	OK	0.423171861
CUFF.9992	-	-	CUFF.9992	-	-	ENSGALT00000014654	48-1517	ENSGALT00000014654:48-1517	-	0.714894	0.408435	1.02109	OK	0.423477521
CUFF.15154	-	-	CUFF.15154	-	-	ENSGALT00000004533	1053-1945	ENSGALT00000004533:1053-1945	-	0.714894	0.336318	1.05099	OK	0.423477521
CUFF.12638	-	-	CUFF.12638	-	-	ENSGALT00000013600	4-1100	ENSGALT00000013600:4-1100	-	0.719589	0.376363	1.06066	OK	0.42625867
CUFF.151	-	-	CUFF.151	-	-	ENSGALT00000039384	2925-4228	ENSGALT00000039384:2925-4228	-	0.720544	0.402911	1.03606	OK	0.426824378
CUFF.11014	-	-	CUFF.11014	-	-	ENSGALT00000016894	3542-4944	ENSGALT00000016894:3542-4944	-	0.723619	0.401207	1.04314	OK	0.428645897
CUFF.10690	-	-	CUFF.10690	-	-	ENSGALT00000016494	1662-2596	ENSGALT00000016494:1662-2596	-	0.725218	0.321195	1.08403	OK	0.429593087
CUFF.1703	-	-	CUFF.1703	-	-	ENSGALT00000021972	1500-2226	ENSGALT00000021972:1500-2226	-	0.726861	0.258261	1.188	OK	0.430566341
CUFF.9805	-	-	CUFF.9805	-	-	ENSGALT00000009845	1817-2541	ENSGALT00000009845:1817-2541	-	0.72969	0.258974	1.19128	OK	0.432242139
CUFF.3189	-	-	CUFF.3189	-	-	ENSGALT00000023595	46-870	ENSGALT00000023595:46-870	-	0.732997	0.273054	1.18324	OK	0.434201087
CUFF.335	-	-	CUFF.335	-	-	ENSGALT00000041215	1155-1876	ENSGALT00000041215:1155-1876	-	0.733975	0.260052	1.19624	OK	0.434780419
CUFF.9774	-	-	CUFF.9774	-	-	ENSGALT00000009612	1497-2217	ENSGALT00000009612:1497-2217	-	0.735414	0.260413	1.1979	OK	0.435632831
CUFF.8273	-	-	CUFF.8273	-	-	ENSGALT00000008952	1313-2287	ENSGALT00000008952:1313-2287	-	0.736333	0.346504	1.11651	OK	0.436177214
CUFF.5913	-	-	CUFF.5913	-	-	ENSGALT00000043251	409-1891	ENSGALT00000043251:409-1891	-	0.73707	0.430156	1.03744	OK	0.436613786
CUFF.14581	-	-	CUFF.14581	-	-	ENSGALT00000027169	18-889	ENSGALT00000027169:18-889	-	0.737609	0.344427	1.07633	OK	0.43693307
CUFF.12281	-	-	CUFF.12281	-	-	ENSGALT00000021258	1281-2710	ENSGALT00000021258:1281-2710	-	0.738354	0.419868	1.04967	OK	0.437374382
CUFF.7120	-	-	CUFF.7120	-	-	ENSGALT00000013575	217-2103	ENSGALT00000013575:217-2103	-	0.738395	0.477194	0.994154	OK	0.437398669
CUFF.13814	-	-	CUFF.13814	-	-	ENSGALT00000021125	4-1124	ENSGALT00000021125:4-1124	-	0.741821	0.368298	1.1049	OK	0.439428108
CUFF.11802	-	-	CUFF.11802	-	-	ENSGALT00000022695	20-685	ENSGALT00000022695:20-685	-	0.741895	0.225561	1.24058	OK	0.439471943
CUFF.5053	-	-	CUFF.5053	-	-	ENSGALT00000003394	3846-4761	ENSGALT00000003394:3846-4761	-	0.744766	0.327864	1.10654	OK	0.44117262
CUFF.2812	-	-	CUFF.2812	-	-	ENSGALT00000008061	225-1587	ENSGALT00000008061:225-1587	-	0.748746	0.41299	1.07377	OK	0.443530229
CUFF.5426	-	-	CUFF.5426	-	-	ENSGALT00000005924	2442-3252	ENSGALT00000005924:2442-3252	-	0.750102	0.277774	1.20369	OK	0.444333475
CUFF.9095	-	-	CUFF.9095	-	-	ENSGALT00000045417	579-1638	ENSGALT00000045417:579-1638	-	0.750953	0.389513	1.09772	OK	0.444837577
CUFF.11920	-	-	CUFF.11920	-	-	ENSGALT00000024132	0-1009	ENSGALT00000024132:0-1009	-	0.751013	0.37165	1.11495	OK	0.444873118
CUFF.8985	-	-	CUFF.8985	-	-	ENSGALT00000039690	209-1015	ENSGALT00000039690:209-1015	-	0.755137	0.279152	1.20966	OK	0.447316028
CUFF.8885	-	-	CUFF.8885	-	-	ENSGALT00000011840	730-1434	ENSGALT00000011840:730-1434	-	0.759237	0.266332	1.22513	OK	0.449744721
CUFF.4478	-	-	CUFF.4478	-	-	ENSGALT00000022955	1591-2443	ENSGALT00000022955:1591-2443	-	0.759442	0.352108	1.10034	OK	0.449866155
CUFF.15110	-	-	CUFF.15110	-	-	ENSGALT00000003184	737-1487	ENSGALT00000003184:737-1487	-	0.764006	0.299996	1.14998	OK	0.452569705
CUFF.2328	-	-	CUFF.2328	-	-	ENSGALT00000044155	179-1027	ENSGALT00000044155:179-1027	-	0.764204	0.353769	1.10553	OK	0.452686993
CUFF.3562	-	-	CUFF.3562	-	-	ENSGALT00000015978	1220-1920	ENSGALT00000015978:1220-1920	-	0.765436	0.267853	1.23213	OK	0.453416785
CUFF.7475	-	-	CUFF.7475	-	-	ENSGALT00000019852	1185-2031	ENSGALT00000019852:1185-2031	-	0.766608	0.354605	1.10814	OK	0.454111036
CUFF.10554	-	-	CUFF.10554	-	-	ENSGALT00000000928	2171-3110	ENSGALT00000000928:2171-3110	-	0.77169	0.35942	1.15813	OK	0.45712143
CUFF.7019	-	-	CUFF.7019	-	-	ENSGALT00000025070	996-1982	ENSGALT00000025070:996-1982	-	0.773275	0.380319	1.14096	OK	0.458060327
CUFF.11287	-	-	CUFF.11287	-	-	ENSGALT00000004481	1189-2707	ENSGALT00000004481:1189-2707	-	0.774125	0.469361	1.06224	OK	0.458563837
CUFF.2147	-	-	CUFF.2147	-	-	ENSGALT00000005688	986-1678	ENSGALT00000005688:986-1678	-	0.778143	0.27095	1.24637	OK	0.460943956
CUFF.3708	-	-	CUFF.3708	-	-	ENSGALT00000045406	44-736	ENSGALT00000045406:44-736	-	0.778143	0.27095	1.24637	OK	0.460943956
CUFF.2588	-	-	CUFF.2588	-	-	ENSGALT00000008381	2608-3635	ENSGALT00000008381:2608-3635	-	0.780369	0.40165	1.13192	OK	0.462262558
CUFF.13178	-	-	CUFF.13178	-	-	ENSGALT00000016778	4681-5562	ENSGALT00000016778:4681-5562	-	0.782509	0.340517	1.14925	OK	0.463530217
CUFF.1407	-	-	CUFF.1407	-	-	ENSGALT00000012514	2408-3192	ENSGALT00000012514:2408-3192	-	0.784084	0.286986	1.24361	OK	0.464463191
CUFF.4558	-	-	CUFF.4558	-	-	ENSGALT00000022020	2684-3746	ENSGALT00000022020:2684-3746	-	0.792326	0.388413	1.16524	OK	0.469345455
CUFF.1113	-	-	CUFF.1113	-	-	ENSGALT00000009877	1791-2709	ENSGALT00000009877:1791-2709	-	0.794582	0.367642	1.18462	OK	0.470681829
CUFF.6067	-	-	CUFF.6067	-	-	ENSGALT00000009671	1954-2872	ENSGALT00000009671:1954-2872	-	0.794582	0.367642	1.18462	OK	0.470681829
CUFF.4346	-	-	CUFF.4346	-	-	ENSGALT00000022366	2919-3647	ENSGALT00000022366:2919-3647	-	0.79646	0.309062	1.18474	OK	0.471794288
CUFF.2892	-	-	CUFF.2892	-	-	ENSGALT00000009276	203-978	ENSGALT00000009276:203-978	-	0.796576	0.290319	1.25805	OK	0.471863003
CUFF.8566	-	-	CUFF.8566	-	-	ENSGALT00000010045	35-5418	ENSGALT00000010045:35-5418	-	0.797413	0.640898	0.947414	OK	0.472358811
CUFF.6778	-	-	CUFF.6778	-	-	ENSGALT00000023658	523-1297	ENSGALT00000023658:523-1297	-	0.797989	0.290694	1.25967	OK	0.472700013
CUFF.1428	-	-	CUFF.1428	-	-	ENSGALT00000012655	6950-7630	ENSGALT00000012655:6950-7630	-	0.798014	0.275731	1.26836	OK	0.472714822
CUFF.9098	-	-	CUFF.9098	-	-	ENSGALT00000039677	1057-1737	ENSGALT00000039677:1057-1737	-	0.798014	0.275731	1.26836	OK	0.472714822
CUFF.4631	-	-	CUFF.4631	-	-	ENSGALT00000011227	2449-3363	ENSGALT00000011227:2449-3363	-	0.799097	0.369251	1.18981	OK	0.473356352
CUFF.13766	-	-	CUFF.13766	-	-	ENSGALT00000020953	1028-1894	ENSGALT00000020953:1028-1894	-	0.800404	0.346416	1.16915	OK	0.474130572
CUFF.6889	-	-	CUFF.6889	-	-	ENSGALT00000005488	447-1874	ENSGALT00000005488:447-1874	-	0.801199	0.473014	1.1037	OK	0.474601502
CUFF.14246	-	-	CUFF.14246	-	-	ENSGALT00000025009	2175-3087	ENSGALT00000025009:2175-3087	-	0.801374	0.370061	1.19242	OK	0.474705165
CUFF.12034	-	-	CUFF.12034	-	-	ENSGALT00000024935	4696-6589	ENSGALT00000024935:4696-6589	-	0.802171	0.515048	1.06972	OK	0.47517728
CUFF.8467	-	-	CUFF.8467	-	-	ENSGALT00000003979	1712-2436	ENSGALT00000003979:1712-2436	-	0.802659	0.310769	1.19128	OK	0.475466353
CUFF.14941	-	-	CUFF.14941	-	-	ENSGALT00000027863	0-724	ENSGALT00000027863:0-724	-	0.802659	0.310769	1.19128	OK	0.475466353
CUFF.6133	-	-	CUFF.6133	-	-	ENSGALT00000024427	1060-1877	ENSGALT00000024427:1060-1877	-	0.803238	0.367192	1.14747	OK	0.475809332
CUFF.10619	-	-	CUFF.10619	-	-	ENSGALT00000015394	106-921	ENSGALT00000015394:106-921	-	0.805894	0.368093	1.15029	OK	0.477382651
CUFF.14425	-	-	CUFF.14425	-	-	ENSGALT00000026478	623-1994	ENSGALT00000026478:623-1994	-	0.807545	0.464983	1.14878	OK	0.478360644
CUFF.15186	-	-	CUFF.15186	-	-	ENSGALT00000016487	105-1150	ENSGALT00000016487:105-1150	-	0.808459	0.394731	1.18419	OK	0.478902065
CUFF.13095	-	-	CUFF.13095	-	-	ENSGALT00000038683	759-1896	ENSGALT00000038683:759-1896	-	0.809129	0.428754	1.18732	OK	0.479298949
CUFF.2857	-	-	CUFF.2857	-	-	ENSGALT00000039934	104-820	ENSGALT00000039934:104-820	-	0.815351	0.314241	1.20459	OK	0.482984638
CUFF.15490	-	-	CUFF.15490	-	-	ENSGALT00000024828	1351-2158	ENSGALT00000024828:1351-2158	-	0.816695	0.371742	1.16169	OK	0.483780775
CUFF.13796	-	-	CUFF.13796	-	-	ENSGALT00000021056	0-623	ENSGALT00000021056:0-623	-	0.817358	0.240767	1.38441	OK	0.484173513
CUFF.3804	-	-	CUFF.3804	-	-	ENSGALT00000001270	0-1443	ENSGALT00000001270:0-1443	-	0.821217	0.493756	1.14344	OK	0.486459446
CUFF.8990	-	-	CUFF.8990	-	-	ENSGALT00000005010	86-798	ENSGALT00000005010:86-798	-	0.821849	0.316007	1.21136	OK	0.48683382
CUFF.8951	-	-	CUFF.8951	-	-	ENSGALT00000004266	4089-4755	ENSGALT00000004266:4089-4755	-	0.82252	0.281528	1.35133	OK	0.487231296
CUFF.3232	-	-	CUFF.3232	-	-	ENSGALT00000003311	57-813	ENSGALT00000003311:57-813	-	0.824301	0.297615	1.33927	OK	0.488286296
CUFF.7784	-	-	CUFF.7784	-	-	ENSGALT00000006963	1568-2324	ENSGALT00000006963:1568-2324	-	0.824301	0.297615	1.33927	OK	0.488286296
CUFF.14481	-	-	CUFF.14481	-	-	ENSGALT00000026856	3385-4732	ENSGALT00000026856:3385-4732	-	0.824592	0.473267	1.16925	OK	0.488458674
CUFF.12822	-	-	CUFF.12822	-	-	ENSGALT00000013344	1820-2484	ENSGALT00000013344:1820-2484	-	0.826144	0.282376	1.3554	OK	0.489378023
CUFF.9595	-	-	CUFF.9595	-	-	ENSGALT00000013741	1961-2670	ENSGALT00000013741:1961-2670	-	0.826791	0.317344	1.21649	OK	0.489761283
CUFF.13230	-	-	CUFF.13230	-	-	ENSGALT00000018372	1259-1968	ENSGALT00000018372:1259-1968	-	0.826791	0.317344	1.21649	OK	0.489761283
CUFF.7252	-	-	CUFF.7252	-	-	ENSGALT00000018647	770-1750	ENSGALT00000018647:770-1750	-	0.828008	0.420913	1.22447	OK	0.49048219
CUFF.11725	-	-	CUFF.11725	-	-	ENSGALT00000037497	374-1399	ENSGALT00000037497:374-1399	-	0.828301	0.402433	1.2073	OK	0.490655753
CUFF.9711	-	-	CUFF.9711	-	-	ENSGALT00000014663	621-1645	ENSGALT00000014663:621-1645	-	0.829319	0.402826	1.20848	OK	0.491258779
CUFF.9219	-	-	CUFF.9219	-	-	ENSGALT00000013295	2629-3336	ENSGALT00000013295:2629-3336	-	0.830119	0.318242	1.21993	OK	0.491732671
CUFF.857	-	-	CUFF.857	-	-	ENSGALT00000042763	108-1037	ENSGALT00000042763:108-1037	-	0.834585	0.403654	1.25133	OK	0.494378169
CUFF.12547	-	-	CUFF.12547	-	-	ENSGALT00000013059	479-1228	ENSGALT00000013059:479-1228	-	0.835008	0.300396	1.35178	OK	0.494628739
CUFF.7974	-	-	CUFF.7974	-	-	ENSGALT00000002833	34-1097	ENSGALT00000002833:34-1097	-	0.835364	0.423324	1.19942	OK	0.49483962
CUFF.6399	-	-	CUFF.6399	-	-	ENSGALT00000016155	2-884	ENSGALT00000016155:2-884	-	0.837154	0.382648	1.27549	OK	0.495899952
CUFF.11531	-	-	CUFF.11531	-	-	ENSGALT00000031134	778-1435	ENSGALT00000031134:778-1435	-	0.839084	0.285384	1.36984	OK	0.497043215
CUFF.2907	-	-	CUFF.2907	-	-	ENSGALT00000011913	93-794	ENSGALT00000011913:93-794	-	0.840265	0.320966	1.23037	OK	0.497742797
CUFF.8524	-	-	CUFF.8524	-	-	ENSGALT00000007929	3384-4173	ENSGALT00000007929:3384-4173	-	0.842088	0.380223	1.1882	OK	0.498822676
CUFF.11964	-	-	CUFF.11964	-	-	ENSGALT00000024308	40-1584	ENSGALT00000024308:40-1584	-	0.843374	0.510032	1.16579	OK	0.499584456
CUFF.1822	-	-	CUFF.1822	-	-	ENSGALT00000015965	869-1612	ENSGALT00000015965:869-1612	-	0.844409	0.302822	1.3627	OK	0.500197553
CUFF.996	-	-	CUFF.996	-	-	ENSGALT00000038919	1829-3412	ENSGALT00000038919:1829-3412	-	0.84673	0.521155	1.16075	OK	0.50157243
CUFF.11313	-	-	CUFF.11313	-	-	ENSGALT00000017913	36-954	ENSGALT00000017913:36-954	-	0.847554	0.408491	1.26632	OK	0.502060538
CUFF.14088	-	-	CUFF.14088	-	-	ENSGALT00000024072	7053-7793	ENSGALT00000024072:7053-7793	-	0.849189	0.30405	1.36822	OK	0.503029053
CUFF.390	-	-	CUFF.390	-	-	ENSGALT00000045650	1046-2092	ENSGALT00000045650:1046-2092	-	0.852353	0.430204	1.21891	OK	0.504903293
CUFF.8819	-	-	CUFF.8819	-	-	ENSGALT00000040748	3077-4518	ENSGALT00000040748:3077-4518	-	0.853016	0.520465	1.17105	OK	0.505296031
CUFF.6000	-	-	CUFF.6000	-	-	ENSGALT00000024292	3861-4950	ENSGALT00000024292:3861-4950	-	0.853318	0.447652	1.23965	OK	0.505474925
CUFF.13386	-	-	CUFF.13386	-	-	ENSGALT00000019330	1-1177	ENSGALT00000019330:1-1177	-	0.854105	0.47831	1.21172	OK	0.505941115
CUFF.14970	-	-	CUFF.14970	-	-	ENSGALT00000030044	790-1526	ENSGALT00000030044:790-1526	-	0.855648	0.305702	1.37566	OK	0.506855133
CUFF.2225	-	-	CUFF.2225	-	-	ENSGALT00000037512	3205-4726	ENSGALT00000037512:3205-4726	-	0.858171	0.517744	1.18342	OK	0.508349668
CUFF.9413	-	-	CUFF.9413	-	-	ENSGALT00000014160	2287-3064	ENSGALT00000014160:2287-3064	-	0.859913	0.386095	1.20655	OK	0.509381566
CUFF.5984	-	-	CUFF.5984	-	-	ENSGALT00000024268	3186-4614	ENSGALT00000024268:3186-4614	-	0.862121	0.525203	1.18171	OK	0.510689506
CUFF.4210	-	-	CUFF.4210	-	-	ENSGALT00000007499	697-1776	ENSGALT00000007499:697-1776	-	0.863139	0.451801	1.25114	OK	0.511292532
CUFF.2811	-	-	CUFF.2811	-	-	ENSGALT00000010464	4259-5158	ENSGALT00000010464:4259-5158	-	0.870929	0.417124	1.29309	OK	0.515907048
CUFF.11861	-	-	CUFF.11861	-	-	ENSGALT00000024010	912-3101	ENSGALT00000024010:912-3101	-	0.87168	0.599581	1.13064	OK	0.516351914
CUFF.3395	-	-	CUFF.3395	-	-	ENSGALT00000013864	1895-2577	ENSGALT00000013864:1895-2577	-	0.874096	0.329907	1.26465	OK	0.517783065
CUFF.11131	-	-	CUFF.11131	-	-	ENSGALT00000007209	3487-4126	ENSGALT00000007209:3487-4126	-	0.874298	0.293423	1.40843	OK	0.517902723
CUFF.11860	-	-	CUFF.11860	-	-	ENSGALT00000024010	11-649	ENSGALT00000024010:11-649	-	0.876341	0.293883	1.41064	OK	0.519112923
CUFF.475	-	-	CUFF.475	-	-	ENSGALT00000038481	287-1138	ENSGALT00000038481:287-1138	-	0.877646	0.396587	1.32196	OK	0.519885958
CUFF.9761	-	-	CUFF.9761	-	-	ENSGALT00000038780	133-1197	ENSGALT00000038780:133-1197	-	0.878301	0.45817	1.26878	OK	0.520273956
CUFF.10699	-	-	CUFF.10699	-	-	ENSGALT00000015869	0-637	ENSGALT00000015869:0-637	-	0.878393	0.294344	1.41285	OK	0.520328454
CUFF.4211	-	-	CUFF.4211	-	-	ENSGALT00000007499	1894-2915	ENSGALT00000007499:1894-2915	-	0.878631	0.440738	1.24876	OK	0.520469436
CUFF.935	-	-	CUFF.935	-	-	ENSGALT00000005849	150-1725	ENSGALT00000005849:150-1725	-	0.879167	0.547611	1.19046	OK	0.520786944
CUFF.8894	-	-	CUFF.8894	-	-	ENSGALT00000004678	815-1494	ENSGALT00000004678:815-1494	-	0.879688	0.331365	1.27023	OK	0.521095565
CUFF.1426	-	-	CUFF.1426	-	-	ENSGALT00000012655	618-1510	ENSGALT00000012655:618-1510	-	0.87987	0.420398	1.30323	OK	0.521203376
CUFF.2385	-	-	CUFF.2385	-	-	ENSGALT00000043615	564-1200	ENSGALT00000043615:564-1200	-	0.880456	0.294807	1.41507	OK	0.521550501
CUFF.5613	-	-	CUFF.5613	-	-	ENSGALT00000045294	9-645	ENSGALT00000045294:9-645	-	0.880456	0.294807	1.41507	OK	0.521550501
CUFF.5826	-	-	CUFF.5826	-	-	ENSGALT00000040996	146-867	ENSGALT00000040996:146-867	-	0.880769	0.312062	1.40428	OK	0.521735911
CUFF.14311	-	-	CUFF.14311	-	-	ENSGALT00000025834	2396-3031	ENSGALT00000025834:2396-3031	-	0.882528	0.295272	1.4173	OK	0.522777879
CUFF.9516	-	-	CUFF.9516	-	-	ENSGALT00000039147	1427-2061	ENSGALT00000039147:1427-2061	-	0.88461	0.295737	1.41954	OK	0.524011181
CUFF.14885	-	-	CUFF.14885	-	-	ENSGALT00000027716	29-663	ENSGALT00000027716:29-663	-	0.88461	0.295737	1.41954	OK	0.524011181
