tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	Length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM	
CUFF.1347	-	-	CUFF.1347	-	-	ENSMUST00000084035	811-1544	-	70.8613	30.728	102.427	OK	10.76268758	
CUFF.3569	-	-	CUFF.3569	-	-	ENSMUST00000035836	686-1241	-	71.1461	22.5461	108.221	OK	10.80594411	
CUFF.536	-	-	CUFF.536	-	-	ENSMUST00000032192	5928-6553	-	71.2054	24.0252	108.113	OK	10.81495082	
CUFF.1452	-	-	CUFF.1452	-	-	ENSMUST00000072961	1728-2562	-	71.4176	33.0082	105.026	OK	10.84718057	
CUFF.343	-	-	CUFF.343	-	-	ENSMUST00000022553	137-758	-	71.8872	24.1799	108.81	OK	10.91850523	
CUFF.233	-	-	CUFF.233	-	-	ENSMUST00000054963	19-843	-	72.568	33.4088	106.301	OK	11.02190776	
CUFF.3963	-	-	CUFF.3963	-	-	ENSMUST00000016771	4659-5515	-	72.8445	35.0835	108.174	OK	11.06390365	
CUFF.1381	-	-	CUFF.1381	-	-	ENSMUST00000103070	1597-2412	-	73.6356	33.7777	107.475	OK	11.18405897	
CUFF.882	-	-	CUFF.882	-	-	ENSMUST00000099373	1198-1741	-	73.659	23.0444	110.613	OK	11.18761305	
CUFF.3174	-	-	CUFF.3174	-	-	ENSMUST00000162819	847-1525	-	73.7991	29.5295	107.044	OK	11.20889198	
CUFF.2587	-	-	CUFF.2587	-	-	ENSMUST00000100206	1552-2128	-	73.8518	26.069	99.9311	OK	11.21689626	
CUFF.1050	-	-	CUFF.1050	-	-	ENSMUST00000049572	308-1153	-	74.0931	35.5402	109.582	OK	11.25354583	
CUFF.1499	-	-	CUFF.1499	-	-	ENSMUST00000098346	950-1622	-	74.7437	29.7931	108	OK	11.35236147	
CUFF.186	-	-	CUFF.186	-	-	ENSMUST00000025774	895-2637	-	74.814	50.2823	96.2547	OK	11.36303891	
CUFF.260	-	-	CUFF.260	-	-	ENSMUST00000140761	374-978	-	74.9367	24.8605	111.872	OK	11.38167506	
CUFF.2282	-	-	CUFF.2282	-	-	ENSMUST00000093360	978-1515	-	74.9831	23.3019	111.849	OK	11.38872247	
CUFF.2446	-	-	CUFF.2446	-	-	ENSMUST00000024866	2116-2986	-	75.0684	37.3955	103.557	OK	11.40167816	
CUFF.378	-	-	CUFF.378	-	-	ENSMUST00000092956	11042-11677	-	75.3526	31.5291	114.293	OK	11.44484355	
CUFF.2422	-	-	CUFF.2422	-	-	ENSMUST00000002121	1465-2031	-	75.8876	26.5296	101.697	OK	11.52610142	
CUFF.1923	-	-	CUFF.1923	-	-	ENSMUST00000110001	133-928	-	76.1244	34.6275	110.178	OK	11.56206751	
CUFF.42	-	-	CUFF.42	-	-	ENSMUST00000034541	253-1606	-	76.1828	46.2421	105.432	OK	11.57093753	
CUFF.819	-	-	CUFF.819	-	-	ENSMUST00000018851	11234-12683	-	76.3388	48.3598	103.628	OK	11.59463141	
CUFF.3470	-	-	CUFF.3470	-	-	ENSMUST00000002840	1236-2846	-	76.497	49.7415	102.592	OK	11.61865944	
CUFF.1521	-	-	CUFF.1521	-	-	ENSMUST00000108253	6-569	-	76.5205	26.6709	102.239	OK	11.62222871	
CUFF.3910	-	-	CUFF.3910	-	-	ENSMUST00000029147	90-751	-	76.5398	30.2889	109.797	OK	11.62516007	
CUFF.2682	-	-	CUFF.2682	-	-	ENSMUST00000046603	3345-3875	-	76.5895	23.6096	113.326	OK	11.6327087	
CUFF.1332	-	-	CUFF.1332	-	-	ENSMUST00000109632	123-750	-	76.7752	31.9314	115.751	OK	11.66091353	
CUFF.3371	-	-	CUFF.3371	-	-	ENSMUST00000003911	129-723	-	76.8544	25.279	113.756	OK	11.67294273	
CUFF.432	-	-	CUFF.432	-	-	ENSMUST00000138703	521-1211	-	77.1211	32.6429	108.81	OK	11.71345015	
CUFF.485	-	-	CUFF.485	-	-	ENSMUST00000065504	62-621	-	77.3808	26.8618	102.97	OK	11.75289439	
CUFF.3009	-	-	CUFF.3009	-	-	ENSMUST00000034878	247-934	-	77.5994	32.7854	109.285	OK	11.7860962	
CUFF.236	-	-	CUFF.236	-	-	ENSMUST00000031355	762-1319	-	77.8183	26.9582	103.34	OK	11.81934358	
CUFF.2956	-	-	CUFF.2956	-	-	ENSMUST00000007130	408-1671	-	77.9296	47.5558	105.019	OK	11.83624825	
CUFF.2203	-	-	CUFF.2203	-	-	ENSMUST00000161779	1441-1965	-	78.0221	23.88	114.624	OK	11.85029751	
CUFF.3112	-	-	CUFF.3112	-	-	ENSMUST00000009120	419-1103	-	78.0836	32.9292	109.764	OK	11.85963837	
CUFF.521	-	-	CUFF.521	-	-	ENSMUST00000042498	210-1054	-	78.1144	38.5475	106.747	OK	11.86431639	
CUFF.182	-	-	CUFF.182	-	-	ENSMUST00000084731	0-1196	-	78.1472	46.0348	108.81	OK	11.86929818	
CUFF.2765	-	-	CUFF.2765	-	-	ENSMUST00000038627	588-1366	-	78.3759	35.3841	112.586	OK	11.90403402	
CUFF.2506	-	-	CUFF.2506	-	-	ENSMUST00000167661	316-870	-	78.4839	27.1042	103.899	OK	11.92043747	
CUFF.1001	-	-	CUFF.1001	-	-	ENSMUST00000061799	842-1650	-	78.6262	37.1676	114.6	OK	11.94205055	
CUFF.3015	-	-	CUFF.3015	-	-	ENSMUST00000028781	1708-2325	-	78.6307	32.4489	117.627	OK	11.94273402	
CUFF.2553	-	-	CUFF.2553	-	-	ENSMUST00000020375	713-1265	-	78.934	27.2024	104.276	OK	11.9888004	
CUFF.50	-	-	CUFF.50	-	-	ENSMUST00000030014	1242-1889	-	78.9545	30.9443	112.173	OK	11.99191402	
CUFF.1824	-	-	CUFF.1824	-	-	ENSMUST00000037609	963-1610	-	78.9545	30.9443	112.173	OK	11.99191402	
CUFF.3254	-	-	CUFF.3254	-	-	ENSMUST00000027432	338-1046	-	79.329	35.3478	109.578	OK	12.04879452	
CUFF.921	-	-	CUFF.921	-	-	ENSMUST00000089217	1946-2748	-	79.4141	37.4457	115.458	OK	12.06171984	
CUFF.2743	-	-	CUFF.2743	-	-	ENSMUST00000034280	57-701	-	79.4919	31.0885	112.696	OK	12.0735364	
CUFF.896	-	-	CUFF.896	-	-	ENSMUST00000115043	1009-1527	-	79.5094	24.1566	115.952	OK	12.07619437	
CUFF.664	-	-	CUFF.664	-	-	ENSMUST00000180015	479-1280	-	79.5469	37.4925	115.602	OK	12.08189002	
CUFF.2258	-	-	CUFF.2258	-	-	ENSMUST00000013807	380-1116	-	79.8572	37.4033	115.61	OK	12.12901958	
CUFF.3645	-	-	CUFF.3645	-	-	ENSMUST00000161561	1048-1938	-	80.1704	42.179	112.477	OK	12.1765896	
CUFF.2861	-	-	CUFF.2861	-	-	ENSMUST00000112091	55-601	-	80.3157	27.5013	105.422	OK	12.19865832	
CUFF.1909	-	-	CUFF.1909	-	-	ENSMUST00000060253	1188-1951	-	80.4762	36.0797	114.799	OK	12.22303568	
CUFF.545	-	-	CUFF.545	-	-	ENSMUST00000026410	1379-2110	-	80.6138	37.6591	116.401	OK	12.2439349	
CUFF.873	-	-	CUFF.873	-	-	ENSMUST00000019937	489-1126	-	80.7748	31.4301	113.934	OK	12.2683882	
CUFF.681	-	-	CUFF.681	-	-	ENSMUST00000006629	1049-1624	-	80.7823	26.1143	117.514	OK	12.26952733	
CUFF.1398	-	-	CUFF.1398	-	-	ENSMUST00000170373	1014-1588	-	81.0002	26.1598	117.719	OK	12.30262282	
CUFF.3683	-	-	CUFF.3683	-	-	ENSMUST00000103186	3198-4572	-	81.2291	50.9996	109.285	OK	12.33738904	
CUFF.137	-	-	CUFF.137	-	-	ENSMUST00000034388	103-799	-	81.2609	35.9572	111.467	OK	12.34221895	
CUFF.1704	-	-	CUFF.1704	-	-	ENSMUST00000167992	258-800	-	81.2641	27.7043	106.2	OK	12.34270497	
CUFF.2826	-	-	CUFF.2826	-	-	ENSMUST00000101153	2105-2647	-	81.2641	27.7043	106.2	OK	12.34270497	
CUFF.2312	-	-	CUFF.2312	-	-	ENSMUST00000115366	82-1510	-	81.7344	52.5761	108.657	OK	12.41413595	
CUFF.1307	-	-	CUFF.1307	-	-	ENSMUST00000029909	16-556	-	81.7467	27.8069	106.593	OK	12.41600412	
CUFF.3752	-	-	CUFF.3752	-	-	ENSMUST00000041272	664-1663	-	81.7688	45.0923	110.226	OK	12.41936076	
CUFF.215	-	-	CUFF.215	-	-	ENSMUST00000061101	151-1639	-	81.8132	52.1379	111.003	OK	12.4261044	
CUFF.2281	-	-	CUFF.2281	-	-	ENSMUST00000063307	1162-1671	-	81.8498	24.5837	118.002	OK	12.43166335	
CUFF.3804	-	-	CUFF.3804	-	-	ENSMUST00000030028	483-1174	-	82.0939	36.2174	112.274	OK	12.4687382	
CUFF.3132	-	-	CUFF.3132	-	-	ENSMUST00000023882	3193-3823	-	82.0997	31.7793	115.2	OK	12.46961913	
CUFF.2774	-	-	CUFF.2774	-	-	ENSMUST00000120173	280-1029	-	82.5406	36.7541	116.945	OK	12.53658472	
CUFF.2851	-	-	CUFF.2851	-	-	ENSMUST00000022842	69-847	-	82.7302	38.6008	119.019	OK	12.5653819	
CUFF.2441	-	-	CUFF.2441	-	-	ENSMUST00000004683	52-678	-	82.8765	31.9824	115.936	OK	12.58760251	
CUFF.1206	-	-	CUFF.1206	-	-	ENSMUST00000023099	192-1512	-	82.9159	51.19	113.756	OK	12.59358673	
CUFF.301	-	-	CUFF.301	-	-	ENSMUST00000010807	77-582	-	82.9348	24.7784	118.936	OK	12.59645734	
CUFF.2500	-	-	CUFF.2500	-	-	ENSMUST00000022701	1110-1645	-	82.9787	28.0668	107.589	OK	12.60312504	
CUFF.248	-	-	CUFF.248	-	-	ENSMUST00000027185	511-1257	-	82.9968	36.9019	117.415	OK	12.60587413	
CUFF.2311	-	-	CUFF.2311	-	-	ENSMUST00000031096	81-645	-	83.2455	26.6236	119.806	OK	12.64364765	
CUFF.1911	-	-	CUFF.1911	-	-	ENSMUST00000064187	811-1435	-	83.2705	32.0849	116.308	OK	12.64744475	
CUFF.951	-	-	CUFF.951	-	-	ENSMUST00000185702	885-2110	-	83.2772	51.0739	112.363	OK	12.64846237	
CUFF.1614	-	-	CUFF.1614	-	-	ENSMUST00000176663	58-922	-	83.325	43.4483	115.862	OK	12.65572242	
CUFF.3745	-	-	CUFF.3745	-	-	ENSMUST00000105357	170-883	-	83.4603	38.6099	119.34	OK	12.6762723	
CUFF.966	-	-	CUFF.966	-	-	ENSMUST00000043765	982-1635	-	83.4656	34.4925	114.975	OK	12.67707729	
CUFF.523	-	-	CUFF.523	-	-	ENSMUST00000186164	2402-2935	-	83.482	28.1721	107.993	OK	12.67956818	
CUFF.1977	-	-	CUFF.1977	-	-	ENSMUST00000024885	2438-2971	-	83.482	28.1721	107.993	OK	12.67956818	
CUFF.2824	-	-	CUFF.2824	-	-	ENSMUST00000189881	649-1152	-	83.4881	24.877	119.409	OK	12.68049467	
CUFF.1348	-	-	CUFF.1348	-	-	ENSMUST00000099946	8-659	-	83.8384	34.5985	115.328	OK	12.73369959	
CUFF.2528	-	-	CUFF.2528	-	-	ENSMUST00000115457	915-1625	-	83.9544	38.773	119.844	OK	12.75131812	
CUFF.2875	-	-	CUFF.2875	-	-	ENSMUST00000021183	13-722	-	84.1204	38.8277	120.013	OK	12.77653084	
CUFF.3391	-	-	CUFF.3391	-	-	ENSMUST00000105817	71-631	-	84.1788	26.8138	120.662	OK	12.78540085	
CUFF.1570	-	-	CUFF.1570	-	-	ENSMUST00000033923	1335-1835	-	84.3321	25.0262	120.126	OK	12.80868465	
CUFF.2860	-	-	CUFF.2860	-	-	ENSMUST00000029171	1097-1597	-	84.3321	25.0262	120.126	OK	12.80868465	
CUFF.1446	-	-	CUFF.1446	-	-	ENSMUST00000018568	15-574	-	84.4154	26.8618	120.878	OK	12.82133657	
CUFF.3828	-	-	CUFF.3828	-	-	ENSMUST00000110975	955-1543	-	84.5573	34.0493	123.429	OK	12.84288889	
CUFF.1089	-	-	CUFF.1089	-	-	ENSMUST00000037974	1941-2558	-	84.6792	32.4489	117.627	OK	12.86140354	
CUFF.1573	-	-	CUFF.1573	-	-	ENSMUST00000167354	693-1221	-	84.7673	28.4389	109.016	OK	12.8747845	
CUFF.2577	-	-	CUFF.2577	-	-	ENSMUST00000001304	33-561	-	84.7673	28.4389	109.016	OK	12.8747845	
CUFF.762	-	-	CUFF.762	-	-	ENSMUST00000059954	814-1460	-	84.7852	34.8662	116.221	OK	12.87750323	
CUFF.3687	-	-	CUFF.3687	-	-	ENSMUST00000060766	4063-5033	-	84.8614	46.4404	113.521	OK	12.88907678	
CUFF.923	-	-	CUFF.923	-	-	ENSMUST00000001989	481-2275	-	84.9542	58.5898	108.81	OK	12.9031716	
CUFF.2242	-	-	CUFF.2242	-	-	ENSMUST00000110276	645-1171	-	85.2925	28.547	109.43	OK	12.95455391	
CUFF.3708	-	-	CUFF.3708	-	-	ENSMUST00000179297	293-1111	-	85.489	42.8322	116.259	OK	12.98439908	
CUFF.1640	-	-	CUFF.1640	-	-	ENSMUST00000041047	1494-2077	-	85.6706	34.3413	124.487	OK	13.01198119	
CUFF.2984	-	-	CUFF.2984	-	-	ENSMUST00000028841	128-854	-	86.1722	37.9185	120.65	OK	13.08816614	
CUFF.2213	-	-	CUFF.2213	-	-	ENSMUST00000111765	714-1381	-	86.3423	37.5206	116.314	OK	13.11400158	
CUFF.1617	-	-	CUFF.1617	-	-	ENSMUST00000041375	3-698	-	86.5153	39.6098	122.43	OK	13.14027749	
CUFF.1890	-	-	CUFF.1890	-	-	ENSMUST00000111760	536-1231	-	86.5153	39.6098	122.43	OK	13.14027749	
CUFF.3993	-	-	CUFF.3993	-	-	ENSMUST00000181494	94-1454	-	86.5392	55.2049	114.09	OK	13.14390751	
CUFF.1223	-	-	CUFF.1223	-	-	ENSMUST00000169068	4-901	-	86.5762	44.6398	111.6	OK	13.14952721	
CUFF.1886	-	-	CUFF.1886	-	-	ENSMUST00000016678	453-1003	-	86.6064	27.3013	122.856	OK	13.15411411	
CUFF.281	-	-	CUFF.281	-	-	ENSMUST00000165017	68-559	-	86.9697	25.4849	122.328	OK	13.20929351	
CUFF.2859	-	-	CUFF.2859	-	-	ENSMUST00000116380	1172-1663	-	86.9697	25.4849	122.328	OK	13.20929351	
CUFF.2613	-	-	CUFF.2613	-	-	ENSMUST00000005066	209-756	-	87.3622	27.4511	123.53	OK	13.26890793	
CUFF.3832	-	-	CUFF.3832	-	-	ENSMUST00000032175	778-1325	-	87.3622	27.4511	123.53	OK	13.26890793	
CUFF.2427	-	-	CUFF.2427	-	-	ENSMUST00000128119	105-594	-	87.5784	25.5892	122.828	OK	13.30174522	
CUFF.1438	-	-	CUFF.1438	-	-	ENSMUST00000001583	1365-1911	-	87.6171	27.5013	123.756	OK	13.30762312	
CUFF.2636	-	-	CUFF.2636	-	-	ENSMUST00000121322	241-787	-	87.6171	27.5013	123.756	OK	13.30762312	
CUFF.414	-	-	CUFF.414	-	-	ENSMUST00000049091	24-598	-	87.7502	34.8797	126.439	OK	13.32783886	
CUFF.1453	-	-	CUFF.1453	-	-	ENSMUST00000072961	19-1505	-	87.7936	57.2605	117.889	OK	13.33443062	
CUFF.3258	-	-	CUFF.3258	-	-	ENSMUST00000100709	6-722	-	87.8527	38.4481	122.335	OK	13.34340696	
CUFF.2124	-	-	CUFF.2124	-	-	ENSMUST00000123614	1-1001	-	87.9482	50.0524	117.623	OK	13.35791187	
CUFF.2521	-	-	CUFF.2521	-	-	ENSMUST00000177974	2243-2873	-	87.964	35.7517	119.172	OK	13.36031163	
CUFF.711	-	-	CUFF.711	-	-	ENSMUST00000124566	536-1051	-	88.302	29.1568	111.768	OK	13.41164837	
CUFF.948	-	-	CUFF.948	-	-	ENSMUST00000191104	4813-5526	-	88.3698	38.6099	122.85	OK	13.4219461	
CUFF.1933	-	-	CUFF.1933	-	-	ENSMUST00000045441	38-581	-	88.3908	27.6533	124.44	OK	13.42513566	
CUFF.2028	-	-	CUFF.2028	-	-	ENSMUST00000081309	723-1266	-	88.3908	27.6533	124.44	OK	13.42513566	
CUFF.2434	-	-	CUFF.2434	-	-	ENSMUST00000051341	781-1324	-	88.3908	27.6533	124.44	OK	13.42513566	
CUFF.3488	-	-	CUFF.3488	-	-	ENSMUST00000002825	3672-4215	-	88.3908	27.6533	124.44	OK	13.42513566	
CUFF.1357	-	-	CUFF.1357	-	-	ENSMUST00000060945	1309-2050	-	88.4223	40.5283	124.962	OK	13.42992	
CUFF.109	-	-	CUFF.109	-	-	ENSMUST00000132734	1455-2081	-	88.7963	35.9802	119.934	OK	13.48672457	
CUFF.1194	-	-	CUFF.1194	-	-	ENSMUST00000072767	1688-2934	-	88.8001	54.2302	120.511	OK	13.48730172	
CUFF.2407	-	-	CUFF.2407	-	-	ENSMUST00000076431	391-1045	-	88.8325	38.2664	118.626	OK	13.49222276	
CUFF.3066	-	-	CUFF.3066	-	-	ENSMUST00000020984	2411-3373	-	89.0545	49.4281	122.269	OK	13.52594098	
CUFF.249	-	-	CUFF.249	-	-	ENSMUST00000040167	493-977	-	89.1381	25.8535	124.097	OK	13.53863847	
CUFF.2342	-	-	CUFF.2342	-	-	ENSMUST00000114159	1220-1760	-	89.1782	27.8069	125.131	OK	13.54472901	
CUFF.888	-	-	CUFF.888	-	-	ENSMUST00000102510	5681-6249	-	89.1936	35.2482	127.775	OK	13.54706802	
CUFF.3364	-	-	CUFF.3364	-	-	ENSMUST00000015501	1045-1669	-	89.2183	36.0955	120.318	OK	13.55081955	
CUFF.1734	-	-	CUFF.1734	-	-	ENSMUST00000098950	8-855	-	89.413	44.3203	124.097	OK	13.58039134	
CUFF.3199	-	-	CUFF.3199	-	-	ENSMUST00000103221	4650-5469	-	89.4145	45.8356	122.228	OK	13.58061917	
CUFF.2272	-	-	CUFF.2272	-	-	ENSMUST00000171229	467-1146	-	89.4248	40.5432	125.315	OK	13.58218357	
CUFF.815	-	-	CUFF.815	-	-	ENSMUST00000018851	9477-9960	-	89.4567	25.9071	124.354	OK	13.58702866	
CUFF.1556	-	-	CUFF.1556	-	-	ENSMUST00000156238	1916-2399	-	89.4567	25.9071	124.354	OK	13.58702866	
CUFF.3919	-	-	CUFF.3919	-	-	ENSMUST00000120753	242-1506	-	89.6525	55.4378	122.755	OK	13.61676752	
CUFF.890	-	-	CUFF.890	-	-	ENSMUST00000089302	4640-5178	-	89.711	27.9103	125.596	OK	13.62565273	
CUFF.3830	-	-	CUFF.3830	-	-	ENSMUST00000110974	641-1123	-	89.7776	25.9608	124.612	OK	13.63576819	
CUFF.2016	-	-	CUFF.2016	-	-	ENSMUST00000069281	298-835	-	89.9798	27.9623	125.83	OK	13.66647911	
CUFF.3328	-	-	CUFF.3328	-	-	ENSMUST00000124836	40-549	-	90.0348	29.5004	113.085	OK	13.67483272	
CUFF.2531	-	-	CUFF.2531	-	-	ENSMUST00000115461	3027-3508	-	90.1008	26.0148	124.871	OK	13.68485706	
CUFF.2041	-	-	CUFF.2041	-	-	ENSMUST00000084820	4973-5537	-	90.1826	35.4982	128.681	OK	13.69728116	
CUFF.2569	-	-	CUFF.2569	-	-	ENSMUST00000028617	71-968	-	90.1835	47.4298	128.34	OK	13.69741785	
CUFF.2301	-	-	CUFF.2301	-	-	ENSMUST00000044668	266-1024	-	90.2239	42.9209	118.858	OK	13.70355396	
CUFF.1553	-	-	CUFF.1553	-	-	ENSMUST00000113218	2522-3169	-	90.2338	38.6804	119.909	OK	13.70505761	
CUFF.1188	-	-	CUFF.1188	-	-	ENSMUST00000165665	1320-1883	-	90.4333	35.5612	128.909	OK	13.73535844	
CUFF.3227	-	-	CUFF.3227	-	-	ENSMUST00000111785	1208-1909	-	90.5002	39.2708	124.953	OK	13.74551947	
CUFF.2524	-	-	CUFF.2524	-	-	ENSMUST00000044783	1026-1644	-	90.509	36.4459	121.486	OK	13.74685605	
CUFF.3658	-	-	CUFF.3658	-	-	ENSMUST00000000137	38-1153	-	90.5794	53.8681	123.448	OK	13.75754867	
CUFF.1115	-	-	CUFF.1115	-	-	ENSMUST00000022550	1-867	-	90.6257	46.2378	115.595	OK	13.76458089	
CUFF.1908	-	-	CUFF.1908	-	-	ENSMUST00000060253	324-969	-	90.6423	38.8003	120.281	OK	13.76710217	
CUFF.1980	-	-	CUFF.1980	-	-	ENSMUST00000100507	839-1898	-	90.658	51.9902	127.612	OK	13.76948674	
CUFF.3123	-	-	CUFF.3123	-	-	ENSMUST00000114945	450-1093	-	91.0545	38.921	120.655	OK	13.82970869	
CUFF.760	-	-	CUFF.760	-	-	ENSMUST00000029344	1-589	-	91.0617	34.0493	123.429	OK	13.83080226	
CUFF.682	-	-	CUFF.682	-	-	ENSMUST00000006629	4535-5040	-	91.2282	29.7341	113.981	OK	13.85609092	
CUFF.1867	-	-	CUFF.1867	-	-	ENSMUST00000143771	1026-2106	-	91.3409	53.2966	125.131	OK	13.87320823	
CUFF.261	-	-	CUFF.261	-	-	ENSMUST00000050148	28-916	-	91.3688	47.9105	129.64	OK	13.87744579	
CUFF.1219	-	-	CUFF.1219	-	-	ENSMUST00000178522	414-1165	-	91.3769	43.321	119.966	OK	13.87867605	
CUFF.185	-	-	CUFF.185	-	-	ENSMUST00000025774	336-813	-	91.4173	26.2329	125.918	OK	13.88481216	
CUFF.738	-	-	CUFF.738	-	-	ENSMUST00000096246	2309-2786	-	91.4173	26.2329	125.918	OK	13.88481216	
CUFF.2264	-	-	CUFF.2264	-	-	ENSMUST00000066532	257-1035	-	91.4386	45.0343	122.236	OK	13.88804728	
CUFF.2326	-	-	CUFF.2326	-	-	ENSMUST00000015950	30-725	-	91.6044	39.6098	126.031	OK	13.91322963	
CUFF.2658	-	-	CUFF.2658	-	-	ENSMUST00000179094	2251-2727	-	91.7525	26.288	126.183	OK	13.93572362	
CUFF.3688	-	-	CUFF.3688	-	-	ENSMUST00000124385	2-505	-	91.8369	29.8523	114.434	OK	13.94854262	
CUFF.3686	-	-	CUFF.3686	-	-	ENSMUST00000060766	3291-3821	-	91.9074	28.3316	127.492	OK	13.95925043	
CUFF.1770	-	-	CUFF.1770	-	-	ENSMUST00000082094	341-1633	-	91.9441	58.1104	120.095	OK	13.96482457	
CUFF.2722	-	-	CUFF.2722	-	-	ENSMUST00000105715	713-1460	-	92.0491	43.553	120.608	OK	13.98077238	
CUFF.112	-	-	CUFF.112	-	-	ENSMUST00000165199	447-976	-	92.1895	28.3851	127.733	OK	14.00209687	
CUFF.2954	-	-	CUFF.2954	-	-	ENSMUST00000159492	64-593	-	92.1895	28.3851	127.733	OK	14.00209687	
CUFF.1467	-	-	CUFF.1467	-	-	ENSMUST00000066652	1631-2350	-	92.1941	41.7684	128.786	OK	14.00279554	
CUFF.2302	-	-	CUFF.2302	-	-	ENSMUST00000165067	126-682	-	92.2278	36.0089	130.532	OK	14.00791402	
CUFF.1662	-	-	CUFF.1662	-	-	ENSMUST00000074058	498-1243	-	92.3889	43.6699	120.932	OK	14.03238251	
CUFF.3682	-	-	CUFF.3682	-	-	ENSMUST00000103186	2206-3113	-	92.4582	49.6661	121.406	OK	14.04290806	
CUFF.76	-	-	CUFF.76	-	-	ENSMUST00000114849	2621-3176	-	92.49	36.0738	130.768	OK	14.04773797	
CUFF.879	-	-	CUFF.879	-	-	ENSMUST00000009774	21-657	-	92.5274	39.3494	121.983	OK	14.05341843	
CUFF.2357	-	-	CUFF.2357	-	-	ENSMUST00000081438	25-796	-	92.566	45.4432	123.346	OK	14.05928114	
CUFF.987	-	-	CUFF.987	-	-	ENSMUST00000001240	138-854	-	92.7335	41.9434	129.325	OK	14.08472169	
CUFF.1599	-	-	CUFF.1599	-	-	ENSMUST00000067567	153-653	-	92.7653	30.0315	115.121	OK	14.0895516	
CUFF.3599	-	-	CUFF.3599	-	-	ENSMUST00000030830	1134-2387	-	92.976	57.9218	125.83	OK	14.12155352	
CUFF.1961	-	-	CUFF.1961	-	-	ENSMUST00000108343	411-991	-	92.9953	34.5189	125.131	OK	14.12448488	
CUFF.1003	-	-	CUFF.1003	-	-	ENSMUST00000021611	1948-2474	-	93.0464	28.547	128.462	OK	14.13224615	
CUFF.3542	-	-	CUFF.3542	-	-	ENSMUST00000034097	520-1261	-	93.0761	43.9056	121.585	OK	14.1367571	
CUFF.886	-	-	CUFF.886	-	-	ENSMUST00000018449	5813-6312	-	93.079	30.0916	115.351	OK	14.13719756	
CUFF.1562	-	-	CUFF.1562	-	-	ENSMUST00000033012	827-1299	-	93.1181	26.5108	127.252	OK	14.14313622	
CUFF.1029	-	-	CUFF.1029	-	-	ENSMUST00000020289	828-1568	-	93.2496	43.965	121.749	OK	14.16310895	
