tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.1345	-	-	CUFF.1345	-	-	ENSMUST00000062678	334-1257	-	129.249	68.7196	183.252	OK	13.4330743
CUFF.2708	-	-	CUFF.2708	-	-	ENSMUST00000026039	564-1551	-	129.485	68.5478	171.37	OK	13.45760219
CUFF.2548	-	-	CUFF.2548	-	-	ENSMUST00000069994	251-1234	-	130.149	68.8268	172.067	OK	13.52661287
CUFF.2488	-	-	CUFF.2488	-	-	ENSMUST00000034264	5-754	-	131.716	62.1015	191.95	OK	13.68947391
CUFF.2555	-	-	CUFF.2555	-	-	ENSMUST00000109103	263-785	-	132.657	40.5033	194.416	OK	13.78727369
CUFF.1870	-	-	CUFF.1870	-	-	ENSMUST00000109468	1002-1683	-	132.762	55.8838	186.279	OK	13.79818652
CUFF.900	-	-	CUFF.900	-	-	ENSMUST00000168431	810-1458	-	133.105	52.2043	189.24	OK	13.83383511
CUFF.510	-	-	CUFF.510	-	-	ENSMUST00000089162	1260-1939	-	133.32	56.0485	186.828	OK	13.85618044
CUFF.1663	-	-	CUFF.1663	-	-	ENSMUST00000041826	305-1142	-	133.444	65.6763	181.873	OK	13.86906797
CUFF.794	-	-	CUFF.794	-	-	ENSMUST00000168846	0-835	-	133.866	65.8336	182.308	OK	13.91292717
CUFF.2296	-	-	CUFF.2296	-	-	ENSMUST00000020851	2-710	-	134.038	59.7252	185.148	OK	13.93080343
CUFF.370	-	-	CUFF.370	-	-	ENSMUST00000065167	7-742	-	135.184	63.2843	195.606	OK	14.04990921
CUFF.603	-	-	CUFF.603	-	-	ENSMUST00000018851	7522-8038	-	135.202	40.9743	196.676	OK	14.05177998
CUFF.1223	-	-	CUFF.1223	-	-	ENSMUST00000080099	50-1119	-	136.758	79.1121	185.914	OK	14.21349778
CUFF.2211	-	-	CUFF.2211	-	-	ENSMUST00000106370	34-730	-	137.302	60.7549	188.34	OK	14.27003665
CUFF.2647	-	-	CUFF.2647	-	-	ENSMUST00000030427	642-1276	-	137.431	53.357	193.419	OK	14.28344385
CUFF.1392	-	-	CUFF.1392	-	-	ENSMUST00000034441	1035-1636	-	138.202	56.2868	204.04	OK	14.36357522
CUFF.1506	-	-	CUFF.1506	-	-	ENSMUST00000096224	2755-3323	-	139.113	44.6677	201.005	OK	14.45825704
CUFF.992	-	-	CUFF.992	-	-	ENSMUST00000103070	9-759	-	139.209	62.0187	197.332	OK	14.46823449
CUFF.624	-	-	CUFF.624	-	-	ENSMUST00000105031	255-850	-	140.319	56.8544	206.097	OK	14.58359873
CUFF.685	-	-	CUFF.685	-	-	ENSMUST00000003433	37-1203	-	140.548	83.4104	195.833	OK	14.6073991
CUFF.1311	-	-	CUFF.1311	-	-	ENSMUST00000043082	1671-2265	-	140.678	56.9501	206.444	OK	14.62091023
CUFF.2091	-	-	CUFF.2091	-	-	ENSMUST00000109057	71-755	-	140.729	61.8208	191.645	OK	14.62621075
CUFF.433	-	-	CUFF.433	-	-	ENSMUST00000148601	524-1712	-	141.702	85.4251	195.766	OK	14.72733633
CUFF.1098	-	-	CUFF.1098	-	-	ENSMUST00000022721	23-762	-	142.068	62.9418	200.269	OK	14.76537535
CUFF.2354	-	-	CUFF.2354	-	-	ENSMUST00000064910	338-1047	-	142.134	65.6051	202.779	OK	14.77223485
CUFF.2462	-	-	CUFF.2462	-	-	ENSMUST00000110778	315-1024	-	142.134	65.6051	202.779	OK	14.77223485
CUFF.1386	-	-	CUFF.1386	-	-	ENSMUST00000094361	1409-2175	-	142.765	66.2435	204.251	OK	14.83781578
CUFF.1226	-	-	CUFF.1226	-	-	ENSMUST00000060989	4269-4795	-	144.114	48.2343	184.898	OK	14.97801971
CUFF.851	-	-	CUFF.851	-	-	ENSMUST00000072767	1302-2727	-	145.363	91.9894	195.848	OK	15.10783046
CUFF.790	-	-	CUFF.790	-	-	ENSMUST00000025444	49-1153	-	145.527	84.2645	199.171	OK	15.12487527
CUFF.919	-	-	CUFF.919	-	-	ENSMUST00000046426	411-1194	-	145.873	70.2057	194.416	OK	15.16083565
CUFF.197	-	-	CUFF.197	-	-	ENSMUST00000019076	519-1041	-	145.923	48.604	186.315	OK	15.16603224
CUFF.536	-	-	CUFF.536	-	-	ENSMUST00000111067	872-1509	-	146.229	59.744	199.147	OK	15.19783535
CUFF.1364	-	-	CUFF.1364	-	-	ENSMUST00000033380	319-1129	-	146.351	73.086	198.376	OK	15.21051502
CUFF.1842	-	-	CUFF.1842	-	-	ENSMUST00000122259	44-794	-	146.943	67.6567	208.608	OK	15.27204262
CUFF.1417	-	-	CUFF.1417	-	-	ENSMUST00000043757	1269-1760	-	146.948	43.0605	206.691	OK	15.27256228
CUFF.712	-	-	CUFF.712	-	-	ENSMUST00000061799	1113-1805	-	147.077	67.2167	207.761	OK	15.28596947
CUFF.1938	-	-	CUFF.1938	-	-	ENSMUST00000102582	4038-5874	-	147.62	103.641	191.16	OK	15.34240441
CUFF.1288	-	-	CUFF.1288	-	-	ENSMUST00000025890	990-1565	-	147.868	58.8319	213.266	OK	15.36817948
CUFF.1328	-	-	CUFF.1328	-	-	ENSMUST00000005234	88-662	-	148.267	58.9344	213.637	OK	15.40964825
CUFF.540	-	-	CUFF.540	-	-	ENSMUST00000067124	938-2192	-	148.898	91.0452	202.323	OK	15.47522918
CUFF.1928	-	-	CUFF.1928	-	-	ENSMUST00000033899	0-686	-	148.905	67.8046	209.578	OK	15.4759567
CUFF.1974	-	-	CUFF.1974	-	-	ENSMUST00000043589	1569-2113	-	148.911	46.6384	209.873	OK	15.47658029
CUFF.452	-	-	CUFF.452	-	-	ENSMUST00000020843	6275-6790	-	149.199	49.2646	188.848	OK	15.50651264
CUFF.1730	-	-	CUFF.1730	-	-	ENSMUST00000168099	906-1957	-	149.637	84.4904	201.168	OK	15.55203474
CUFF.1464	-	-	CUFF.1464	-	-	ENSMUST00000173456	2-711	-	150.495	65.6051	208.743	OK	15.64120818
CUFF.248	-	-	CUFF.248	-	-	ENSMUST00000108238	396-908	-	150.649	49.5533	189.954	OK	15.65721367
CUFF.1320	-	-	CUFF.1320	-	-	ENSMUST00000028386	1148-1688	-	150.68	46.9838	211.427	OK	15.66043555
CUFF.451	-	-	CUFF.451	-	-	ENSMUST00000020843	5599-6195	-	150.728	56.759	205.751	OK	15.66542428
CUFF.901	-	-	CUFF.901	-	-	ENSMUST00000168431	2320-3056	-	150.805	68.9437	212.576	OK	15.67342702
CUFF.2709	-	-	CUFF.2709	-	-	ENSMUST00000113978	6-797	-	151.082	74.8415	203.141	OK	15.70221612
CUFF.66	-	-	CUFF.66	-	-	ENSMUST00000126532	1173-2490	-	151.866	96.3222	199.066	OK	15.78369861
CUFF.1308	-	-	CUFF.1308	-	-	ENSMUST00000143771	828-1727	-	151.94	79.9614	216.366	OK	15.79138955
CUFF.333	-	-	CUFF.333	-	-	ENSMUST00000161009	686-1557	-	151.979	77.677	194.193	OK	15.79544289
CUFF.1683	-	-	CUFF.1683	-	-	ENSMUST00000061118	14-523	-	152.127	49.8453	191.074	OK	15.81082479
CUFF.2179	-	-	CUFF.2179	-	-	ENSMUST00000103221	1883-2475	-	152.279	57.1425	207.142	OK	15.82662242
CUFF.1210	-	-	CUFF.1210	-	-	ENSMUST00000020034	135-893	-	152.446	72.5212	200.828	OK	15.84397902
CUFF.1287	-	-	CUFF.1287	-	-	ENSMUST00000025890	62-930	-	152.665	77.9455	194.864	OK	15.86674007
CUFF.667	-	-	CUFF.667	-	-	ENSMUST00000046259	663-1143	-	152.789	44.0473	211.427	OK	15.87962761
CUFF.172	-	-	CUFF.172	-	-	ENSMUST00000107359	15-854	-	152.977	75.5997	211.679	OK	15.89916678
CUFF.2005	-	-	CUFF.2005	-	-	ENSMUST00000090481	31-538	-	153.129	50.0419	191.827	OK	15.9149644
CUFF.1929	-	-	CUFF.1929	-	-	ENSMUST00000033899	1342-1876	-	153.413	47.5117	213.803	OK	15.94448102
CUFF.756	-	-	CUFF.756	-	-	ENSMUST00000020630	9-956	-	153.505	84.8388	209.864	OK	15.95404274
CUFF.2078	-	-	CUFF.2078	-	-	ENSMUST00000124505	2133-2887	-	153.554	72.9059	201.893	OK	15.95913539
CUFF.560	-	-	CUFF.560	-	-	ENSMUST00000108450	319-1348	-	153.624	86.2968	205.469	OK	15.96641062
CUFF.2213	-	-	CUFF.2213	-	-	ENSMUST00000159531	15-713	-	153.841	66.639	212.033	OK	15.9889638
CUFF.432	-	-	CUFF.432	-	-	ENSMUST00000072948	889-1586	-	154.152	66.7346	212.337	OK	16.02128658
CUFF.1055	-	-	CUFF.1055	-	-	ENSMUST00000021314	5-729	-	154.28	70.0864	216.1	OK	16.03458984
CUFF.1504	-	-	CUFF.1504	-	-	ENSMUST00000127664	543-1075	-	154.346	47.6903	214.607	OK	16.04144934
CUFF.2600	-	-	CUFF.2600	-	-	ENSMUST00000094499	687-1520	-	154.435	76.1443	213.204	OK	16.05069926
CUFF.276	-	-	CUFF.276	-	-	ENSMUST00000061882	193-670	-	154.463	44.3244	212.757	OK	16.05360935
CUFF.1312	-	-	CUFF.1312	-	-	ENSMUST00000122902	245-749	-	154.656	50.3398	192.969	OK	16.07366818
CUFF.387	-	-	CUFF.387	-	-	ENSMUST00000064091	2133-2718	-	155.071	57.8262	209.62	OK	16.11679985
CUFF.490	-	-	CUFF.490	-	-	ENSMUST00000172983	13-570	-	155.392	60.7331	220.158	OK	16.15016194
CUFF.250	-	-	CUFF.250	-	-	ENSMUST00000024954	1934-2599	-	155.677	69.9458	216.196	OK	16.17978249
CUFF.90	-	-	CUFF.90	-	-	ENSMUST00000026886	2283-2812	-	155.768	47.9608	215.824	OK	16.18924028
CUFF.1747	-	-	CUFF.1747	-	-	ENSMUST00000034091	2806-3335	-	155.768	47.9608	215.824	OK	16.18924028
CUFF.757	-	-	CUFF.757	-	-	ENSMUST00000020630	1430-2529	-	155.781	92.3431	211.62	OK	16.19059139
CUFF.208	-	-	CUFF.208	-	-	ENSMUST00000040167	220-721	-	156.214	50.6412	194.125	OK	16.23559384
CUFF.1654	-	-	CUFF.1654	-	-	ENSMUST00000033342	139-828	-	156.691	67.5094	214.803	OK	16.28516928
CUFF.542	-	-	CUFF.542	-	-	ENSMUST00000091291	358-1289	-	156.88	86.2968	213.471	OK	16.30481238
CUFF.1926	-	-	CUFF.1926	-	-	ENSMUST00000101151	760-1583	-	156.927	77.0695	215.794	OK	16.30969717
CUFF.1060	-	-	CUFF.1060	-	-	ENSMUST00000043897	350-1038	-	157.014	67.6075	215.115	OK	16.31873924
CUFF.2631	-	-	CUFF.2631	-	-	ENSMUST00000113523	986-1647	-	157.038	70.3691	217.505	OK	16.3212336
CUFF.1585	-	-	CUFF.1585	-	-	ENSMUST00000115366	1731-2284	-	157.169	61.1724	221.75	OK	16.33484866
CUFF.1153	-	-	CUFF.1153	-	-	ENSMUST00000166123	703-1202	-	157.271	50.8442	194.903	OK	16.3454497
CUFF.2331	-	-	CUFF.2331	-	-	ENSMUST00000108496	815-1287	-	157.337	44.7939	215.011	OK	16.35230919
CUFF.2390	-	-	CUFF.2390	-	-	ENSMUST00000040706	1663-2135	-	157.337	44.7939	215.011	OK	16.35230919
CUFF.1962	-	-	CUFF.1962	-	-	ENSMUST00000038600	2-849	-	157.645	79.8781	234.642	OK	16.38432017
CUFF.1785	-	-	CUFF.1785	-	-	ENSMUST00000111355	529-1133	-	158.271	63.0081	210.027	OK	16.44938144
CUFF.1923	-	-	CUFF.1923	-	-	ENSMUST00000048260	847-1344	-	158.341	51.0488	195.687	OK	16.45665666
CUFF.2546	-	-	CUFF.2546	-	-	ENSMUST00000107748	121-671	-	158.529	61.5061	222.96	OK	16.47619583
CUFF.773	-	-	CUFF.773	-	-	ENSMUST00000112618	668-1191	-	158.69	48.511	218.3	OK	16.49292884
CUFF.944	-	-	CUFF.944	-	-	ENSMUST00000000450	460-983	-	158.69	48.511	218.3	OK	16.49292884
CUFF.2088	-	-	CUFF.2088	-	-	ENSMUST00000020984	1804-2805	-	159.016	88.7107	211.216	OK	16.52681059
CUFF.2538	-	-	CUFF.2538	-	-	ENSMUST00000102578	99-647	-	159.448	61.7306	223.773	OK	16.57170911
CUFF.318	-	-	CUFF.318	-	-	ENSMUST00000170000	253-721	-	159.714	45.1768	216.848	OK	16.59935495
CUFF.1454	-	-	CUFF.1454	-	-	ENSMUST00000025955	1774-2242	-	159.714	45.1768	216.848	OK	16.59935495
CUFF.1402	-	-	CUFF.1402	-	-	ENSMUST00000080437	2259-2779	-	160.193	48.7909	219.559	OK	16.64913826
CUFF.1594	-	-	CUFF.1594	-	-	ENSMUST00000064099	1127-2226	-	160.502	96.1907	223.162	OK	16.68125317
CUFF.315	-	-	CUFF.315	-	-	ENSMUST00000106337	23-1593	-	160.88	110.427	210.081	OK	16.72053937
CUFF.1071	-	-	CUFF.1071	-	-	ENSMUST00000060223	305-1111	-	161.353	78.695	220.346	OK	16.76969908
CUFF.2099	-	-	CUFF.2099	-	-	ENSMUST00000043907	184-649	-	161.544	45.4682	218.247	OK	16.78955005
CUFF.906	-	-	CUFF.906	-	-	ENSMUST00000060895	618-1449	-	161.663	81.416	239.16	OK	16.80191793
CUFF.2153	-	-	CUFF.2153	-	-	ENSMUST00000170731	520-1037	-	161.725	49.074	220.833	OK	16.80836169
CUFF.998	-	-	CUFF.998	-	-	ENSMUST00000062904	822-1677	-	162.198	84.0763	227.501	OK	16.85752141
CUFF.1947	-	-	CUFF.1947	-	-	ENSMUST00000031583	5016-7096	-	162.224	117.911	205.328	OK	16.86022364
CUFF.1580	-	-	CUFF.1580	-	-	ENSMUST00000084030	1448-2328	-	162.454	86.493	211.427	OK	16.88412794
CUFF.1891	-	-	CUFF.1891	-	-	ENSMUST00000117818	1294-3863	-	162.653	125.095	199.165	OK	16.90481035
CUFF.2273	-	-	CUFF.2273	-	-	ENSMUST00000051572	1-828	-	162.699	81.8098	240.316	OK	16.90959121
CUFF.629	-	-	CUFF.629	-	-	ENSMUST00000013970	585-1074	-	162.774	51.884	198.889	OK	16.9173861
CUFF.984	-	-	CUFF.984	-	-	ENSMUST00000163394	1048-1511	-	162.788	45.6646	219.19	OK	16.91884114
CUFF.2385	-	-	CUFF.2385	-	-	ENSMUST00000002840	1089-1941	-	162.948	84.3724	228.302	OK	16.93547022
CUFF.1716	-	-	CUFF.1716	-	-	ENSMUST00000177974	1380-2206	-	162.961	81.9088	240.607	OK	16.93682133
CUFF.938	-	-	CUFF.938	-	-	ENSMUST00000023580	1193-1889	-	163.046	72.9059	224.793	OK	16.94565553
CUFF.1441	-	-	CUFF.1441	-	-	ENSMUST00000020581	635-1305	-	163.069	69.4239	220.894	OK	16.94804596
CUFF.1903	-	-	CUFF.1903	-	-	ENSMUST00000084097	42-582	-	163.236	62.6451	227.088	OK	16.96540256
CUFF.1391	-	-	CUFF.1391	-	-	ENSMUST00000030408	148-662	-	163.286	49.3604	222.122	OK	16.97059915
CUFF.2431	-	-	CUFF.2431	-	-	ENSMUST00000110855	8-1013	-	163.497	92.5652	231.413	OK	16.99252875
CUFF.1854	-	-	CUFF.1854	-	-	ENSMUST00000025989	14-605	-	163.577	64.3941	214.647	OK	17.00084329
CUFF.1664	-	-	CUFF.1664	-	-	ENSMUST00000049461	652-1475	-	163.75	82.2074	241.484	OK	17.01882348
CUFF.290	-	-	CUFF.290	-	-	ENSMUST00000112097	1791-2407	-	163.914	68.6452	212.8	OK	17.03586829
CUFF.1237	-	-	CUFF.1237	-	-	ENSMUST00000031897	2-669	-	164.124	69.7361	221.888	OK	17.05769395
CUFF.1227	-	-	CUFF.1227	-	-	ENSMUST00000026479	2-514	-	164.344	49.5533	222.99	OK	17.08055894
CUFF.1327	-	-	CUFF.1327	-	-	ENSMUST00000003038	1977-2565	-	164.852	64.7226	215.742	OK	17.13335627
CUFF.431	-	-	CUFF.431	-	-	ENSMUST00000072948	3-539	-	165.198	63.1126	228.783	OK	17.16931665
CUFF.653	-	-	CUFF.653	-	-	ENSMUST00000176274	12-548	-	165.198	63.1126	228.783	OK	17.16931665
CUFF.1581	-	-	CUFF.1581	-	-	ENSMUST00000056028	28-794	-	165.307	82.8044	220.812	OK	17.18064521
CUFF.879	-	-	CUFF.879	-	-	ENSMUST00000094004	920-1379	-	165.334	46.0626	221.1	OK	17.18345137
CUFF.2403	-	-	CUFF.2403	-	-	ENSMUST00000099224	689-1148	-	165.334	46.0626	221.1	OK	17.18345137
CUFF.848	-	-	CUFF.848	-	-	ENSMUST00000165665	1680-2343	-	165.552	70.1568	223.226	OK	17.20610849
CUFF.2039	-	-	CUFF.2039	-	-	ENSMUST00000125819	242-726	-	165.673	52.42	200.943	OK	17.21868423
CUFF.2372	-	-	CUFF.2372	-	-	ENSMUST00000061437	66-1085	-	165.874	95.4431	224.084	OK	17.23957451
CUFF.775	-	-	CUFF.775	-	-	ENSMUST00000028167	5-871	-	165.886	87.8912	214.845	OK	17.24082169
CUFF.1313	-	-	CUFF.1313	-	-	ENSMUST00000122902	886-1496	-	166.332	69.3204	214.893	OK	17.28717525
CUFF.2716	-	-	CUFF.2716	-	-	ENSMUST00000035840	373-983	-	166.332	69.3204	214.893	OK	17.28717525
CUFF.2729	-	-	CUFF.2729	-	-	ENSMUST00000038514	644-1101	-	166.637	46.2642	222.068	OK	17.31887443
CUFF.2384	-	-	CUFF.2384	-	-	ENSMUST00000002840	301-961	-	166.639	70.4757	224.241	OK	17.3190823
CUFF.970	-	-	CUFF.970	-	-	ENSMUST00000033184	0-685	-	166.769	74.0767	228.403	OK	17.33259342
CUFF.1868	-	-	CUFF.1868	-	-	ENSMUST00000052885	9-1505	-	166.818	113.063	220.472	OK	17.33768608
CUFF.293	-	-	CUFF.293	-	-	ENSMUST00000040555	1671-2406	-	166.992	80.5437	218.619	OK	17.3557702
CUFF.2225	-	-	CUFF.2225	-	-	ENSMUST00000021062	275-782	-	167.049	50.0419	225.189	OK	17.36169431
CUFF.1572	-	-	CUFF.1572	-	-	ENSMUST00000113585	76-886	-	167.258	83.5268	245.36	OK	17.38341605
CUFF.664	-	-	CUFF.664	-	-	ENSMUST00000115043	348-1006	-	167.372	70.69	224.923	OK	17.39526427
CUFF.1420	-	-	CUFF.1420	-	-	ENSMUST00000086216	1459-2167	-	167.547	77.6428	215.011	OK	17.41345232
CUFF.2216	-	-	CUFF.2216	-	-	ENSMUST00000027432	1863-2393	-	168.232	63.8271	231.373	OK	17.48464557
CUFF.457	-	-	CUFF.457	-	-	ENSMUST00000022378	765-1395	-	168.445	73.8317	228.207	OK	17.50678303
CUFF.477	-	-	CUFF.477	-	-	ENSMUST00000028683	300-1181	-	168.454	91.1945	225.586	OK	17.50771842
CUFF.156	-	-	CUFF.156	-	-	ENSMUST00000118487	585-1616	-	168.578	98.4336	225.577	OK	17.52060595
CUFF.2509	-	-	CUFF.2509	-	-	ENSMUST00000027127	670-1124	-	168.631	46.5699	223.535	OK	17.52611433
CUFF.935	-	-	CUFF.935	-	-	ENSMUST00000049093	80-609	-	168.748	63.9477	231.811	OK	17.53827435
CUFF.1615	-	-	CUFF.1615	-	-	ENSMUST00000106677	534-1111	-	169.704	65.9565	219.855	OK	17.6376331
CUFF.1728	-	-	CUFF.1728	-	-	ENSMUST00000027111	1306-1957	-	169.989	71.4501	227.341	OK	17.66725365
CUFF.1009	-	-	CUFF.1009	-	-	ENSMUST00000097530	256-857	-	170.095	70.3585	218.111	OK	17.67827041
CUFF.1474	-	-	CUFF.1474	-	-	ENSMUST00000058746	5-581	-	170.159	66.071	220.237	OK	17.68492204
CUFF.1715	-	-	CUFF.1715	-	-	ENSMUST00000177974	15-1010	-	170.903	97.7452	229.489	OK	17.76224726
CUFF.2218	-	-	CUFF.2218	-	-	ENSMUST00000100709	572-1072	-	170.99	50.7425	228.341	OK	17.77128932
CUFF.537	-	-	CUFF.537	-	-	ENSMUST00000111067	1660-2629	-	171.183	96.0041	240.01	OK	17.79134815
CUFF.362	-	-	CUFF.362	-	-	ENSMUST00000032233	238-934	-	171.628	78.9814	218.718	OK	17.83759778
CUFF.2386	-	-	CUFF.2386	-	-	ENSMUST00000002840	2001-2918	-	171.806	96.8369	230.564	OK	17.85609763
CUFF.338	-	-	CUFF.338	-	-	ENSMUST00000032825	366-1332	-	171.856	96.3023	240.756	OK	17.86129422
CUFF.1820	-	-	CUFF.1820	-	-	ENSMUST00000114863	25-597	-	172.005	66.533	221.777	OK	17.87678005
CUFF.127	-	-	CUFF.127	-	-	ENSMUST00000023467	325-774	-	172.061	47.0885	226.025	OK	17.88260023
CUFF.1595	-	-	CUFF.1595	-	-	ENSMUST00000163483	133-582	-	172.061	47.0885	226.025	OK	17.88260023
CUFF.1894	-	-	CUFF.1894	-	-	ENSMUST00000041968	310-1373	-	172.14	99.4484	226.742	OK	17.89081083
CUFF.524	-	-	CUFF.524	-	-	ENSMUST00000010421	3390-3986	-	172.261	70.9487	219.941	OK	17.90338657
CUFF.266	-	-	CUFF.266	-	-	ENSMUST00000031773	2-1064	-	172.341	99.542	226.956	OK	17.91170111
CUFF.2379	-	-	CUFF.2379	-	-	ENSMUST00000161986	72-1060	-	172.427	98.4378	231.115	OK	17.92063924
CUFF.2396	-	-	CUFF.2396	-	-	ENSMUST00000002825	107-580	-	172.429	53.639	205.616	OK	17.92084711
CUFF.2602	-	-	CUFF.2602	-	-	ENSMUST00000072187	2072-2692	-	172.487	75.0226	231.888	OK	17.92687515
CUFF.2060	-	-	CUFF.2060	-	-	ENSMUST00000153623	3-621	-	173.319	75.2654	232.638	OK	18.01334636
CUFF.1093	-	-	CUFF.1093	-	-	ENSMUST00000006701	123-643	-	173.543	65.0545	235.823	OK	18.03662707
CUFF.1103	-	-	CUFF.1103	-	-	ENSMUST00000047973	49-569	-	173.543	65.0545	235.823	OK	18.03662707
CUFF.1368	-	-	CUFF.1368	-	-	ENSMUST00000100507	584-1104	-	173.543	65.0545	235.823	OK	18.03662707
CUFF.1362	-	-	CUFF.1362	-	-	ENSMUST00000128787	56-1353	-	173.973	110.849	228.218	OK	18.08131772
CUFF.1545	-	-	CUFF.1545	-	-	ENSMUST00000131070	1634-2955	-	174.021	112.036	233.674	OK	18.08630645
CUFF.1708	-	-	CUFF.1708	-	-	ENSMUST00000086471	58-747	-	174.101	79.7839	220.94	OK	18.09462099
CUFF.1397	-	-	CUFF.1397	-	-	ENSMUST00000114882	2-472	-	174.368	53.9814	206.929	OK	18.12237076
CUFF.2388	-	-	CUFF.2388	-	-	ENSMUST00000021649	407-1362	-	174.371	97.4115	243.529	OK	18.12268256
CUFF.1584	-	-	CUFF.1584	-	-	ENSMUST00000115366	890-1505	-	174.581	75.6325	233.773	OK	18.14450823
CUFF.1860	-	-	CUFF.1860	-	-	ENSMUST00000007212	346-1324	-	174.653	99.4443	233.478	OK	18.15199131
CUFF.2083	-	-	CUFF.2083	-	-	ENSMUST00000127756	908-1668	-	174.684	83.4581	233.683	OK	18.1552132
CUFF.225	-	-	CUFF.225	-	-	ENSMUST00000065005	292-1413	-	175.084	105.619	237.643	OK	18.19678589
CUFF.1767	-	-	CUFF.1767	-	-	ENSMUST00000023222	1724-2457	-	175.605	86.5323	230.753	OK	18.25093433
CUFF.1122	-	-	CUFF.1122	-	-	ENSMUST00000166938	510-1267	-	175.63	83.7889	234.609	OK	18.25353263
CUFF.1576	-	-	CUFF.1576	-	-	ENSMUST00000163271	30-883	-	175.713	94.188	232.991	OK	18.26215896
CUFF.1418	-	-	CUFF.1418	-	-	ENSMUST00000043757	1964-2480	-	175.762	65.5588	237.651	OK	18.26725162
CUFF.2649	-	-	CUFF.2649	-	-	ENSMUST00000111115	22-586	-	175.819	67.4768	224.923	OK	18.27317573
CUFF.2558	-	-	CUFF.2558	-	-	ENSMUST00000144258	438-1050	-	175.863	76.0032	234.919	OK	18.27774873
CUFF.894	-	-	CUFF.894	-	-	ENSMUST00000026917	1040-1772	-	175.937	86.6505	231.068	OK	18.28543967
CUFF.2084	-	-	CUFF.2084	-	-	ENSMUST00000127756	2179-2718	-	176.316	62.7613	227.51	OK	18.32482981
CUFF.2239	-	-	CUFF.2239	-	-	ENSMUST00000025161	345-860	-	176.326	65.6861	238.112	OK	18.32586912
CUFF.1387	-	-	CUFF.1387	-	-	ENSMUST00000021698	85-935	-	176.528	94.5204	233.814	OK	18.34686334
CUFF.212	-	-	CUFF.212	-	-	ENSMUST00000034138	201-1218	-	176.675	103.947	241.156	OK	18.3621413
