tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.5787	-	-	CUFF.5787	-	-	ENSMUST00000044475	51-668	-	35.9813	13.1612	50.4514	OK	3.508249239
CUFF.5436	-	-	CUFF.5436	-	-	ENSMUST00000109994	266-955	-	36.2205	15.7145	49.1079	OK	3.531571721
CUFF.6501	-	-	CUFF.6501	-	-	ENSMUST00000111962	313-963	-	36.353	12.4931	56.2188	OK	3.544490738
CUFF.221	-	-	CUFF.221	-	-	ENSMUST00000028341	1202-2479	-	36.5529	22.2566	47.6928	OK	3.56398139
CUFF.1958	-	-	CUFF.1958	-	-	ENSMUST00000033929	2001-2610	-	36.6907	13.3341	51.1142	OK	3.577417168
CUFF.5269	-	-	CUFF.5269	-	-	ENSMUST00000113377	1719-2325	-	36.964	13.4001	51.3672	OK	3.604064469
CUFF.6922	-	-	CUFF.6922	-	-	ENSMUST00000015511	1522-2311	-	36.9686	17.1535	53.176	OK	3.604512978
CUFF.6644	-	-	CUFF.6644	-	-	ENSMUST00000106527	1142-1710	-	37.1045	11.9139	57.1865	OK	3.617763502
CUFF.389	-	-	CUFF.389	-	-	ENSMUST00000001520	98-1348	-	37.4958	22.7374	51.9711	OK	3.65591604
CUFF.2672	-	-	CUFF.2672	-	-	ENSMUST00000109177	686-1249	-	37.6201	12.0197	57.6944	OK	3.66803554
CUFF.1751	-	-	CUFF.1751	-	-	ENSMUST00000098457	1249-1810	-	37.8305	12.0625	57.9001	OK	3.688549964
CUFF.6109	-	-	CUFF.6109	-	-	ENSMUST00000028121	517-1364	-	37.8426	17.5768	55.9262	OK	3.689729739
CUFF.5266	-	-	CUFF.5266	-	-	ENSMUST00000110485	100-732	-	37.8791	12.8489	57.8199	OK	3.693288562
CUFF.6723	-	-	CUFF.6723	-	-	ENSMUST00000174366	74-706	-	37.8791	12.8489	57.8199	OK	3.693288562
CUFF.3416	-	-	CUFF.3416	-	-	ENSMUST00000001818	538-1204	-	38.0207	16.2572	58.9325	OK	3.707094847
CUFF.3080	-	-	CUFF.3080	-	-	ENSMUST00000147275	69-806	-	38.0345	16.5274	55.0915	OK	3.708440375
CUFF.1725	-	-	CUFF.1725	-	-	ENSMUST00000056978	4667-5226	-	38.0431	12.1057	58.1072	OK	3.709278893
CUFF.2629	-	-	CUFF.2629	-	-	ENSMUST00000110199	43-1028	-	38.0874	20.6104	54.961	OK	3.713598232
CUFF.2270	-	-	CUFF.2270	-	-	ENSMUST00000046157	2108-3267	-	38.2337	22.1871	53.7162	OK	3.727862777
CUFF.2502	-	-	CUFF.2502	-	-	ENSMUST00000129411	557-1714	-	38.3139	22.2255	53.809	OK	3.735682438
CUFF.3967	-	-	CUFF.3967	-	-	ENSMUST00000186583	845-1435	-	38.4932	13.7635	52.7602	OK	3.753164549
CUFF.7071	-	-	CUFF.7071	-	-	ENSMUST00000067252	1944-2534	-	38.4932	13.7635	52.7602	OK	3.753164549
CUFF.1797	-	-	CUFF.1797	-	-	ENSMUST00000108401	6-982	-	38.531	20.8004	55.4678	OK	3.756850126
CUFF.1597	-	-	CUFF.1597	-	-	ENSMUST00000115251	1923-2510	-	38.7941	13.8339	53.0299	OK	3.782502906
CUFF.2193	-	-	CUFF.2193	-	-	ENSMUST00000010804	1385-1972	-	38.7941	13.8339	53.0299	OK	3.782502906
CUFF.1927	-	-	CUFF.1927	-	-	ENSMUST00000042824	2775-3850	-	38.8128	21.4028	54.1366	OK	3.784326193
CUFF.7039	-	-	CUFF.7039	-	-	ENSMUST00000103026	584-1309	-	38.9093	16.801	56.0034	OK	3.793735138
CUFF.7249	-	-	CUFF.7249	-	-	ENSMUST00000127065	22-573	-	38.9183	12.2814	58.9509	OK	3.794612656
CUFF.4360	-	-	CUFF.4360	-	-	ENSMUST00000033070	168-996	-	38.9934	17.9801	57.2095	OK	3.801935057
CUFF.5211	-	-	CUFF.5211	-	-	ENSMUST00000024627	4381-5035	-	39.0329	16.5555	60.0138	OK	3.805786387
CUFF.875	-	-	CUFF.875	-	-	ENSMUST00000032233	117-1117	-	39.069	20.3012	56.8434	OK	3.809306209
CUFF.4362	-	-	CUFF.4362	-	-	ENSMUST00000021666	14-667	-	39.1197	16.5809	60.1057	OK	3.814249562
CUFF.4476	-	-	CUFF.4476	-	-	ENSMUST00000030547	7571-8152	-	39.4103	13.9767	53.5775	OK	3.842583647
CUFF.4051	-	-	CUFF.4051	-	-	ENSMUST00000042012	2822-3368	-	39.486	12.3939	59.4907	OK	3.84996455
CUFF.6712	-	-	CUFF.6712	-	-	ENSMUST00000044766	2992-3538	-	39.486	12.3939	59.4907	OK	3.84996455
CUFF.6890	-	-	CUFF.6890	-	-	ENSMUST00000044415	48-594	-	39.486	12.3939	59.4907	OK	3.84996455
CUFF.4715	-	-	CUFF.4715	-	-	ENSMUST00000102505	390-1345	-	39.6073	21.2578	56.6875	OK	3.861791544
CUFF.3243	-	-	CUFF.3243	-	-	ENSMUST00000042052	1882-3144	-	39.6274	23.5936	53.6218	OK	3.863751334
CUFF.1557	-	-	CUFF.1557	-	-	ENSMUST00000035661	2224-3175	-	39.8192	21.3472	56.9259	OK	3.882452221
CUFF.974	-	-	CUFF.974	-	-	ENSMUST00000110878	240-783	-	39.8347	12.4624	59.8194	OK	3.883963502
CUFF.4773	-	-	CUFF.4773	-	-	ENSMUST00000044783	521-2486	-	39.9473	28.2392	51.657	OK	3.894942229
CUFF.4163	-	-	CUFF.4163	-	-	ENSMUST00000169088	4628-5170	-	39.9523	12.4854	59.9298	OK	3.895429739
CUFF.3432	-	-	CUFF.3432	-	-	ENSMUST00000166429	4049-4692	-	40.0093	16.8387	61.0405	OK	3.900987354
CUFF.2665	-	-	CUFF.2665	-	-	ENSMUST00000109175	2053-3031	-	40.1784	20.7579	58.1221	OK	3.917474944
CUFF.1006	-	-	CUFF.1006	-	-	ENSMUST00000018353	827-1400	-	40.263	14.1719	54.3255	OK	3.925723615
CUFF.2808	-	-	CUFF.2808	-	-	ENSMUST00000042724	405-1146	-	40.2684	18.2647	56.6206	OK	3.926250126
CUFF.3534	-	-	CUFF.3534	-	-	ENSMUST00000106243	370-1077	-	40.2996	17.2288	57.4292	OK	3.929292189
CUFF.5476	-	-	CUFF.5476	-	-	ENSMUST00000043589	2959-3531	-	40.3722	14.1967	54.4205	OK	3.936370835
CUFF.3117	-	-	CUFF.3117	-	-	ENSMUST00000047645	137-1446	-	40.391	24.8143	54.7983	OK	3.938203873
CUFF.3799	-	-	CUFF.3799	-	-	ENSMUST00000080437	62-1705	-	40.4213	26.3599	54.3672	OK	3.941158184
CUFF.2265	-	-	CUFF.2265	-	-	ENSMUST00000088217	1018-1556	-	40.4297	12.5782	60.3754	OK	3.941977201
CUFF.4197	-	-	CUFF.4197	-	-	ENSMUST00000028949	12-550	-	40.4297	12.5782	60.3754	OK	3.941977201
CUFF.4029	-	-	CUFF.4029	-	-	ENSMUST00000018743	54-1027	-	40.4394	20.8646	58.4208	OK	3.94292297
CUFF.1390	-	-	CUFF.1390	-	-	ENSMUST00000165860	14485-15123	-	40.4694	16.9707	61.5188	OK	3.945848031
CUFF.6050	-	-	CUFF.6050	-	-	ENSMUST00000103212	428-1066	-	40.4694	16.9707	61.5188	OK	3.945848031
CUFF.6230	-	-	CUFF.6230	-	-	ENSMUST00000111390	233-970	-	40.5701	18.3638	56.9279	OK	3.955666484
CUFF.6645	-	-	CUFF.6645	-	-	ENSMUST00000063770	225-828	-	40.627	13.4668	60.6006	OK	3.961214348
CUFF.6682	-	-	CUFF.6682	-	-	ENSMUST00000022416	760-1496	-	40.6463	18.3888	57.0052	OK	3.963096137
CUFF.1915	-	-	CUFF.1915	-	-	ENSMUST00000032497	329-965	-	40.6564	17.0241	61.7123	OK	3.964080907
CUFF.7158	-	-	CUFF.7158	-	-	ENSMUST00000078374	1076-1612	-	40.6726	12.6251	60.6006	OK	3.96566044
CUFF.5954	-	-	CUFF.5954	-	-	ENSMUST00000112996	49-584	-	40.7952	12.6487	60.7139	OK	3.977614187
CUFF.1285	-	-	CUFF.1285	-	-	ENSMUST00000041388	160-794	-	40.8452	17.0778	61.907	OK	3.982489288
CUFF.2224	-	-	CUFF.2224	-	-	ENSMUST00000112101	894-1428	-	40.9186	12.6724	60.8276	OK	3.989645936
CUFF.5118	-	-	CUFF.5118	-	-	ENSMUST00000156110	335-935	-	40.9342	13.5341	60.9036	OK	3.991166967
CUFF.5073	-	-	CUFF.5073	-	-	ENSMUST00000027271	266-965	-	40.9499	17.4259	58.0865	OK	3.992697749
CUFF.1644	-	-	CUFF.1644	-	-	ENSMUST00000018449	58-823	-	40.9572	19.4609	60.1518	OK	3.993409513
CUFF.4071	-	-	CUFF.4071	-	-	ENSMUST00000041769	416-1445	-	40.9749	22.3596	59.1872	OK	3.995135299
CUFF.807	-	-	CUFF.807	-	-	ENSMUST00000001455	26-889	-	41.0276	20.3875	56.4576	OK	4.000273655
CUFF.3646	-	-	CUFF.3646	-	-	ENSMUST00000071455	279-1109	-	41.0284	19.5674	60.3329	OK	4.000351657
CUFF.3329	-	-	CUFF.3329	-	-	ENSMUST00000015749	134-667	-	41.0427	12.6962	60.9417	OK	4.001745936
CUFF.272	-	-	CUFF.272	-	-	ENSMUST00000190240	255-1051	-	41.0985	18.703	59.5094	OK	4.007186548
CUFF.4719	-	-	CUFF.4719	-	-	ENSMUST00000069057	2-732	-	41.1093	18.5399	57.4738	OK	4.00823957
CUFF.45	-	-	CUFF.45	-	-	ENSMUST00000108474	109-641	-	41.1675	12.7201	61.0563	OK	4.013914187
CUFF.684	-	-	CUFF.684	-	-	ENSMUST00000049845	618-1248	-	41.228	17.1862	62.3	OK	4.019813059
CUFF.4294	-	-	CUFF.4294	-	-	ENSMUST00000093360	1266-2552	-	41.249	25.2581	55.7784	OK	4.021860601
CUFF.5365	-	-	CUFF.5365	-	-	ENSMUST00000116371	710-2389	-	41.2694	27.4068	54.8137	OK	4.023849642
CUFF.565	-	-	CUFF.565	-	-	ENSMUST00000048319	840-1371	-	41.2931	12.744	61.1713	OK	4.02616044
CUFF.283	-	-	CUFF.283	-	-	ENSMUST00000122328	769-1627	-	41.3409	20.5063	56.7866	OK	4.030821036
CUFF.5325	-	-	CUFF.5325	-	-	ENSMUST00000021567	321-1179	-	41.3409	20.5063	56.7866	OK	4.030821036
CUFF.4475	-	-	CUFF.4475	-	-	ENSMUST00000030547	5826-6781	-	41.4077	21.2578	59.5219	OK	4.037334171
CUFF.2776	-	-	CUFF.2776	-	-	ENSMUST00000107903	355-1996	-	41.4188	27.2167	54.4335	OK	4.038416443
CUFF.6694	-	-	CUFF.6694	-	-	ENSMUST00000114813	1292-2018	-	41.4238	18.6421	57.7904	OK	4.038903953
CUFF.4588	-	-	CUFF.4588	-	-	ENSMUST00000097423	834-1527	-	41.4515	17.5768	58.5894	OK	4.041604759
CUFF.7092	-	-	CUFF.7092	-	-	ENSMUST00000082177	875-1535	-	41.4833	16.405	59.4682	OK	4.044705323
CUFF.2420	-	-	CUFF.2420	-	-	ENSMUST00000120705	1741-2335	-	41.5628	13.6709	61.5188	OK	4.052456734
CUFF.4522	-	-	CUFF.4522	-	-	ENSMUST00000091884	2335-3124	-	41.5896	18.8689	60.0374	OK	4.055069787
CUFF.4050	-	-	CUFF.4050	-	-	ENSMUST00000042012	244-772	-	41.6746	12.8164	61.5188	OK	4.063357459
CUFF.6383	-	-	CUFF.6383	-	-	ENSMUST00000003911	16-1063	-	41.7048	23.2679	56.877	OK	4.06630202
CUFF.1611	-	-	CUFF.1611	-	-	ENSMUST00000042771	2568-3258	-	41.707	17.6532	58.8441	OK	4.066516524
CUFF.2074	-	-	CUFF.2074	-	-	ENSMUST00000110085	558-1182	-	41.8159	17.3515	62.8991	OK	4.077134493
CUFF.6531	-	-	CUFF.6531	-	-	ENSMUST00000034650	328-952	-	41.8159	17.3515	62.8991	OK	4.077134493
CUFF.3510	-	-	CUFF.3510	-	-	ENSMUST00000099490	1061-1749	-	41.8791	17.7045	59.0152	OK	4.083296621
CUFF.2965	-	-	CUFF.2965	-	-	ENSMUST00000034140	49-1157	-	41.8848	24.4299	57.4102	OK	4.083852382
CUFF.525	-	-	CUFF.525	-	-	ENSMUST00000165017	680-1400	-	41.9048	18.7974	58.272	OK	4.085802423
CUFF.4976	-	-	CUFF.4976	-	-	ENSMUST00000055843	710-1333	-	41.9156	17.3793	63	OK	4.086855444
CUFF.2503	-	-	CUFF.2503	-	-	ENSMUST00000129411	2321-2847	-	41.9328	12.8652	61.7527	OK	4.088532479
CUFF.3804	-	-	CUFF.3804	-	-	ENSMUST00000106722	3060-3777	-	42.1495	18.8761	58.5158	OK	4.109661165
CUFF.6241	-	-	CUFF.6241	-	-	ENSMUST00000110200	39-756	-	42.1495	18.8761	58.5158	OK	4.109661165
CUFF.2850	-	-	CUFF.2850	-	-	ENSMUST00000044252	15-828	-	42.1723	19.9766	61.5945	OK	4.111884211
CUFF.3177	-	-	CUFF.3177	-	-	ENSMUST00000002599	264-1109	-	42.1783	20.8218	57.6603	OK	4.112469224
CUFF.5373	-	-	CUFF.5373	-	-	ENSMUST00000189881	335-2335	-	42.1822	29.7751	54.1366	OK	4.112849481
CUFF.7198	-	-	CUFF.7198	-	-	ENSMUST00000020273	958-1514	-	42.2033	14.6052	55.9866	OK	4.114906774
CUFF.2465	-	-	CUFF.2465	-	-	ENSMUST00000028848	65-620	-	42.3233	14.6315	56.0874	OK	4.126607016
CUFF.1426	-	-	CUFF.1426	-	-	ENSMUST00000089770	2595-3341	-	42.391	19.9565	61.6838	OK	4.133207902
CUFF.2898	-	-	CUFF.2898	-	-	ENSMUST00000021424	956-1542	-	42.4315	13.8575	62.3587	OK	4.137156734
CUFF.1328	-	-	CUFF.1328	-	-	ENSMUST00000033160	1242-1796	-	42.444	14.6579	56.1887	OK	4.138375509
CUFF.2008	-	-	CUFF.2008	-	-	ENSMUST00000001181	519-1041	-	42.459	12.9637	62.2259	OK	4.139838039
CUFF.7080	-	-	CUFF.7080	-	-	ENSMUST00000102930	1227-1972	-	42.4692	19.9833	61.7666	OK	4.14083256
CUFF.3082	-	-	CUFF.3082	-	-	ENSMUST00000041055	2345-3026	-	42.4927	17.8865	59.6218	OK	4.143123857
CUFF.7285	-	-	CUFF.7285	-	-	ENSMUST00000103234	5809-6681	-	42.4992	21.7291	58.9791	OK	4.14375762
CUFF.3905	-	-	CUFF.3905	-	-	ENSMUST00000020581	1358-1943	-	42.5426	13.8812	62.4653	OK	4.147989207
CUFF.3812	-	-	CUFF.3812	-	-	ENSMUST00000038053	88-641	-	42.5653	14.6844	56.2903	OK	4.150202503
CUFF.7086	-	-	CUFF.7086	-	-	ENSMUST00000112584	782-1748	-	42.5849	22.4168	56.042	OK	4.152113543
CUFF.7235	-	-	CUFF.7235	-	-	ENSMUST00000077609	606-1413	-	42.5914	20.1251	62.0525	OK	4.152747306
CUFF.5403	-	-	CUFF.5403	-	-	ENSMUST00000112622	5484-6068	-	42.6543	13.9049	62.5722	OK	4.158880182
CUFF.2529	-	-	CUFF.2529	-	-	ENSMUST00000027961	969-1521	-	42.6874	14.711	56.3923	OK	4.162107499
CUFF.2040	-	-	CUFF.2040	-	-	ENSMUST00000168651	19-1675	-	42.8544	28.6048	54.7577	OK	4.178390336
CUFF.6624	-	-	CUFF.6624	-	-	ENSMUST00000112392	4930-5670	-	42.8648	20.1183	62.1839	OK	4.179404357
CUFF.948	-	-	CUFF.948	-	-	ENSMUST00000086828	2542-3155	-	42.9385	17.6628	64.0278	OK	4.186590255
CUFF.4464	-	-	CUFF.4464	-	-	ENSMUST00000036904	829-1568	-	42.9449	20.1455	62.2681	OK	4.187214268
CUFF.6761	-	-	CUFF.6761	-	-	ENSMUST00000165052	61-1304	-	42.9549	26.1319	57.7079	OK	4.188189288
CUFF.4491	-	-	CUFF.4491	-	-	ENSMUST00000171332	10326-11221	-	43.0427	22.6829	60.4878	OK	4.196749965
CUFF.576	-	-	CUFF.576	-	-	ENSMUST00000030628	290-1969	-	43.1036	29.019	56.4259	OK	4.202687838
CUFF.1882	-	-	CUFF.1882	-	-	ENSMUST00000048896	203-814	-	43.1491	17.7206	64.2373	OK	4.207124179
CUFF.392	-	-	CUFF.392	-	-	ENSMUST00000077235	1-611	-	43.2552	17.7497	64.3427	OK	4.217469143
CUFF.4130	-	-	CUFF.4130	-	-	ENSMUST00000162359	2402-3074	-	43.3085	18.1261	60.4203	OK	4.222666
CUFF.3948	-	-	CUFF.3948	-	-	ENSMUST00000025847	101-1023	-	43.3088	22.0187	61.6523	OK	4.222695251
CUFF.4878	-	-	CUFF.4878	-	-	ENSMUST00000034091	2264-2967	-	43.3302	19.252	59.6811	OK	4.224781794
CUFF.601	-	-	CUFF.601	-	-	ENSMUST00000049295	3285-4922	-	43.4223	28.9368	57.8736	OK	4.23376173
CUFF.3914	-	-	CUFF.3914	-	-	ENSMUST00000164259	560-1448	-	43.4827	22.8617	60.9646	OK	4.239650851
CUFF.2861	-	-	CUFF.2861	-	-	ENSMUST00000020339	1066-1798	-	43.5134	20.3382	62.8635	OK	4.242644163
CUFF.4266	-	-	CUFF.4266	-	-	ENSMUST00000156969	501-1326	-	43.5351	21.3265	59.0581	OK	4.244759957
CUFF.4829	-	-	CUFF.4829	-	-	ENSMUST00000103220	3628-4515	-	43.5463	22.8875	61.0333	OK	4.24585198
CUFF.6763	-	-	CUFF.6763	-	-	ENSMUST00000185929	428-1315	-	43.5463	22.8875	61.0333	OK	4.24585198
CUFF.5169	-	-	CUFF.5169	-	-	ENSMUST00000150941	189-703	-	43.5521	13.1655	63.1944	OK	4.246417491
CUFF.1252	-	-	CUFF.1252	-	-	ENSMUST00000006629	2348-3421	-	43.5703	25.2267	59.2828	OK	4.248192028
CUFF.2067	-	-	CUFF.2067	-	-	ENSMUST00000107724	133-740	-	43.5766	17.8374	64.6607	OK	4.248806291
CUFF.3935	-	-	CUFF.3935	-	-	ENSMUST00000020562	833-1501	-	43.6813	18.2346	60.7821	OK	4.259014751
CUFF.3877	-	-	CUFF.3877	-	-	ENSMUST00000113913	1121-1665	-	43.6896	14.9274	57.2216	OK	4.259824018
CUFF.4308	-	-	CUFF.4308	-	-	ENSMUST00000107537	594-1726	-	43.7169	25.1075	59.7798	OK	4.262485823
CUFF.3439	-	-	CUFF.3439	-	-	ENSMUST00000069533	221-1383	-	43.7606	25.624	60.5659	OK	4.266746661
CUFF.3984	-	-	CUFF.3984	-	-	ENSMUST00000027068	302-938	-	43.7838	17.0241	61.7123	OK	4.269008708
CUFF.6523	-	-	CUFF.6523	-	-	ENSMUST00000021048	1147-1752	-	43.7935	17.8964	64.8744	OK	4.269954478
CUFF.5055	-	-	CUFF.5055	-	-	ENSMUST00000045402	1512-2426	-	43.7963	22.2114	62.1919	OK	4.270227483
CUFF.6157	-	-	CUFF.6157	-	-	ENSMUST00000112493	489-1063	-	43.8048	14.1472	63.6623	OK	4.27105625
CUFF.1989	-	-	CUFF.1989	-	-	ENSMUST00000085814	3054-3597	-	43.8181	14.9549	57.3269	OK	4.272353027
CUFF.3353	-	-	CUFF.3353	-	-	ENSMUST00000041733	3000-3512	-	43.8342	13.2169	63.4413	OK	4.27392281
CUFF.4945	-	-	CUFF.4945	-	-	ENSMUST00000022358	3774-4502	-	43.8451	20.4499	63.2089	OK	4.274985581
CUFF.2294	-	-	CUFF.2294	-	-	ENSMUST00000021784	188-1039	-	43.877	22.2653	60.4345	OK	4.278095896
CUFF.3053	-	-	CUFF.3053	-	-	ENSMUST00000061143	18-653	-	43.8852	17.0509	61.8095	OK	4.278895412
CUFF.800	-	-	CUFF.800	-	-	ENSMUST00000097275	883-1703	-	43.888	21.4566	59.4182	OK	4.279168418
CUFF.3719	-	-	CUFF.3719	-	-	ENSMUST00000155282	670-1272	-	44.123	17.9856	65.1977	OK	4.302081391
CUFF.5395	-	-	CUFF.5395	-	-	ENSMUST00000026292	6827-7429	-	44.123	17.9856	65.1977	OK	4.302081391
CUFF.7532	-	-	CUFF.7532	-	-	ENSMUST00000029699	393-1731	-	44.1295	27.3111	60.6912	OK	4.302715154
CUFF.5760	-	-	CUFF.5760	-	-	ENSMUST00000043896	9382-9891	-	44.2643	13.2948	63.8152	OK	4.315858426
CUFF.3224	-	-	CUFF.3224	-	-	ENSMUST00000103140	979-1732	-	44.3131	19.771	62.9077	OK	4.320616524
CUFF.4861	-	-	CUFF.4861	-	-	ENSMUST00000108127	282-821	-	44.3402	15.0658	57.7524	OK	4.323258829
CUFF.2828	-	-	CUFF.2828	-	-	ENSMUST00000076807	1126-2489	-	44.3452	27.8031	59.578	OK	4.323746339
CUFF.2206	-	-	CUFF.2206	-	-	ENSMUST00000037649	4-604	-	44.3454	18.0455	65.415	OK	4.323765839
CUFF.4795	-	-	CUFF.4795	-	-	ENSMUST00000115460	196-826	-	44.3994	17.1862	62.3	OK	4.329030948
CUFF.370	-	-	CUFF.370	-	-	ENSMUST00000025197	631-1139	-	44.4095	13.321	63.9408	OK	4.330015719
CUFF.1384	-	-	CUFF.1384	-	-	ENSMUST00000129949	922-1765	-	44.4257	22.4766	61.008	OK	4.331595251
CUFF.5918	-	-	CUFF.5918	-	-	ENSMUST00000118317	2797-3335	-	44.4726	15.0938	57.8597	OK	4.336168096
CUFF.5538	-	-	CUFF.5538	-	-	ENSMUST00000168552	29-749	-	44.5238	20.6772	63.9112	OK	4.341160199
CUFF.242	-	-	CUFF.242	-	-	ENSMUST00000030138	63-570	-	44.5557	13.3473	64.067	OK	4.344270513
CUFF.7215	-	-	CUFF.7215	-	-	ENSMUST00000095450	430-937	-	44.5557	13.3473	64.067	OK	4.344270513
CUFF.6894	-	-	CUFF.6894	-	-	ENSMUST00000076803	17-767	-	44.5562	19.8501	63.1593	OK	4.344319264
CUFF.2675	-	-	CUFF.2675	-	-	ENSMUST00000178504	1329-2442	-	44.6299	25.5361	60.8003	OK	4.351505163
CUFF.2172	-	-	CUFF.2172	-	-	ENSMUST00000070165	134-852	-	44.6968	20.7348	64.0893	OK	4.358028047
CUFF.1314	-	-	CUFF.1314	-	-	ENSMUST00000022766	1121-1627	-	44.7029	13.3737	64.1936	OK	4.35862281
CUFF.143	-	-	CUFF.143	-	-	ENSMUST00000051209	817-1474	-	44.7402	18.5399	61.7997	OK	4.362259635
CUFF.4827	-	-	CUFF.4827	-	-	ENSMUST00000103220	973-2324	-	44.8089	28.05	60.1072	OK	4.368958023
CUFF.4994	-	-	CUFF.4994	-	-	ENSMUST00000162569	14-549	-	44.8748	15.1785	58.1842	OK	4.375383406
CUFF.290	-	-	CUFF.290	-	-	ENSMUST00000061390	309-904	-	44.9114	18.1972	65.9647	OK	4.37895198
CUFF.7460	-	-	CUFF.7460	-	-	ENSMUST00000099078	744-1399	-	44.9383	18.5965	61.9884	OK	4.381574784
CUFF.2049	-	-	CUFF.2049	-	-	ENSMUST00000099131	895-1610	-	44.9588	20.8218	64.3582	OK	4.383573575
CUFF.7273	-	-	CUFF.7273	-	-	ENSMUST00000032175	1865-2700	-	44.9883	22.692	61.5925	OK	4.386449885
CUFF.412	-	-	CUFF.412	-	-	ENSMUST00000071103	716-1581	-	44.994	23.4696	62.5856	OK	4.387005646
CUFF.2530	-	-	CUFF.2530	-	-	ENSMUST00000049055	330-834	-	45.0001	13.4267	64.4483	OK	4.387600408
CUFF.4598	-	-	CUFF.4598	-	-	ENSMUST00000094480	1697-2231	-	45.0104	15.2069	58.2931	OK	4.388604679
CUFF.5943	-	-	CUFF.5943	-	-	ENSMUST00000036300	419-1132	-	45.1352	20.8802	64.5387	OK	4.400772931
CUFF.4434	-	-	CUFF.4434	-	-	ENSMUST00000080418	870-1402	-	45.2843	15.2641	58.5123	OK	4.415310481
CUFF.3323	-	-	CUFF.3323	-	-	ENSMUST00000168058	323-1094	-	45.292	21.0648	64.9498	OK	4.416061246
CUFF.6919	-	-	CUFF.6919	-	-	ENSMUST00000027290	2877-3558	-	45.3255	19.8739	61.6092	OK	4.419327564
CUFF.4828	-	-	CUFF.4828	-	-	ENSMUST00000103220	2420-3220	-	45.3589	21.993	60.9036	OK	4.422584131
CUFF.1275	-	-	CUFF.1275	-	-	ENSMUST00000011877	5552-6471	-	45.3812	23.5633	58.9081	OK	4.424758426
