tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	length2	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.3686	-	-	CUFF.3686	-	-	ENSMUST00000122334	14-932	ENSMUST00000122334:14-932	-	70.457	34.6472	103.942	OK	9.433376538
CUFF.2553	-	-	CUFF.2553	-	-	ENSMUST00000069597	204-970	ENSMUST00000069597:204-970	-	70.6479	31.1418	103.806	OK	9.458935838
CUFF.549	-	-	CUFF.549	-	-	ENSMUST00000186164	2338-3140	ENSMUST00000186164:2338-3140	-	70.8269	33.0487	102.451	OK	9.482901866
CUFF.1483	-	-	CUFF.1483	-	-	ENSMUST00000170373	51-700	ENSMUST00000170373:51-700	-	71.3529	24.5039	110.268	OK	9.553327176
CUFF.2585	-	-	CUFF.2585	-	-	ENSMUST00000108431	1679-2505	ENSMUST00000108431:1679-2505	-	72.3534	35.2973	109.101	OK	9.687282542
CUFF.1981	-	-	CUFF.1981	-	-	ENSMUST00000047510	1604-2499	ENSMUST00000047510:1604-2499	-	72.7996	35.5376	109.574	OK	9.747023555
CUFF.1666	-	-	CUFF.1666	-	-	ENSMUST00000108838	154-866	ENSMUST00000108838:154-866	-	72.9367	29.781	107.956	OK	9.765379658
CUFF.3746	-	-	CUFF.3746	-	-	ENSMUST00000039338	223-1005	ENSMUST00000039338:223-1005	-	73.2744	33.894	105.071	OK	9.810593778
CUFF.391	-	-	CUFF.391	-	-	ENSMUST00000112096	643-2399	ENSMUST00000112096:643-2399	-	73.3997	48.3009	98.1111	OK	9.827369997
CUFF.706	-	-	CUFF.706	-	-	ENSMUST00000067680	576-1140	ENSMUST00000067680:576-1140	-	73.4706	23.4974	112.788	OK	9.836862687
CUFF.673	-	-	CUFF.673	-	-	ENSMUST00000019283	5-566	ENSMUST00000019283:5-566	-	74.0867	23.6231	113.391	OK	9.919351343
CUFF.1270	-	-	CUFF.1270	-	-	ENSMUST00000023561	969-1526	ENSMUST00000023561:969-1526	-	74.9244	23.7927	114.205	OK	10.03150967
CUFF.3236	-	-	CUFF.3236	-	-	ENSMUST00000042766	22-1105	ENSMUST00000042766:22-1105	-	75.3193	41.6054	105.237	OK	10.08438221
CUFF.2033	-	-	CUFF.2033	-	-	ENSMUST00000044923	1235-1825	ENSMUST00000044923:1235-1825	-	75.3846	26.9543	103.325	OK	10.09312513
CUFF.3031	-	-	CUFF.3031	-	-	ENSMUST00000154356	205-1005	ENSMUST00000154356:205-1005	-	75.5058	36.4445	112.647	OK	10.1093524
CUFF.3942	-	-	CUFF.3942	-	-	ENSMUST00000116403	200-751	ENSMUST00000116403:200-751	-	76.2171	24.0518	115.449	OK	10.20458724
CUFF.2621	-	-	CUFF.2621	-	-	ENSMUST00000032441	635-1287	ENSMUST00000032441:635-1287	-	76.7822	32.5216	117.891	OK	10.28024758
CUFF.3142	-	-	CUFF.3142	-	-	ENSMUST00000042281	210-928	ENSMUST00000042281:210-928	-	77.2356	33.2237	110.746	OK	10.34095259
CUFF.605	-	-	CUFF.605	-	-	ENSMUST00000022458	502-1117	ENSMUST00000022458:502-1117	-	77.2447	25.8586	116.364	OK	10.34217098
CUFF.1770	-	-	CUFF.1770	-	-	ENSMUST00000022734	6-792	ENSMUST00000022734:6-792	-	77.3197	37.0936	114.653	OK	10.35221261
CUFF.1431	-	-	CUFF.1431	-	-	ENSMUST00000079773	444-1298	ENSMUST00000079773:444-1298	-	77.3862	37.2437	114.835	OK	10.36111619
CUFF.1432	-	-	CUFF.1432	-	-	ENSMUST00000085435	41-620	ENSMUST00000085435:41-620	-	77.5915	27.4664	105.288	OK	10.38860348
CUFF.4007	-	-	CUFF.4007	-	-	ENSMUST00000120753	347-1301	ENSMUST00000120753:347-1301	-	77.6698	41.6747	111.132	OK	10.39908695
CUFF.3407	-	-	CUFF.3407	-	-	ENSMUST00000140299	610-1154	ENSMUST00000140299:610-1154	-	77.7828	24.3613	116.934	OK	10.41421634
CUFF.26	-	-	CUFF.26	-	-	ENSMUST00000004508	31-643	ENSMUST00000004508:31-643	-	77.8116	25.9854	116.934	OK	10.41807233
CUFF.1202	-	-	CUFF.1202	-	-	ENSMUST00000114666	816-1700	ENSMUST00000114666:816-1700	-	77.8694	38.9781	107.939	OK	10.42581108
CUFF.3021	-	-	CUFF.3021	-	-	ENSMUST00000112308	2-1328	ENSMUST00000112308:2-1328	-	77.9035	47.973	105.94	OK	10.43037667
CUFF.735	-	-	CUFF.735	-	-	ENSMUST00000057561	55-904	ENSMUST00000057561:55-904	-	77.9854	37.463	115.511	OK	10.44134213
CUFF.1713	-	-	CUFF.1713	-	-	ENSMUST00000029666	15-1101	ENSMUST00000029666:15-1101	-	78.0658	43.9311	107.387	OK	10.45210676
CUFF.2136	-	-	CUFF.2136	-	-	ENSMUST00000004281	561-1201	ENSMUST00000004281:561-1201	-	78.8918	33.1314	120.101	OK	10.5626986
CUFF.1195	-	-	CUFF.1195	-	-	ENSMUST00000044567	42-581	ENSMUST00000044567:42-581	-	78.9411	24.5873	118.019	OK	10.5692993
CUFF.1792	-	-	CUFF.1792	-	-	ENSMUST00000051186	274-1249	ENSMUST00000051186:274-1249	-	78.9907	40.7771	114.176	OK	10.57594016
CUFF.521	-	-	CUFF.521	-	-	ENSMUST00000127996	244-916	ENSMUST00000127996:244-916	-	79.1605	31.5537	114.382	OK	10.59867442
CUFF.310	-	-	CUFF.310	-	-	ENSMUST00000132467	490-1028	ENSMUST00000132467:490-1028	-	79.1769	24.633	118.238	OK	10.60087019
CUFF.1671	-	-	CUFF.1671	-	-	ENSMUST00000098826	1620-2157	ENSMUST00000098826:1620-2157	-	79.4141	24.6789	118.459	OK	10.63262852
CUFF.3901	-	-	CUFF.3901	-	-	ENSMUST00000027921	777-1614	ENSMUST00000027921:777-1614	-	79.462	38.0001	117.167	OK	10.63904178
CUFF.2615	-	-	CUFF.2615	-	-	ENSMUST00000115460	2207-2876	ENSMUST00000115460:2207-2876	-	79.6704	31.6952	114.895	OK	10.66694412
CUFF.425	-	-	CUFF.425	-	-	ENSMUST00000144942	1566-2301	ENSMUST00000144942:1566-2301	-	79.7509	36.0613	111.79	OK	10.67772214
CUFF.2479	-	-	CUFF.2479	-	-	ENSMUST00000171318	684-1252	ENSMUST00000171318:684-1252	-	79.9314	27.9983	107.327	OK	10.701889
CUFF.3673	-	-	CUFF.3673	-	-	ENSMUST00000105639	9-543	ENSMUST00000105639:9-543	-	80.1344	24.8175	119.124	OK	10.72906835
CUFF.3802	-	-	CUFF.3802	-	-	ENSMUST00000132945	1066-2324	ENSMUST00000132945:1066-2324	-	80.413	48.4592	109.56	OK	10.76636967
CUFF.1458	-	-	CUFF.1458	-	-	ENSMUST00000055506	5412-6043	ENSMUST00000055506:5412-6043	-	80.5517	33.6039	121.814	OK	10.78493999
CUFF.3903	-	-	CUFF.3903	-	-	ENSMUST00000110975	670-1597	ENSMUST00000110975:670-1597	-	80.5673	42.8885	114.369	OK	10.78702865
CUFF.2616	-	-	CUFF.2616	-	-	ENSMUST00000115460	3934-4662	ENSMUST00000115460:3934-4662	-	80.8147	36.4081	112.865	OK	10.82015265
CUFF.2583	-	-	CUFF.2583	-	-	ENSMUST00000102504	2000-2791	ENSMUST00000102504:2000-2791	-	81.1715	36.8592	117.279	OK	10.86792403
CUFF.270	-	-	CUFF.270	-	-	ENSMUST00000174259	89-748	ENSMUST00000174259:89-748	-	81.4185	32.1761	116.638	OK	10.90099447
CUFF.3690	-	-	CUFF.3690	-	-	ENSMUST00000031795	597-1125	ENSMUST00000031795:597-1125	-	81.6149	25.0995	120.478	OK	10.92729016
CUFF.1019	-	-	CUFF.1019	-	-	ENSMUST00000191104	751-2155	ENSMUST00000191104:751-2155	-	81.6725	50.9713	109.494	OK	10.93500213
CUFF.1840	-	-	CUFF.1840	-	-	ENSMUST00000179233	289-849	ENSMUST00000179233:289-849	-	81.7238	28.3983	108.86	OK	10.94187061
CUFF.181	-	-	CUFF.181	-	-	ENSMUST00000000384	479-1233	ENSMUST00000000384:479-1233	-	81.8121	38.6679	119.519	OK	10.95369296
CUFF.2609	-	-	CUFF.2609	-	-	ENSMUST00000044783	3838-4429	ENSMUST00000044783:3838-4429	-	82.0257	26.9087	121.089	OK	10.98229152
CUFF.1494	-	-	CUFF.1494	-	-	ENSMUST00000103017	491-1017	ENSMUST00000103017:491-1017	-	82.1207	25.195	120.936	OK	10.99501092
CUFF.2855	-	-	CUFF.2855	-	-	ENSMUST00000007272	2-1043	ENSMUST00000007272:2-1043	-	82.2591	45.8301	112.029	OK	11.01354108
CUFF.1611	-	-	CUFF.1611	-	-	ENSMUST00000112437	1-1235	ENSMUST00000112437:1-1235	-	82.2854	49.4017	111.691	OK	11.01706235
CUFF.4001	-	-	CUFF.4001	-	-	ENSMUST00000161300	3-657	ENSMUST00000161300:3-657	-	82.3216	32.4221	117.53	OK	11.02190911
CUFF.1411	-	-	CUFF.1411	-	-	ENSMUST00000025270	587-1112	ENSMUST00000025270:587-1112	-	82.3759	25.2429	121.166	OK	11.02917925
CUFF.2549	-	-	CUFF.2549	-	-	ENSMUST00000006424	32-651	ENSMUST00000006424:32-651	-	82.8766	34.2554	124.176	OK	11.09621718
CUFF.603	-	-	CUFF.603	-	-	ENSMUST00000000451	1408-1931	ENSMUST00000000451:1408-1931	-	82.8911	25.3395	121.629	OK	11.09815856
CUFF.3631	-	-	CUFF.3631	-	-	ENSMUST00000140075	497-1115	ENSMUST00000140075:497-1115	-	83.0765	34.3108	124.377	OK	11.12298148
CUFF.1775	-	-	CUFF.1775	-	-	ENSMUST00000167571	7-592	ENSMUST00000167571:7-592	-	83.3149	27.1847	122.331	OK	11.15490048
CUFF.1581	-	-	CUFF.1581	-	-	ENSMUST00000045247	331-1010	ENSMUST00000045247:331-1010	-	83.567	35.1319	117.106	OK	11.18865375
CUFF.2057	-	-	CUFF.2057	-	-	ENSMUST00000065973	7-527	ENSMUST00000065973:7-527	-	83.6762	25.4857	122.331	OK	11.20327436
CUFF.2335	-	-	CUFF.2335	-	-	ENSMUST00000019109	116-730	ENSMUST00000019109:116-730	-	83.8855	34.5343	125.187	OK	11.23129721
CUFF.3632	-	-	CUFF.3632	-	-	ENSMUST00000100214	472-1086	ENSMUST00000100214:472-1086	-	83.8855	34.5343	125.187	OK	11.23129721
CUFF.3575	-	-	CUFF.3575	-	-	ENSMUST00000053771	2381-3026	ENSMUST00000053771:2381-3026	-	83.9988	32.8745	119.17	OK	11.24646677
CUFF.941	-	-	CUFF.941	-	-	ENSMUST00000176274	80-976	ENSMUST00000176274:80-976	-	84.1726	44.3724	118.326	OK	11.26973658
CUFF.1994	-	-	CUFF.1994	-	-	ENSMUST00000061755	2-1244	ENSMUST00000061755:2-1244	-	84.2033	51.2176	113.105	OK	11.27384695
CUFF.3680	-	-	CUFF.3680	-	-	ENSMUST00000032322	2087-3171	ENSMUST00000032322:2087-3171	-	84.2618	48.9024	114.921	OK	11.28167942
CUFF.3354	-	-	CUFF.3354	-	-	ENSMUST00000045277	1041-1714	ENSMUST00000045277:1041-1714	-	84.6343	35.4451	118.15	OK	11.33155286
CUFF.969	-	-	CUFF.969	-	-	ENSMUST00000030800	209-788	ENSMUST00000030800:209-788	-	84.6452	27.4664	123.599	OK	11.33301225
CUFF.2994	-	-	CUFF.2994	-	-	ENSMUST00000020188	321-1432	ENSMUST00000020188:321-1432	-	84.6754	50.0996	116.899	OK	11.33705568
CUFF.2614	-	-	CUFF.2614	-	-	ENSMUST00000115461	3172-3935	ENSMUST00000115461:3172-3935	-	85.2318	38.2118	121.583	OK	11.41155119
CUFF.2368	-	-	CUFF.2368	-	-	ENSMUST00000065629	859-1466	ENSMUST00000065629:859-1466	-	85.3398	34.9326	126.631	OK	11.42601114
CUFF.2752	-	-	CUFF.2752	-	-	ENSMUST00000114859	39-646	ENSMUST00000114859:39-646	-	85.3398	34.9326	126.631	OK	11.42601114
CUFF.2892	-	-	CUFF.2892	-	-	ENSMUST00000027186	2104-2742	ENSMUST00000027186:2104-2742	-	85.3513	33.2352	120.478	OK	11.42755086
CUFF.3664	-	-	CUFF.3664	-	-	ENSMUST00000030187	6225-6986	ENSMUST00000030187:6225-6986	-	85.5374	38.3122	121.903	OK	11.4524675
CUFF.3745	-	-	CUFF.3745	-	-	ENSMUST00000100046	242-1188	ENSMUST00000100046:242-1188	-	85.6433	44.8289	112.072	OK	11.46664628
CUFF.2343	-	-	CUFF.2343	-	-	ENSMUST00000029400	66-919	ENSMUST00000029400:66-919	-	85.6637	43.5019	118.077	OK	11.4693776
CUFF.229	-	-	CUFF.229	-	-	ENSMUST00000061101	696-1238	ENSMUST00000061101:696-1238	-	86.0662	29.3414	112.475	OK	11.52326769
CUFF.3759	-	-	CUFF.3759	-	-	ENSMUST00000018184	307-818	ENSMUST00000018184:307-818	-	86.1232	25.9345	124.486	OK	11.53089933
CUFF.3630	-	-	CUFF.3630	-	-	ENSMUST00000026196	376-1220	ENSMUST00000026196:376-1220	-	86.867	43.9658	119.336	OK	11.63048554
CUFF.2751	-	-	CUFF.2751	-	-	ENSMUST00000114863	68-820	ENSMUST00000114863:68-820	-	86.9403	38.7707	123.361	OK	11.64029956
CUFF.3861	-	-	CUFF.3861	-	-	ENSMUST00000094499	327-955	ENSMUST00000094499:327-955	-	87.3607	33.7644	122.396	OK	11.69658625
CUFF.3617	-	-	CUFF.3617	-	-	ENSMUST00000179127	24-681	ENSMUST00000179127:24-681	-	87.6186	36.3083	121.028	OK	11.73111608
CUFF.2713	-	-	CUFF.2713	-	-	ENSMUST00000060864	245-1353	ENSMUST00000060864:245-1353	-	87.8857	50.2353	119.608	OK	11.76687768
CUFF.439	-	-	CUFF.439	-	-	ENSMUST00000090227	1050-1825	ENSMUST00000090227:1050-1825	-	88.0787	41.0401	126.54	OK	11.79271814
CUFF.557	-	-	CUFF.557	-	-	ENSMUST00000032192	2098-3141	ENSMUST00000032192:2098-3141	-	88.3758	50.8247	119.438	OK	11.83249639
CUFF.1030	-	-	CUFF.1030	-	-	ENSMUST00000043765	1004-1776	ENSMUST00000043765:1004-1776	-	88.5433	41.1996	127.032	OK	11.8549227
CUFF.2966	-	-	CUFF.2966	-	-	ENSMUST00000190703	3012-3574	ENSMUST00000190703:3012-3574	-	88.6562	28.2973	127.338	OK	11.87003871
CUFF.145	-	-	CUFF.145	-	-	ENSMUST00000034388	1-711	ENSMUST00000034388:1-711	-	88.9156	41.0642	126.926	OK	11.90476936
CUFF.2401	-	-	CUFF.2401	-	-	ENSMUST00000090147	20-730	ENSMUST00000090147:20-730	-	88.9156	41.0642	126.926	OK	11.90476936
CUFF.2370	-	-	CUFF.2370	-	-	ENSMUST00000019862	294-1063	ENSMUST00000019862:294-1063	-	89.0128	41.3604	127.528	OK	11.91778332
CUFF.3883	-	-	CUFF.3883	-	-	ENSMUST00000007251	932-1670	ENSMUST00000007251:932-1670	-	89.2164	39.5062	125.702	OK	11.945043
CUFF.3479	-	-	CUFF.3479	-	-	ENSMUST00000035033	1886-2683	ENSMUST00000035033:1886-2683	-	89.2791	43.2329	119.722	OK	11.9534378
CUFF.2631	-	-	CUFF.2631	-	-	ENSMUST00000103220	1156-1773	ENSMUST00000103220:1156-1773	-	89.6832	34.3664	124.578	OK	12.00754211
CUFF.3150	-	-	CUFF.3150	-	-	ENSMUST00000122188	254-871	ENSMUST00000122188:254-871	-	89.6832	34.3664	124.578	OK	12.00754211
CUFF.3890	-	-	CUFF.3890	-	-	ENSMUST00000106540	442-1177	ENSMUST00000106540:442-1177	-	89.7197	39.6675	126.215	OK	12.01242904
CUFF.2324	-	-	CUFF.2324	-	-	ENSMUST00000062957	360-1827	ENSMUST00000062957:360-1827	-	90.1849	57.8162	119.246	OK	12.07471394
CUFF.1676	-	-	CUFF.1676	-	-	ENSMUST00000167354	795-1585	ENSMUST00000167354:795-1585	-	90.3442	43.616	120.783	OK	12.09604236
CUFF.3194	-	-	CUFF.3194	-	-	ENSMUST00000114945	1053-1784	ENSMUST00000114945:1053-1784	-	90.3997	39.8845	126.905	OK	12.10347317
CUFF.1009	-	-	CUFF.1009	-	-	ENSMUST00000110007	1046-1542	ENSMUST00000110007:1046-1542	-	90.5359	26.7188	128.25	OK	12.12170877
CUFF.2804	-	-	CUFF.2804	-	-	ENSMUST00000102858	39-769	ENSMUST00000102858:39-769	-	90.5713	39.9392	127.079	OK	12.12644842
CUFF.564	-	-	CUFF.564	-	-	ENSMUST00000044113	1335-1947	ENSMUST00000044113:1335-1947	-	90.7802	34.6472	125.596	OK	12.15441771
CUFF.2405	-	-	CUFF.2405	-	-	ENSMUST00000115366	2-1459	ENSMUST00000115366:2-1459	-	90.9042	58.213	120.064	OK	12.17101988
CUFF.3923	-	-	CUFF.3923	-	-	ENSMUST00000165430	70-798	ENSMUST00000165430:70-798	-	90.9165	40.0489	127.428	OK	12.17266671
CUFF.1204	-	-	CUFF.1204	-	-	ENSMUST00000049474	845-1543	ENSMUST00000049474:845-1543	-	91.0721	41.7702	129.108	OK	12.19349974
CUFF.1263	-	-	CUFF.1263	-	-	ENSMUST00000023099	295-1138	ENSMUST00000023099:295-1138	-	91.1457	47.1621	125.766	OK	12.20335393
CUFF.1655	-	-	CUFF.1655	-	-	ENSMUST00000130041	2270-2764	ENSMUST00000130041:2270-2764	-	91.1586	26.827	128.77	OK	12.20508109
CUFF.213	-	-	CUFF.213	-	-	ENSMUST00000080435	1978-2501	ENSMUST00000080435:1978-2501	-	91.1802	30.4074	116.562	OK	12.20797308
CUFF.1381	-	-	CUFF.1381	-	-	ENSMUST00000033934	110-662	ENSMUST00000033934:110-662	-	91.1983	28.8099	129.644	OK	12.21039646
CUFF.3212	-	-	CUFF.3212	-	-	ENSMUST00000033992	542-1063	ENSMUST00000033992:542-1063	-	91.7541	30.5241	117.009	OK	12.28481165
CUFF.19	-	-	CUFF.19	-	-	ENSMUST00000113674	17-509	ENSMUST00000113674:17-509	-	91.79	26.9361	129.293	OK	12.28961824
CUFF.3297	-	-	CUFF.3297	-	-	ENSMUST00000111784	2953-3444	ENSMUST00000111784:2953-3444	-	92.109	26.9909	129.556	OK	12.33232865
CUFF.3905	-	-	CUFF.3905	-	-	ENSMUST00000110974	868-1473	ENSMUST00000110974:868-1473	-	92.3619	35.0481	127.049	OK	12.36618903
CUFF.315	-	-	CUFF.315	-	-	ENSMUST00000046049	818-1595	ENSMUST00000046049:818-1595	-	92.3912	44.3457	122.804	OK	12.37011196
CUFF.305	-	-	CUFF.305	-	-	ENSMUST00000059588	588-1594	ENSMUST00000059588:588-1594	-	92.4491	52.694	123.831	OK	12.3778641
CUFF.1033	-	-	CUFF.1033	-	-	ENSMUST00000129413	424-1057	ENSMUST00000129413:424-1057	-	92.5117	37.685	125.617	OK	12.38624552
CUFF.2990	-	-	CUFF.2990	-	-	ENSMUST00000111147	529-1820	ENSMUST00000111147:529-1820	-	92.5935	57.4859	127.29	OK	12.39719759
CUFF.1582	-	-	CUFF.1582	-	-	ENSMUST00000033096	404-1351	ENSMUST00000033096:404-1351	-	92.6555	50.3793	123.149	OK	12.40549867
CUFF.1653	-	-	CUFF.1653	-	-	ENSMUST00000148750	2169-2744	ENSMUST00000148750:2169-2744	-	92.6856	36.8766	133.678	OK	12.40952871
CUFF.1283	-	-	CUFF.1283	-	-	ENSMUST00000041623	1205-1694	ENSMUST00000041623:1205-1694	-	92.7537	27.1013	130.086	OK	12.41864651
CUFF.378	-	-	CUFF.378	-	-	ENSMUST00000090300	3924-4470	ENSMUST00000090300:3924-4470	-	92.7947	29.1265	131.069	OK	12.42413594
CUFF.132	-	-	CUFF.132	-	-	ENSMUST00000032840	2-576	ENSMUST00000032840:2-576	-	92.9356	36.9409	133.911	OK	12.44300082
CUFF.2406	-	-	CUFF.2406	-	-	ENSMUST00000115366	2725-3327	ENSMUST00000115366:2725-3327	-	93.0568	35.2227	127.682	OK	12.45922809
CUFF.1866	-	-	CUFF.1866	-	-	ENSMUST00000060989	3024-3825	ENSMUST00000060989:3024-3825	-	93.1158	46.326	125.742	OK	12.46712751
CUFF.1234	-	-	CUFF.1234	-	-	ENSMUST00000058444	1069-2126	ENSMUST00000058444:1069-2126	-	93.1356	52.6591	125.379	OK	12.4697785
CUFF.3423	-	-	CUFF.3423	-	-	ENSMUST00000015501	806-1890	ENSMUST00000015501:806-1890	-	93.2899	53.7926	132.036	OK	12.49043749
CUFF.3719	-	-	CUFF.3719	-	-	ENSMUST00000018625	667-1268	ENSMUST00000018625:667-1268	-	93.2907	35.2813	127.895	OK	12.4905446
CUFF.1721	-	-	CUFF.1721	-	-	ENSMUST00000176663	30-801	ENSMUST00000176663:30-801	-	93.3676	44.6908	123.759	OK	12.50084062
CUFF.2270	-	-	CUFF.2270	-	-	ENSMUST00000096224	771-1258	ENSMUST00000096224:771-1258	-	93.4074	27.2126	130.621	OK	12.50616938
CUFF.3998	-	-	CUFF.3998	-	-	ENSMUST00000027766	0-487	ENSMUST00000027766:0-487	-	93.4074	27.2126	130.621	OK	12.50616938
CUFF.1826	-	-	CUFF.1826	-	-	ENSMUST00000163832	947-2056	ENSMUST00000163832:947-2056	-	93.6412	54.97	129.06	OK	12.53747249
CUFF.3369	-	-	CUFF.3369	-	-	ENSMUST00000046633	381-867	ENSMUST00000046633:381-867	-	93.7378	27.2686	130.889	OK	12.55040611
CUFF.272	-	-	CUFF.272	-	-	ENSMUST00000089619	28-655	ENSMUST00000089619:28-655	-	93.8216	38.0456	126.819	OK	12.56162596
CUFF.3800	-	-	CUFF.3800	-	-	ENSMUST00000144258	887-2841	ENSMUST00000144258:887-2841	-	93.8631	66.4662	120.724	OK	12.56718233
CUFF.459	-	-	CUFF.459	-	-	ENSMUST00000027986	151-664	ENSMUST00000027986:151-664	-	94.1238	31.0001	118.834	OK	12.60208704
CUFF.1596	-	-	CUFF.1596	-	-	ENSMUST00000100219	257-967	ENSMUST00000100219:257-967	-	94.1459	41.0642	130.659	OK	12.60504597
CUFF.3062	-	-	CUFF.3062	-	-	ENSMUST00000028841	1425-2135	ENSMUST00000028841:1425-2135	-	94.1459	41.0642	130.659	OK	12.60504597
CUFF.705	-	-	CUFF.705	-	-	ENSMUST00000085678	733-1274	ENSMUST00000085678:733-1274	-	94.1684	29.3957	132.28	OK	12.60805846
CUFF.2311	-	-	CUFF.2311	-	-	ENSMUST00000025025	62-828	ENSMUST00000025025:62-828	-	94.1971	44.9825	124.567	OK	12.61190106
CUFF.1867	-	-	CUFF.1867	-	-	ENSMUST00000060989	5510-6554	ENSMUST00000060989:5510-6554	-	94.5757	53.3148	126.94	OK	12.66259122
CUFF.999	-	-	CUFF.999	-	-	ENSMUST00000033673	423-1214	ENSMUST00000033673:423-1214	-	94.7	46.9117	127.332	OK	12.67923355
CUFF.76	-	-	CUFF.76	-	-	ENSMUST00000126532	1636-2343	ENSMUST00000126532:1636-2343	-	94.7065	41.2385	131.213	OK	12.68010382
CUFF.1378	-	-	CUFF.1378	-	-	ENSMUST00000032555	11-662	ENSMUST00000032555:11-662	-	94.7122	40.7144	126.215	OK	12.68086699
CUFF.955	-	-	CUFF.955	-	-	ENSMUST00000018449	3496-4035	ENSMUST00000018449:3496-4035	-	94.7293	29.5047	132.771	OK	12.68315648
CUFF.3184	-	-	CUFF.3184	-	-	ENSMUST00000003183	203-742	ENSMUST00000003183:203-742	-	94.7293	29.5047	132.771	OK	12.68315648
CUFF.4023	-	-	CUFF.4023	-	-	ENSMUST00000027339	4-459	ENSMUST00000027339:4-459	-	94.7521	23.3012	133.982	OK	12.68620914
CUFF.2126	-	-	CUFF.2126	-	-	ENSMUST00000106722	1900-2382	ENSMUST00000106722:1900-2382	-	95.0828	27.4949	131.976	OK	12.73048604
CUFF.3426	-	-	CUFF.3426	-	-	ENSMUST00000110361	27-704	ENSMUST00000110361:27-704	-	95.109	43.0659	133.113	OK	12.73399391
CUFF.703	-	-	CUFF.703	-	-	ENSMUST00000036615	7-544	ENSMUST00000036615:7-544	-	95.297	29.6146	133.266	OK	12.75916494
CUFF.3742	-	-	CUFF.3742	-	-	ENSMUST00000044058	1-538	ENSMUST00000044058:1-538	-	95.297	29.6146	133.266	OK	12.75916494
CUFF.547	-	-	CUFF.547	-	-	ENSMUST00000042498	1881-2390	ENSMUST00000042498:1881-2390	-	95.3552	31.2437	119.768	OK	12.76695724
CUFF.3078	-	-	CUFF.3078	-	-	ENSMUST00000026902	6-681	ENSMUST00000026902:6-681	-	95.5123	43.1935	133.507	OK	12.78799111
CUFF.3024	-	-	CUFF.3024	-	-	ENSMUST00000031597	4-540	ENSMUST00000031597:4-540	-	95.5833	29.6699	133.514	OK	12.79749719
CUFF.2045	-	-	CUFF.2045	-	-	ENSMUST00000045441	1393-2206	ENSMUST00000045441:1393-2206	-	95.6301	48.9024	130.406	OK	12.80376317
CUFF.2676	-	-	CUFF.2676	-	-	ENSMUST00000085383	271-779	ENSMUST00000085383:271-779	-	95.6681	31.3052	120.003	OK	12.80885093
CUFF.4008	-	-	CUFF.4008	-	-	ENSMUST00000107362	558-1066	ENSMUST00000107362:558-1066	-	95.6681	31.3052	120.003	OK	12.80885093
CUFF.2336	-	-	CUFF.2336	-	-	ENSMUST00000019577	26-949	ENSMUST00000019577:26-949	-	95.745	51.6892	126.351	OK	12.81914695
CUFF.2773	-	-	CUFF.2773	-	-	ENSMUST00000044392	216-806	ENSMUST00000044392:216-806	-	95.9441	35.9391	130.279	OK	12.84580414
CUFF.2448	-	-	CUFF.2448	-	-	ENSMUST00000117565	137-920	ENSMUST00000117565:137-920	-	96.0068	47.391	128.633	OK	12.85419894
CUFF.3305	-	-	CUFF.3305	-	-	ENSMUST00000176637	231-1014	ENSMUST00000176637:231-1014	-	96.0068	47.391	128.633	OK	12.85419894
