tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status	TPM
CUFF.871	-	-	CUFF.871	-	-	ENSMUST00000068004	1157-3516	-	204.157	153.505	252.693	OK	37.82105218
CUFF.1012	-	-	CUFF.1012	-	-	ENSMUST00000022102	467-1077	-	205.444	82.196	273.987	OK	38.05947503
CUFF.245	-	-	CUFF.245	-	-	ENSMUST00000107409	344-1279	-	205.558	113.209	280.043	OK	38.08059407
CUFF.1577	-	-	CUFF.1577	-	-	ENSMUST00000162415	57-854	-	206.42	104.851	279.602	OK	38.24028366
CUFF.445	-	-	CUFF.445	-	-	ENSMUST00000018851	10332-10912	-	207.016	76.8422	278.553	OK	38.35069548
CUFF.351	-	-	CUFF.351	-	-	ENSMUST00000066529	114-828	-	207.241	93.6313	288.696	OK	38.3923778
CUFF.70	-	-	CUFF.70	-	-	ENSMUST00000078717	18-835	-	208.77	102.284	286.395	OK	38.6756323
CUFF.999	-	-	CUFF.999	-	-	ENSMUST00000025403	346-869	-	209.073	63.9128	287.607	OK	38.73176449
CUFF.6	-	-	CUFF.6	-	-	ENSMUST00000082408	15-670	-	209.643	93.5598	289.185	OK	38.83735969
CUFF.813	-	-	CUFF.813	-	-	ENSMUST00000028207	659-1843	-	210.173	127.043	291.728	OK	38.9355447
CUFF.912	-	-	CUFF.912	-	-	ENSMUST00000061372	80-601	-	210.389	64.1581	288.711	OK	38.97555973
CUFF.1130	-	-	CUFF.1130	-	-	ENSMUST00000046094	524-992	-	210.421	59.5199	285.695	OK	38.98148788
CUFF.1028	-	-	CUFF.1028	-	-	ENSMUST00000096224	2393-2939	-	211.297	81.6273	295.899	OK	39.14377103
CUFF.753	-	-	CUFF.753	-	-	ENSMUST00000033828	1072-1827	-	212.036	103.304	280.398	OK	39.28067428
CUFF.537	-	-	CUFF.537	-	-	ENSMUST00000033289	8-946	-	212.301	118.786	279.147	OK	39.32976679
CUFF.1587	-	-	CUFF.1587	-	-	ENSMUST00000047799	17-823	-	212.58	103.68	290.303	OK	39.38145286
CUFF.1725	-	-	CUFF.1725	-	-	ENSMUST00000032865	354-871	-	213.071	64.6545	290.945	OK	39.47241294
CUFF.727	-	-	CUFF.727	-	-	ENSMUST00000141482	575-1170	-	213.31	84.2682	280.894	OK	39.51668882
CUFF.601	-	-	CUFF.601	-	-	ENSMUST00000025483	34-785	-	213.584	103.855	281.891	OK	39.56744862
CUFF.1854	-	-	CUFF.1854	-	-	ENSMUST00000183626	22-796	-	214.738	107.966	287.91	OK	39.78123259
CUFF.906	-	-	CUFF.906	-	-	ENSMUST00000033933	334-1080	-	215.552	104.551	283.781	OK	39.93202995
CUFF.1580	-	-	CUFF.1580	-	-	ENSMUST00000161051	127-1232	-	216.23	126.042	287.376	OK	40.05763267
CUFF.1766	-	-	CUFF.1766	-	-	ENSMUST00000027921	2536-3020	-	218.272	69.0627	264.741	OK	40.43592285
CUFF.1003	-	-	CUFF.1003	-	-	ENSMUST00000058914	14-549	-	218.303	83.3056	301.983	OK	40.44166575
CUFF.247	-	-	CUFF.247	-	-	ENSMUST00000025649	813-1499	-	219.261	97.453	300.48	OK	40.61913979
CUFF.85	-	-	CUFF.85	-	-	ENSMUST00000020343	86-594	-	219.363	65.7999	296.1	OK	40.63803577
CUFF.1177	-	-	CUFF.1177	-	-	ENSMUST00000177974	1792-2601	-	220.724	110.182	323.659	OK	40.89016747
CUFF.691	-	-	CUFF.691	-	-	ENSMUST00000067936	8-564	-	221.1	80.1592	290.577	OK	40.95982326
CUFF.131	-	-	CUFF.131	-	-	ENSMUST00000099087	19-600	-	221.216	86.2987	287.662	OK	40.98131281
CUFF.302	-	-	CUFF.302	-	-	ENSMUST00000148601	968-1623	-	221.975	93.5598	297.69	OK	41.12192116
CUFF.208	-	-	CUFF.208	-	-	ENSMUST00000134660	2184-2663	-	222.23	69.7837	267.504	OK	41.16916112
CUFF.91	-	-	CUFF.91	-	-	ENSMUST00000032336	1139-1643	-	222.281	66.3222	298.45	OK	41.17860911
CUFF.881	-	-	CUFF.881	-	-	ENSMUST00000047672	913-1517	-	222.421	92.2361	285.932	OK	41.20454477
CUFF.1394	-	-	CUFF.1394	-	-	ENSMUST00000049460	1108-1762	-	222.468	93.7029	298.146	OK	41.21325174
CUFF.23	-	-	CUFF.23	-	-	ENSMUST00000024811	13-541	-	223.009	84.41	305.986	OK	41.31347456
CUFF.1259	-	-	CUFF.1259	-	-	ENSMUST00000080882	244-772	-	223.009	84.41	305.986	OK	41.31347456
CUFF.139	-	-	CUFF.139	-	-	ENSMUST00000034138	728-1231	-	223.022	66.454	299.043	OK	41.31588287
CUFF.582	-	-	CUFF.582	-	-	ENSMUST00000066379	196-649	-	223.059	61.4907	295.156	OK	41.3227373
CUFF.961	-	-	CUFF.961	-	-	ENSMUST00000165740	284-811	-	223.697	84.5702	306.567	OK	41.44092982
CUFF.1456	-	-	CUFF.1456	-	-	ENSMUST00000023882	3301-3778	-	223.854	70.0762	268.626	OK	41.47001481
CUFF.1767	-	-	CUFF.1767	-	-	ENSMUST00000028844	705-1182	-	223.854	70.0762	268.626	OK	41.47001481
CUFF.1400	-	-	CUFF.1400	-	-	ENSMUST00000061280	383-1059	-	223.899	98.8946	304.925	OK	41.47835128
CUFF.878	-	-	CUFF.878	-	-	ENSMUST00000047672	0-601	-	224.099	92.6965	287.359	OK	41.51540223
CUFF.1716	-	-	CUFF.1716	-	-	ENSMUST00000036991	5-555	-	224.926	81.0336	293.747	OK	41.6686079
CUFF.1452	-	-	CUFF.1452	-	-	ENSMUST00000037349	884-1408	-	225.79	85.0544	308.322	OK	41.82866799
CUFF.789	-	-	CUFF.789	-	-	ENSMUST00000064314	37-857	-	225.82	115.498	312.523	OK	41.83422564
CUFF.1664	-	-	CUFF.1664	-	-	ENSMUST00000117440	0-721	-	225.959	108.176	293.62	OK	41.85997604
CUFF.1692	-	-	CUFF.1692	-	-	ENSMUST00000032992	938-1511	-	226.002	87.5036	291.679	OK	41.867942
CUFF.1713	-	-	CUFF.1713	-	-	ENSMUST00000020523	586-1208	-	226.164	98.5236	304.527	OK	41.89795327
CUFF.611	-	-	CUFF.611	-	-	ENSMUST00000023099	563-1234	-	226.293	99.6315	307.197	OK	41.92185113
CUFF.546	-	-	CUFF.546	-	-	ENSMUST00000074628	269-743	-	226.334	70.5198	270.326	OK	41.92944657
CUFF.900	-	-	CUFF.900	-	-	ENSMUST00000025890	1779-2376	-	226.375	93.3176	289.285	OK	41.93704202
CUFF.1174	-	-	CUFF.1174	-	-	ENSMUST00000044911	49-915	-	226.959	122.229	302.356	OK	42.04523079
CUFF.1248	-	-	CUFF.1248	-	-	ENSMUST00000040992	2354-2949	-	227.531	93.6313	290.257	OK	42.1511965
CUFF.1472	-	-	CUFF.1472	-	-	ENSMUST00000115854	120-1350	-	227.887	140.409	312.523	OK	42.21714719
CUFF.1010	-	-	CUFF.1010	-	-	ENSMUST00000023039	465-986	-	227.921	85.5441	310.097	OK	42.22344585
CUFF.641	-	-	CUFF.641	-	-	ENSMUST00000102875	837-1527	-	228.905	104.962	290.664	OK	42.40573651
CUFF.677	-	-	CUFF.677	-	-	ENSMUST00000022322	7-1667	-	229.457	161.091	295.333	OK	42.50799713
CUFF.1689	-	-	CUFF.1689	-	-	ENSMUST00000073787	139-682	-	229.56	82.0783	297.534	OK	42.52707837
CUFF.1774	-	-	CUFF.1774	-	-	ENSMUST00000026142	1476-2018	-	230.238	82.2297	298.083	OK	42.65268108
CUFF.1490	-	-	CUFF.1490	-	-	ENSMUST00000103221	2324-2890	-	230.363	88.5858	295.286	OK	42.67583792
CUFF.1180	-	-	CUFF.1180	-	-	ENSMUST00000073840	4007-4476	-	230.592	71.2716	273.208	OK	42.71826126
CUFF.647	-	-	CUFF.647	-	-	ENSMUST00000010239	82-792	-	230.864	109.852	298.169	OK	42.76865055
CUFF.656	-	-	CUFF.656	-	-	ENSMUST00000020284	4-714	-	230.864	109.852	298.169	OK	42.76865055
CUFF.964	-	-	CUFF.964	-	-	ENSMUST00000094361	1058-2152	-	231.409	137.494	315.727	OK	42.86961438
CUFF.1758	-	-	CUFF.1758	-	-	ENSMUST00000085701	2147-3072	-	231.562	126.478	301.138	OK	42.89795836
CUFF.1258	-	-	CUFF.1258	-	-	ENSMUST00000025989	1079-1714	-	232.258	96.5066	307.066	OK	43.02689566
CUFF.1392	-	-	CUFF.1392	-	-	ENSMUST00000179865	971-1771	-	233.389	118.385	320.336	OK	43.23641877
CUFF.1316	-	-	CUFF.1316	-	-	ENSMUST00000145295	128-665	-	233.687	82.9953	300.858	OK	43.29162468
CUFF.930	-	-	CUFF.930	-	-	ENSMUST00000021595	574-1182	-	233.987	100.792	311.54	OK	43.34720111
CUFF.1624	-	-	CUFF.1624	-	-	ENSMUST00000040706	1496-2127	-	234.43	97.1183	309.013	OK	43.42926896
CUFF.1528	-	-	CUFF.1528	-	-	ENSMUST00000060792	476-1178	-	234.567	111.104	301.567	OK	43.45464886
CUFF.249	-	-	CUFF.249	-	-	ENSMUST00000032824	534-1212	-	234.691	106.82	295.809	OK	43.47762044
CUFF.1536	-	-	CUFF.1536	-	-	ENSMUST00000003964	3-845	-	235.486	125.713	310.974	OK	43.62489796
CUFF.1775	-	-	CUFF.1775	-	-	ENSMUST00000115609	120-796	-	235.684	107.136	296.684	OK	43.6615784
CUFF.484	-	-	CUFF.484	-	-	ENSMUST00000022782	836-1322	-	236.431	68.7785	309.503	OK	43.79996369
CUFF.801	-	-	CUFF.801	-	-	ENSMUST00000159697	585-1094	-	236.867	87.5609	317.408	OK	43.88073476
CUFF.856	-	-	CUFF.856	-	-	ENSMUST00000060989	1862-2769	-	237.485	128.988	307.115	OK	43.99522219
CUFF.606	-	-	CUFF.606	-	-	ENSMUST00000127210	830-1455	-	237.765	98.0507	311.979	OK	44.04709352
CUFF.30	-	-	CUFF.30	-	-	ENSMUST00000136661	66-550	-	238.115	69.0627	310.782	OK	44.11193268
CUFF.712	-	-	CUFF.712	-	-	ENSMUST00000021930	159-969	-	238.724	123.801	302.626	OK	44.22475281
CUFF.1635	-	-	CUFF.1635	-	-	ENSMUST00000022256	0-739	-	239.165	113.08	316.623	OK	44.30645016
CUFF.894	-	-	CUFF.894	-	-	ENSMUST00000032194	478-1077	-	239.308	102.307	316.221	OK	44.33294158
CUFF.1691	-	-	CUFF.1691	-	-	ENSMUST00000032992	169-814	-	239.611	103.648	319.58	OK	44.38907377
CUFF.440	-	-	CUFF.440	-	-	ENSMUST00000018851	875-1775	-	239.871	129.991	309.503	OK	44.43724
CUFF.810	-	-	CUFF.810	-	-	ENSMUST00000102855	2-1342	-	240.141	157.985	303.498	OK	44.48725878
CUFF.740	-	-	CUFF.740	-	-	ENSMUST00000100219	20-455	-	240.382	64.0352	307.369	OK	44.53190518
CUFF.1153	-	-	CUFF.1153	-	-	ENSMUST00000090002	395-1015	-	240.617	98.8414	314.495	OK	44.57544004
CUFF.857	-	-	CUFF.857	-	-	ENSMUST00000060989	3196-3792	-	241.136	102.822	317.812	OK	44.67158725
CUFF.471	-	-	CUFF.471	-	-	ENSMUST00000085192	40-1582	-	241.359	166.193	310.708	OK	44.71289906
CUFF.1027	-	-	CUFF.1027	-	-	ENSMUST00000096224	62-519	-	241.497	73.143	280.382	OK	44.73846421
CUFF.1205	-	-	CUFF.1205	-	-	ENSMUST00000015981	46-572	-	241.651	84.731	307.15	OK	44.76699344
CUFF.815	-	-	CUFF.815	-	-	ENSMUST00000102854	75-1108	-	241.707	140.22	318.192	OK	44.77736771
CUFF.1227	-	-	CUFF.1227	-	-	ENSMUST00000015622	12-537	-	242.402	84.8924	307.735	OK	44.90611975
CUFF.1178	-	-	CUFF.1178	-	-	ENSMUST00000031423	1679-2158	-	242.433	69.7837	314.026	OK	44.91186265
CUFF.950	-	-	CUFF.950	-	-	ENSMUST00000050328	803-1419	-	242.949	99.4832	316.538	OK	45.0074541
CUFF.1235	-	-	CUFF.1235	-	-	ENSMUST00000090006	983-2102	-	243.342	149.358	323.609	OK	45.08025921
CUFF.757	-	-	CUFF.757	-	-	ENSMUST00000106753	0-728	-	244.178	114.788	321.407	OK	45.23513217
CUFF.1253	-	-	CUFF.1253	-	-	ENSMUST00000122259	877-1673	-	244.362	125.979	307.948	OK	45.26921905
CUFF.1586	-	-	CUFF.1586	-	-	ENSMUST00000120854	1509-1963	-	244.386	73.6264	282.234	OK	45.27366516
CUFF.694	-	-	CUFF.694	-	-	ENSMUST00000062904	1131-1675	-	245.235	92.1683	307.228	OK	45.43094643
CUFF.531	-	-	CUFF.531	-	-	ENSMUST00000122113	264-1034	-	245.743	122.997	332.817	OK	45.52505584
CUFF.1215	-	-	CUFF.1215	-	-	ENSMUST00000023222	2432-2929	-	246.543	89.675	325.072	OK	45.67325964
CUFF.693	-	-	CUFF.693	-	-	ENSMUST00000094154	0-926	-	246.658	138.374	324.878	OK	45.69456393
CUFF.1626	-	-	CUFF.1626	-	-	ENSMUST00000036734	58-532	-	246.91	70.5198	317.339	OK	45.74124813
CUFF.361	-	-	CUFF.361	-	-	ENSMUST00000159352	344-885	-	247.414	92.6794	308.931	OK	45.83461651
CUFF.381	-	-	CUFF.381	-	-	ENSMUST00000111067	2080-2598	-	247.793	86.0396	311.893	OK	45.90482806
CUFF.1057	-	-	CUFF.1057	-	-	ENSMUST00000087883	494-1034	-	248.148	92.851	309.503	OK	45.97059349
CUFF.865	-	-	CUFF.865	-	-	ENSMUST00000033898	703-4004	-	248.182	200.835	293.658	OK	45.97689216
CUFF.600	-	-	CUFF.600	-	-	ENSMUST00000169681	490-1005	-	250.178	86.5408	313.71	OK	46.34666062
CUFF.1158	-	-	CUFF.1158	-	-	ENSMUST00000042345	830-1278	-	250.377	74.6124	286.014	OK	46.38352631
CUFF.1427	-	-	CUFF.1427	-	-	ENSMUST00000020984	2257-2794	-	250.379	93.3697	311.232	OK	46.38389682
CUFF.1062	-	-	CUFF.1062	-	-	ENSMUST00000001547	1021-1580	-	250.555	99.6612	308.95	OK	46.41650166
CUFF.639	-	-	CUFF.639	-	-	ENSMUST00000190654	55-480	-	251.215	65.5419	314.601	OK	46.53876979
CUFF.254	-	-	CUFF.254	-	-	ENSMUST00000034414	13-837	-	251.289	135.22	358.333	OK	46.55247864
CUFF.461	-	-	CUFF.461	-	-	ENSMUST00000030417	10-479	-	251.555	71.2716	320.722	OK	46.6017564
CUFF.491	-	-	CUFF.491	-	-	ENSMUST00000100439	1098-1567	-	251.555	71.2716	320.722	OK	46.6017564
CUFF.318	-	-	CUFF.318	-	-	ENSMUST00000000642	9-1493	-	252.289	172.688	322.851	OK	46.73773338
CUFF.633	-	-	CUFF.633	-	-	ENSMUST00000026552	1058-1482	-	252.351	65.6965	315.343	OK	46.74921917
CUFF.1288	-	-	CUFF.1288	-	-	ENSMUST00000117818	3479-3903	-	252.351	65.6965	315.343	OK	46.74921917
CUFF.574	-	-	CUFF.574	-	-	ENSMUST00000018905	271-739	-	252.505	71.4239	321.407	OK	46.7777484
CUFF.1411	-	-	CUFF.1411	-	-	ENSMUST00000138091	77-545	-	252.505	71.4239	321.407	OK	46.7777484
CUFF.447	-	-	CUFF.447	-	-	ENSMUST00000117268	50-606	-	252.686	100.199	310.617	OK	46.81127951
CUFF.391	-	-	CUFF.391	-	-	ENSMUST00000081946	424-1001	-	253.394	106.207	328.277	OK	46.94243987
CUFF.502	-	-	CUFF.502	-	-	ENSMUST00000028852	391-880	-	253.445	91.1421	330.39	OK	46.95188786
CUFF.831	-	-	CUFF.831	-	-	ENSMUST00000023393	1065-1554	-	253.445	91.1421	330.39	OK	46.95188786
CUFF.198	-	-	CUFF.198	-	-	ENSMUST00000110951	32-499	-	253.463	71.5768	322.096	OK	46.95522244
CUFF.1129	-	-	CUFF.1129	-	-	ENSMUST00000000759	64-487	-	253.498	65.8518	316.089	OK	46.96170636
CUFF.511	-	-	CUFF.511	-	-	ENSMUST00000003572	30-2188	-	253.65	191.037	314.953	OK	46.98986508
CUFF.640	-	-	CUFF.640	-	-	ENSMUST00000165532	12-653	-	254.527	112.986	312.883	OK	47.15233349
CUFF.571	-	-	CUFF.571	-	-	ENSMUST00000096753	1458-1901	-	255.598	75.4546	289.242	OK	47.35074132
CUFF.1265	-	-	CUFF.1265	-	-	ENSMUST00000007212	1665-2107	-	256.669	75.6253	289.897	OK	47.54914914
CUFF.1811	-	-	CUFF.1811	-	-	ENSMUST00000006217	5-447	-	256.669	75.6253	289.897	OK	47.54914914
CUFF.1623	-	-	CUFF.1623	-	-	ENSMUST00000040706	805-1290	-	257.043	91.8938	333.115	OK	47.61843442
CUFF.1390	-	-	CUFF.1390	-	-	ENSMUST00000179865	7-622	-	257.069	108.704	335.17	OK	47.62325104
CUFF.455	-	-	CUFF.455	-	-	ENSMUST00000046983	509-1037	-	257.318	94.9613	316.538	OK	47.66937947
CUFF.1017	-	-	CUFF.1017	-	-	ENSMUST00000036493	789-1490	-	257.423	119.21	333.787	OK	47.68883122
CUFF.1006	-	-	CUFF.1006	-	-	ENSMUST00000154330	13-454	-	257.748	75.7968	290.554	OK	47.74903901
CUFF.984	-	-	CUFF.984	-	-	ENSMUST00000043757	1008-1492	-	257.958	92.0837	333.803	OK	47.78794251
CUFF.1393	-	-	CUFF.1393	-	-	ENSMUST00000049460	9-1032	-	258.247	152.483	343.086	OK	47.84148113
CUFF.1296	-	-	CUFF.1296	-	-	ENSMUST00000041589	73-1072	-	259.035	150.569	345.752	OK	47.98746186
CUFF.90	-	-	CUFF.90	-	-	ENSMUST00000032336	26-808	-	259.899	135.358	334.834	OK	48.14752196
CUFF.1373	-	-	CUFF.1373	-	-	ENSMUST00000153554	36-475	-	259.935	76.1421	291.878	OK	48.15419113
CUFF.543	-	-	CUFF.543	-	-	ENSMUST00000020630	1235-2314	-	260.818	160.058	345.932	OK	48.31777106
CUFF.1468	-	-	CUFF.1468	-	-	ENSMUST00000030491	33-663	-	261.088	114.958	318.346	OK	48.36778984
CUFF.496	-	-	CUFF.496	-	-	ENSMUST00000079597	535-1122	-	261.308	104.398	332.176	OK	48.40854589
CUFF.493	-	-	CUFF.493	-	-	ENSMUST00000057934	1583-1999	-	261.824	66.9599	321.407	OK	48.50413733
CUFF.541	-	-	CUFF.541	-	-	ENSMUST00000020630	14-769	-	262.52	132.82	324.671	OK	48.63307463
CUFF.1208	-	-	CUFF.1208	-	-	ENSMUST00000102774	780-1280	-	262.823	89.137	323.122	OK	48.68920682
CUFF.822	-	-	CUFF.822	-	-	ENSMUST00000106215	72-825	-	263.475	133.173	325.533	OK	48.80999291
CUFF.1424	-	-	CUFF.1424	-	-	ENSMUST00000127756	668-1188	-	263.816	96.4222	321.407	OK	48.87316478
CUFF.358	-	-	CUFF.358	-	-	ENSMUST00000020285	64-583	-	264.652	96.608	322.027	OK	49.02803774
CUFF.434	-	-	CUFF.434	-	-	ENSMUST00000023056	634-1153	-	264.652	96.608	322.027	OK	49.02803774
CUFF.276	-	-	CUFF.276	-	-	ENSMUST00000011526	6-988	-	264.69	153.176	351.737	OK	49.03507742
CUFF.536	-	-	CUFF.536	-	-	ENSMUST00000001479	893-1496	-	264.786	110.867	341.84	OK	49.05286188
CUFF.721	-	-	CUFF.721	-	-	ENSMUST00000166407	99-744	-	264.834	120.922	328.218	OK	49.0617541
CUFF.1254	-	-	CUFF.1254	-	-	ENSMUST00000150258	793-1332	-	265.48	103.359	320.414	OK	49.18142867
CUFF.859	-	-	CUFF.859	-	-	ENSMUST00000060989	4931-5449	-	265.493	96.7945	322.648	OK	49.18383698
CUFF.772	-	-	CUFF.772	-	-	ENSMUST00000058578	45-542	-	265.507	89.675	325.072	OK	49.18643055
CUFF.166	-	-	CUFF.166	-	-	ENSMUST00000072727	78-1117	-	266.635	160.858	348.526	OK	49.39539789
CUFF.1117	-	-	CUFF.1117	-	-	ENSMUST00000007980	472-905	-	266.721	77.1972	295.922	OK	49.4113298
CUFF.216	-	-	CUFF.216	-	-	ENSMUST00000049091	316-728	-	266.828	67.61	324.528	OK	49.43115206
CUFF.1655	-	-	CUFF.1655	-	-	ENSMUST00000027438	380-917	-	267.071	103.744	321.607	OK	49.47616896
CUFF.1261	-	-	CUFF.1261	-	-	ENSMUST00000006435	12-1527	-	267.562	183.863	345.663	OK	49.56712904
CUFF.827	-	-	CUFF.827	-	-	ENSMUST00000010192	117-570	-	267.67	73.7889	332.05	OK	49.58713655
CUFF.115	-	-	CUFF.115	-	-	ENSMUST00000055242	1173-1978	-	268.481	145.332	346.029	OK	49.73737815
CUFF.1236	-	-	CUFF.1236	-	-	ENSMUST00000020446	120-655	-	268.681	104.132	322.809	OK	49.77442909
CUFF.191	-	-	CUFF.191	-	-	ENSMUST00000004232	490-900	-	269.402	67.9398	326.111	OK	49.90799776
CUFF.1065	-	-	CUFF.1065	-	-	ENSMUST00000066532	284-694	-	269.402	67.9398	326.111	OK	49.90799776
CUFF.726	-	-	CUFF.726	-	-	ENSMUST00000079400	528-1641	-	269.442	165.18	350.381	OK	49.91540795
CUFF.521	-	-	CUFF.521	-	-	ENSMUST00000072329	105-617	-	270.652	97.9288	326.429	OK	50.13956619
CUFF.507	-	-	CUFF.507	-	-	ENSMUST00000020238	774-1224	-	270.924	74.2808	334.264	OK	50.18995548
